STD,Type
-7.65,SmartEsimate
-7.31,SmartEsimate
-7.10,SmartEsimate
-6.37,SmartEsimate
-6.12,SmartEsimate
-5.78,SmartEsimate
-4.37,SmartEsimate
-3.77,SmartEsimate
-3.40,SmartEsimate
-3.36,SmartEsimate
-3.21,SmartEsimate
-3.04,SmartEsimate
-2.90,SmartEsimate
-2.44,SmartEsimate
-2.34,SmartEsimate
-2.14,SmartEsimate
-1.60,SmartEsimate
-1.58,SmartEsimate
-0.66,SmartEsimate
-0.51,SmartEsimate
0.05,SmartEsimate
0.23,SmartEsimate
0.98,SmartEsimate
1.71,SmartEsimate
1.80,SmartEsimate
2.42,SmartEsimate
3.47,SmartEsimate
3.72,SmartEsimate
4.18,SmartEsimate
4.18,SmartEsimate
4.34,SmartEsimate
4.45,SmartEsimate
4.58,SmartEsimate
4.87,SmartEsimate
4.90,SmartEsimate
5.93,SmartEsimate
6.05,SmartEsimate
6.61,SmartEsimate
8.53,SmartEsimate
8.85,SmartEsimate
9.32,SmartEsimate
10.37,SmartEsimate
10.53,SmartEsimate
11.23,SmartEsimate
11.41,SmartEsimate
13.79,SmartEsimate
13.87,SmartEsimate
15.09,SmartEsimate
15.15,SmartEsimate
15.30,SmartEsimate
16.71,SmartEsimate
17.19,SmartEsimate
17.96,SmartEsimate
18.13,SmartEsimate
18.49,SmartEsimate
19.96,SmartEsimate
20.34,SmartEsimate
20.80,SmartEsimate
21.61,SmartEsimate
22.43,SmartEsimate
25.66,SmartEsimate
27.54,SmartEsimate
27.55,SmartEsimate
29.43,SmartEsimate
35.56,SmartEsimate
49.13,SmartEsimate
170.75,SmartEsimate
228.90,SmartEsimate
734.40,SmartEsimate
-99.92,SmartEsimate
-95.69,SmartEsimate
-92.96,SmartEsimate
-86.33,SmartEsimate
-86.21,SmartEsimate
-84.61,SmartEsimate
-79.33,SmartEsimate
-73.84,SmartEsimate
-69.71,SmartEsimate
-63.98,SmartEsimate
-60.04,SmartEsimate
-59.63,SmartEsimate
-57.72,SmartEsimate
-52.76,SmartEsimate
-44.51,SmartEsimate
-41.22,SmartEsimate
-38.72,SmartEsimate
-37.22,SmartEsimate
-36.65,SmartEsimate
-36.24,SmartEsimate
-35.82,SmartEsimate
-34.11,SmartEsimate
-33.95,SmartEsimate
-32.97,SmartEsimate
-32.95,SmartEsimate
-31.49,SmartEsimate
-31.27,SmartEsimate
-30.59,SmartEsimate
-27.98,SmartEsimate
-27.54,SmartEsimate
-26.24,SmartEsimate
-25.09,SmartEsimate
-24.69,SmartEsimate
-23.97,SmartEsimate
-23.33,SmartEsimate
-22.29,SmartEsimate
-22.16,SmartEsimate
-21.98,SmartEsimate
-19.84,SmartEsimate
-19.71,SmartEsimate
-19.02,SmartEsimate
-17.97,SmartEsimate
-16.71,SmartEsimate
-16.42,SmartEsimate
-16.25,SmartEsimate
-15.62,SmartEsimate
-15.27,SmartEsimate
-15.21,SmartEsimate
-15.16,SmartEsimate
-14.25,SmartEsimate
-14.09,SmartEsimate
-13.69,SmartEsimate
-13.63,SmartEsimate
-13.44,SmartEsimate
-12.93,SmartEsimate
-10.80,SmartEsimate
-9.81,SmartEsimate
-9.79,SmartEsimate
-9.20,SmartEsimate
-8.86,SmartEsimate
-8.66,SmartEsimate
-8.28,SmartEsimate
-7.21,SmartEsimate
-7.18,SmartEsimate
-6.96,SmartEsimate
-6.67,SmartEsimate
-6.36,SmartEsimate
-6.08,SmartEsimate
-5.34,SmartEsimate
-4.98,SmartEsimate
-4.87,SmartEsimate
-4.66,SmartEsimate
-4.55,SmartEsimate
-4.44,SmartEsimate
-4.07,SmartEsimate
-4.05,SmartEsimate
-3.80,SmartEsimate
-3.67,SmartEsimate
-3.61,SmartEsimate
-3.49,SmartEsimate
-3.48,SmartEsimate
-3.02,SmartEsimate
-2.81,SmartEsimate
-2.26,SmartEsimate
-2.23,SmartEsimate
-2.16,SmartEsimate
-2.01,SmartEsimate
-1.69,SmartEsimate
-1.54,SmartEsimate
-1.50,SmartEsimate
-1.38,SmartEsimate
-1.27,SmartEsimate
-1.00,SmartEsimate
-0.75,SmartEsimate
-0.57,SmartEsimate
-0.44,SmartEsimate
-0.05,SmartEsimate
0.09,SmartEsimate
0.34,SmartEsimate
0.92,SmartEsimate
1.31,SmartEsimate
1.92,SmartEsimate
2.16,SmartEsimate
2.44,SmartEsimate
2.44,SmartEsimate
2.69,SmartEsimate
2.72,SmartEsimate
3.18,SmartEsimate
3.39,SmartEsimate
3.50,SmartEsimate
3.53,SmartEsimate
4.40,SmartEsimate
4.56,SmartEsimate
4.76,SmartEsimate
4.88,SmartEsimate
5.08,SmartEsimate
5.38,SmartEsimate
6.07,SmartEsimate
6.64,SmartEsimate
6.81,SmartEsimate
6.83,SmartEsimate
6.89,SmartEsimate
7.35,SmartEsimate
7.37,SmartEsimate
8.02,SmartEsimate
9.41,SmartEsimate
10.15,SmartEsimate
10.57,SmartEsimate
11.07,SmartEsimate
12.67,SmartEsimate
13.92,SmartEsimate
14.27,SmartEsimate
17.16,SmartEsimate
17.31,SmartEsimate
19.32,SmartEsimate
20.57,SmartEsimate
23.20,SmartEsimate
26.28,SmartEsimate
30.10,SmartEsimate
34.28,SmartEsimate
40.96,SmartEsimate
61.04,SmartEsimate
78.17,SmartEsimate
332.22,SmartEsimate
930.75,SmartEsimate
-99.92,SmartEsimate
-80.29,SmartEsimate
-80.03,SmartEsimate
-77.90,SmartEsimate
-70.47,SmartEsimate
-70.34,SmartEsimate
-63.92,SmartEsimate
-62.37,SmartEsimate
-59.03,SmartEsimate
-56.15,SmartEsimate
-53.15,SmartEsimate
-43.97,SmartEsimate
-37.15,SmartEsimate
-36.97,SmartEsimate
-36.51,SmartEsimate
-36.28,SmartEsimate
-35.40,SmartEsimate
-35.09,SmartEsimate
-33.39,SmartEsimate
-32.18,SmartEsimate
-31.88,SmartEsimate
-29.19,SmartEsimate
-25.75,SmartEsimate
-24.95,SmartEsimate
-24.55,SmartEsimate
-24.30,SmartEsimate
-23.96,SmartEsimate
-23.30,SmartEsimate
-23.26,SmartEsimate
-22.77,SmartEsimate
-22.73,SmartEsimate
-22.66,SmartEsimate
-20.66,SmartEsimate
-19.86,SmartEsimate
-19.52,SmartEsimate
-19.50,SmartEsimate
-19.40,SmartEsimate
-18.59,SmartEsimate
-18.41,SmartEsimate
-18.07,SmartEsimate
-17.23,SmartEsimate
-16.87,SmartEsimate
-16.86,SmartEsimate
-16.39,SmartEsimate
-15.09,SmartEsimate
-15.06,SmartEsimate
-14.93,SmartEsimate
-14.82,SmartEsimate
-14.56,SmartEsimate
-13.87,SmartEsimate
-12.93,SmartEsimate
-12.30,SmartEsimate
-11.97,SmartEsimate
-11.88,SmartEsimate
-11.87,SmartEsimate
-11.73,SmartEsimate
-11.31,SmartEsimate
-11.02,SmartEsimate
-10.95,SmartEsimate
-10.76,SmartEsimate
-10.75,SmartEsimate
-10.46,SmartEsimate
-10.36,SmartEsimate
-9.94,SmartEsimate
-9.86,SmartEsimate
-9.01,SmartEsimate
-8.90,SmartEsimate
-8.77,SmartEsimate
-7.62,SmartEsimate
-7.60,SmartEsimate
-7.41,SmartEsimate
-7.31,SmartEsimate
-7.08,SmartEsimate
-7.08,SmartEsimate
-7.02,SmartEsimate
-6.61,SmartEsimate
-6.54,SmartEsimate
-5.78,SmartEsimate
-5.02,SmartEsimate
-4.69,SmartEsimate
-4.24,SmartEsimate
-4.23,SmartEsimate
-4.23,SmartEsimate
-4.19,SmartEsimate
-4.12,SmartEsimate
-3.79,SmartEsimate
-3.78,SmartEsimate
-3.68,SmartEsimate
-3.46,SmartEsimate
-3.37,SmartEsimate
-3.20,SmartEsimate
-3.01,SmartEsimate
-2.53,SmartEsimate
-1.98,SmartEsimate
-1.81,SmartEsimate
-1.75,SmartEsimate
-1.47,SmartEsimate
-1.45,SmartEsimate
-1.35,SmartEsimate
-1.32,SmartEsimate
-1.22,SmartEsimate
-1.18,SmartEsimate
-1.11,SmartEsimate
-0.51,SmartEsimate
-0.48,SmartEsimate
-0.15,SmartEsimate
-0.13,SmartEsimate
0.19,SmartEsimate
0.21,SmartEsimate
0.30,SmartEsimate
0.62,SmartEsimate
0.87,SmartEsimate
1.17,SmartEsimate
1.29,SmartEsimate
1.35,SmartEsimate
1.45,SmartEsimate
1.78,SmartEsimate
2.61,SmartEsimate
3.46,SmartEsimate
3.60,SmartEsimate
4.58,SmartEsimate
4.94,SmartEsimate
5.87,SmartEsimate
6.52,SmartEsimate
6.71,SmartEsimate
7.52,SmartEsimate
8.49,SmartEsimate
9.65,SmartEsimate
10.17,SmartEsimate
10.51,SmartEsimate
12.08,SmartEsimate
13.13,SmartEsimate
13.99,SmartEsimate
14.59,SmartEsimate
15.10,SmartEsimate
15.17,SmartEsimate
19.08,SmartEsimate
24.14,SmartEsimate
27.89,SmartEsimate
34.12,SmartEsimate
34.42,SmartEsimate
42.96,SmartEsimate
57.83,SmartEsimate
72.75,SmartEsimate
105.30,SmartEsimate
-99.88,SmartEsimate
-86.05,SmartEsimate
-83.80,SmartEsimate
-80.13,SmartEsimate
-64.55,SmartEsimate
-62.49,SmartEsimate
-58.30,SmartEsimate
-56.79,SmartEsimate
-51.73,SmartEsimate
-51.68,SmartEsimate
-47.69,SmartEsimate
-41.94,SmartEsimate
-40.21,SmartEsimate
-36.12,SmartEsimate
-34.07,SmartEsimate
-32.20,SmartEsimate
-31.33,SmartEsimate
-30.76,SmartEsimate
-29.58,SmartEsimate
-26.93,SmartEsimate
-25.53,SmartEsimate
-24.12,SmartEsimate
-22.84,SmartEsimate
-22.84,SmartEsimate
-22.73,SmartEsimate
-21.46,SmartEsimate
-20.13,SmartEsimate
-19.87,SmartEsimate
-19.04,SmartEsimate
-18.81,SmartEsimate
-18.71,SmartEsimate
-17.34,SmartEsimate
-17.12,SmartEsimate
-16.65,SmartEsimate
-16.64,SmartEsimate
-16.63,SmartEsimate
-15.67,SmartEsimate
-15.47,SmartEsimate
-15.12,SmartEsimate
-15.10,SmartEsimate
-14.44,SmartEsimate
-13.46,SmartEsimate
-13.17,SmartEsimate
-12.84,SmartEsimate
-12.64,SmartEsimate
-12.40,SmartEsimate
-12.00,SmartEsimate
-11.71,SmartEsimate
-11.14,SmartEsimate
-11.12,SmartEsimate
-10.80,SmartEsimate
-10.66,SmartEsimate
-10.57,SmartEsimate
-10.44,SmartEsimate
-10.37,SmartEsimate
-10.11,SmartEsimate
-9.69,SmartEsimate
-9.48,SmartEsimate
-9.40,SmartEsimate
-9.36,SmartEsimate
-9.34,SmartEsimate
-9.31,SmartEsimate
-9.21,SmartEsimate
-9.12,SmartEsimate
-8.58,SmartEsimate
-8.05,SmartEsimate
-7.47,SmartEsimate
-7.45,SmartEsimate
-7.30,SmartEsimate
-6.96,SmartEsimate
-6.45,SmartEsimate
-6.39,SmartEsimate
-6.32,SmartEsimate
-6.12,SmartEsimate
-5.81,SmartEsimate
-5.52,SmartEsimate
-5.37,SmartEsimate
-4.83,SmartEsimate
-4.79,SmartEsimate
-4.51,SmartEsimate
-3.87,SmartEsimate
-3.42,SmartEsimate
-2.95,SmartEsimate
-2.69,SmartEsimate
-2.61,SmartEsimate
-2.46,SmartEsimate
-2.04,SmartEsimate
-2.00,SmartEsimate
-1.79,SmartEsimate
-1.46,SmartEsimate
-1.36,SmartEsimate
-1.12,SmartEsimate
-0.64,SmartEsimate
-0.47,SmartEsimate
-0.45,SmartEsimate
-0.30,SmartEsimate
0.04,SmartEsimate
0.26,SmartEsimate
0.39,SmartEsimate
0.44,SmartEsimate
0.49,SmartEsimate
0.69,SmartEsimate
0.87,SmartEsimate
0.92,SmartEsimate
1.06,SmartEsimate
1.09,SmartEsimate
1.77,SmartEsimate
1.82,SmartEsimate
1.86,SmartEsimate
2.14,SmartEsimate
2.69,SmartEsimate
2.81,SmartEsimate
2.96,SmartEsimate
2.97,SmartEsimate
3.26,SmartEsimate
3.41,SmartEsimate
3.55,SmartEsimate
3.62,SmartEsimate
3.84,SmartEsimate
4.18,SmartEsimate
4.39,SmartEsimate
4.51,SmartEsimate
4.73,SmartEsimate
5.80,SmartEsimate
6.61,SmartEsimate
6.85,SmartEsimate
6.95,SmartEsimate
7.35,SmartEsimate
7.69,SmartEsimate
8.48,SmartEsimate
8.61,SmartEsimate
9.04,SmartEsimate
9.25,SmartEsimate
9.83,SmartEsimate
10.37,SmartEsimate
11.14,SmartEsimate
11.61,SmartEsimate
13.30,SmartEsimate
13.75,SmartEsimate
17.77,SmartEsimate
18.00,SmartEsimate
20.63,SmartEsimate
28.80,SmartEsimate
29.29,SmartEsimate
30.49,SmartEsimate
52.79,SmartEsimate
428.93,SmartEsimate
499.37,SmartEsimate
791.50,SmartEsimate
-99.91,SmartEsimate
-84.04,SmartEsimate
-81.57,SmartEsimate
-78.63,SmartEsimate
-74.38,SmartEsimate
-71.96,SmartEsimate
-71.63,SmartEsimate
-69.99,SmartEsimate
-63.80,SmartEsimate
-62.42,SmartEsimate
-58.61,SmartEsimate
-52.33,SmartEsimate
-45.29,SmartEsimate
-39.21,SmartEsimate
-38.42,SmartEsimate
-36.60,SmartEsimate
-34.61,SmartEsimate
-33.69,SmartEsimate
-33.38,SmartEsimate
-31.68,SmartEsimate
-30.55,SmartEsimate
-29.56,SmartEsimate
-28.85,SmartEsimate
-27.80,SmartEsimate
-27.52,SmartEsimate
-26.36,SmartEsimate
-25.74,SmartEsimate
-25.56,SmartEsimate
-25.32,SmartEsimate
-24.99,SmartEsimate
-23.80,SmartEsimate
-23.34,SmartEsimate
-22.75,SmartEsimate
-22.59,SmartEsimate
-21.81,SmartEsimate
-19.04,SmartEsimate
-18.48,SmartEsimate
-18.48,SmartEsimate
-17.85,SmartEsimate
-16.68,SmartEsimate
-16.06,SmartEsimate
-13.42,SmartEsimate
-11.89,SmartEsimate
-10.84,SmartEsimate
-10.25,SmartEsimate
-9.96,SmartEsimate
-9.93,SmartEsimate
-9.71,SmartEsimate
-9.62,SmartEsimate
-9.52,SmartEsimate
-9.25,SmartEsimate
-9.18,SmartEsimate
-8.65,SmartEsimate
-8.34,SmartEsimate
-8.06,SmartEsimate
-7.81,SmartEsimate
-7.71,SmartEsimate
-7.45,SmartEsimate
-6.66,SmartEsimate
-6.53,SmartEsimate
-6.13,SmartEsimate
-5.88,SmartEsimate
-5.70,SmartEsimate
-5.66,SmartEsimate
-5.35,SmartEsimate
-4.68,SmartEsimate
-4.53,SmartEsimate
-4.44,SmartEsimate
-4.22,SmartEsimate
-4.15,SmartEsimate
-3.97,SmartEsimate
-3.69,SmartEsimate
-3.55,SmartEsimate
-3.31,SmartEsimate
-3.11,SmartEsimate
-2.61,SmartEsimate
-2.57,SmartEsimate
-2.50,SmartEsimate
-2.17,SmartEsimate
-1.57,SmartEsimate
-1.44,SmartEsimate
-1.19,SmartEsimate
-0.94,SmartEsimate
-0.54,SmartEsimate
-0.45,SmartEsimate
-0.07,SmartEsimate
-0.05,SmartEsimate
-0.05,SmartEsimate
-0.03,SmartEsimate
0.53,SmartEsimate
0.90,SmartEsimate
0.99,SmartEsimate
1.04,SmartEsimate
1.54,SmartEsimate
1.74,SmartEsimate
2.14,SmartEsimate
2.38,SmartEsimate
2.49,SmartEsimate
2.64,SmartEsimate
2.64,SmartEsimate
2.81,SmartEsimate
3.18,SmartEsimate
3.67,SmartEsimate
4.64,SmartEsimate
5.05,SmartEsimate
5.37,SmartEsimate
6.25,SmartEsimate
6.46,SmartEsimate
6.56,SmartEsimate
7.34,SmartEsimate
7.59,SmartEsimate
7.90,SmartEsimate
8.10,SmartEsimate
8.22,SmartEsimate
8.27,SmartEsimate
8.35,SmartEsimate
8.66,SmartEsimate
9.35,SmartEsimate
9.67,SmartEsimate
9.68,SmartEsimate
9.70,SmartEsimate
9.95,SmartEsimate
11.72,SmartEsimate
12.42,SmartEsimate
14.13,SmartEsimate
14.16,SmartEsimate
16.12,SmartEsimate
18.28,SmartEsimate
19.59,SmartEsimate
20.31,SmartEsimate
20.48,SmartEsimate
20.90,SmartEsimate
21.55,SmartEsimate
22.21,SmartEsimate
22.71,SmartEsimate
23.89,SmartEsimate
24.27,SmartEsimate
24.45,SmartEsimate
28.66,SmartEsimate
30.06,SmartEsimate
37.15,SmartEsimate
68.32,SmartEsimate
68.63,SmartEsimate
581.69,SmartEsimate
-83.98,SmartEsimate
-82.60,SmartEsimate
-76.61,SmartEsimate
-68.80,SmartEsimate
-67.42,SmartEsimate
-58.05,SmartEsimate
-55.82,SmartEsimate
-54.64,SmartEsimate
-53.17,SmartEsimate
-38.51,SmartEsimate
-37.61,SmartEsimate
-35.46,SmartEsimate
-33.11,SmartEsimate
-31.87,SmartEsimate
-31.82,SmartEsimate
-28.97,SmartEsimate
-28.68,SmartEsimate
-26.82,SmartEsimate
-26.68,SmartEsimate
-26.41,SmartEsimate
-24.46,SmartEsimate
-24.12,SmartEsimate
-23.79,SmartEsimate
-23.15,SmartEsimate
-21.94,SmartEsimate
-21.92,SmartEsimate
-21.90,SmartEsimate
-21.87,SmartEsimate
-21.24,SmartEsimate
-21.16,SmartEsimate
-21.12,SmartEsimate
-20.89,SmartEsimate
-20.71,SmartEsimate
-20.48,SmartEsimate
-19.51,SmartEsimate
-19.48,SmartEsimate
-17.91,SmartEsimate
-16.94,SmartEsimate
-16.51,SmartEsimate
-16.23,SmartEsimate
-15.94,SmartEsimate
-15.90,SmartEsimate
-15.03,SmartEsimate
-14.65,SmartEsimate
-14.04,SmartEsimate
-13.59,SmartEsimate
-12.42,SmartEsimate
-12.03,SmartEsimate
-11.50,SmartEsimate
-11.06,SmartEsimate
-11.02,SmartEsimate
-10.80,SmartEsimate
-10.35,SmartEsimate
-10.22,SmartEsimate
-9.94,SmartEsimate
-9.76,SmartEsimate
-9.60,SmartEsimate
-9.09,SmartEsimate
-8.54,SmartEsimate
-8.49,SmartEsimate
-8.22,SmartEsimate
-8.12,SmartEsimate
-8.06,SmartEsimate
-7.62,SmartEsimate
-7.37,SmartEsimate
-7.14,SmartEsimate
-6.94,SmartEsimate
-6.59,SmartEsimate
-6.34,SmartEsimate
-6.21,SmartEsimate
-6.13,SmartEsimate
-5.98,SmartEsimate
-5.85,SmartEsimate
-5.62,SmartEsimate
-5.44,SmartEsimate
-4.97,SmartEsimate
-4.86,SmartEsimate
-4.80,SmartEsimate
-4.67,SmartEsimate
-4.61,SmartEsimate
-4.54,SmartEsimate
-4.28,SmartEsimate
-4.22,SmartEsimate
-4.09,SmartEsimate
-3.68,SmartEsimate
-2.89,SmartEsimate
-2.74,SmartEsimate
-2.64,SmartEsimate
-2.42,SmartEsimate
-2.36,SmartEsimate
-1.50,SmartEsimate
-1.33,SmartEsimate
-0.96,SmartEsimate
-0.91,SmartEsimate
-0.82,SmartEsimate
-0.81,SmartEsimate
-0.79,SmartEsimate
-0.47,SmartEsimate
-0.06,SmartEsimate
0.53,SmartEsimate
1.22,SmartEsimate
1.46,SmartEsimate
1.57,SmartEsimate
1.62,SmartEsimate
1.68,SmartEsimate
1.90,SmartEsimate
2.68,SmartEsimate
2.76,SmartEsimate
3.11,SmartEsimate
3.24,SmartEsimate
4.44,SmartEsimate
4.45,SmartEsimate
4.59,SmartEsimate
6.06,SmartEsimate
6.73,SmartEsimate
6.86,SmartEsimate
7.40,SmartEsimate
7.59,SmartEsimate
7.68,SmartEsimate
9.10,SmartEsimate
11.61,SmartEsimate
11.95,SmartEsimate
12.25,SmartEsimate
12.48,SmartEsimate
13.22,SmartEsimate
16.35,SmartEsimate
16.58,SmartEsimate
18.38,SmartEsimate
19.96,SmartEsimate
22.68,SmartEsimate
22.89,SmartEsimate
23.39,SmartEsimate
26.83,SmartEsimate
42.74,SmartEsimate
46.27,SmartEsimate
69.74,SmartEsimate
-73.33,SmartEsimate
-72.18,SmartEsimate
-62.91,SmartEsimate
-61.41,SmartEsimate
-56.50,SmartEsimate
-54.61,SmartEsimate
-54.39,SmartEsimate
-52.77,SmartEsimate
-51.32,SmartEsimate
-50.20,SmartEsimate
-48.53,SmartEsimate
-44.54,SmartEsimate
-39.97,SmartEsimate
-35.42,SmartEsimate
-34.20,SmartEsimate
-33.04,SmartEsimate
-31.13,SmartEsimate
-30.93,SmartEsimate
-29.19,SmartEsimate
-28.21,SmartEsimate
-27.77,SmartEsimate
-27.75,SmartEsimate
-27.36,SmartEsimate
-27.20,SmartEsimate
-26.82,SmartEsimate
-26.32,SmartEsimate
-25.80,SmartEsimate
-19.38,SmartEsimate
-18.69,SmartEsimate
-18.16,SmartEsimate
-15.92,SmartEsimate
-15.24,SmartEsimate
-13.76,SmartEsimate
-12.39,SmartEsimate
-12.09,SmartEsimate
-11.95,SmartEsimate
-11.83,SmartEsimate
-11.10,SmartEsimate
-11.09,SmartEsimate
-11.02,SmartEsimate
-10.99,SmartEsimate
-10.53,SmartEsimate
-9.96,SmartEsimate
-9.50,SmartEsimate
-9.39,SmartEsimate
-8.70,SmartEsimate
-8.25,SmartEsimate
-8.20,SmartEsimate
-8.14,SmartEsimate
-6.91,SmartEsimate
-6.77,SmartEsimate
-6.76,SmartEsimate
-6.37,SmartEsimate
-5.18,SmartEsimate
-5.10,SmartEsimate
-4.64,SmartEsimate
-3.76,SmartEsimate
-3.73,SmartEsimate
-3.59,SmartEsimate
-3.07,SmartEsimate
-2.76,SmartEsimate
-2.60,SmartEsimate
-2.44,SmartEsimate
-2.33,SmartEsimate
-1.91,SmartEsimate
-1.66,SmartEsimate
-1.65,SmartEsimate
-1.63,SmartEsimate
-1.37,SmartEsimate
-1.34,SmartEsimate
-1.12,SmartEsimate
-1.00,SmartEsimate
-0.94,SmartEsimate
-0.83,SmartEsimate
-0.72,SmartEsimate
-0.61,SmartEsimate
-0.53,SmartEsimate
-0.45,SmartEsimate
-0.24,SmartEsimate
-0.23,SmartEsimate
0.47,SmartEsimate
1.32,SmartEsimate
1.40,SmartEsimate
1.65,SmartEsimate
1.65,SmartEsimate
1.86,SmartEsimate
2.01,SmartEsimate
2.51,SmartEsimate
3.04,SmartEsimate
3.27,SmartEsimate
3.52,SmartEsimate
3.68,SmartEsimate
5.47,SmartEsimate
6.12,SmartEsimate
6.40,SmartEsimate
7.09,SmartEsimate
7.93,SmartEsimate
8.26,SmartEsimate
8.50,SmartEsimate
8.57,SmartEsimate
8.65,SmartEsimate
8.90,SmartEsimate
10.22,SmartEsimate
10.87,SmartEsimate
11.73,SmartEsimate
12.56,SmartEsimate
12.92,SmartEsimate
12.99,SmartEsimate
14.99,SmartEsimate
15.63,SmartEsimate
16.10,SmartEsimate
16.32,SmartEsimate
16.92,SmartEsimate
21.85,SmartEsimate
22.99,SmartEsimate
25.14,SmartEsimate
31.28,SmartEsimate
36.22,SmartEsimate
38.34,SmartEsimate
98.36,SmartEsimate
323.32,SmartEsimate
372.25,SmartEsimate
