Class,Return,Leverage
Equity,14.4 ,
Fixed Income,14.4 ,
Equity,14.3 ,
Equity,14.3 ,
Equity,14.3 ,
Equity,14.3 ,
Equity,14.3 ,
Equity,14.3 ,
Equity,14.3 ,
Equity,14.3 ,
Fixed Income,14.3 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Equity,14.2 ,
Fixed Income,14.2 ,
Commodities,14.1 ,
Equity,14.1 ,
Equity,14.1 ,
Equity,14.1 ,
Equity,14.1 ,
Equity,14.1 ,
Equity,14.1 ,
Fixed Income,14.1 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Equity,14.0 ,
Fixed Income,14.0 ,
Fixed Income,14.0 ,
Fixed Income,14.0 ,
Equity,13.9 ,
Equity,13.9 ,
Equity,13.9 ,
Equity,13.9 ,
Equity,13.9 ,
Equity,13.9 ,
Equity,13.9 ,
Equity,13.9 ,
Equity,13.8 ,
Equity,13.8 ,
Equity,13.8 ,
Equity,13.8 ,
Equity,13.8 ,
Equity,13.8 ,
Equity,13.8 ,
Equity,13.7 ,
Equity,13.7 ,
Equity,13.7 ,
Equity,13.7 ,
Equity,13.7 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Equity,13.6 ,
Fixed Income,13.6 ,
Fixed Income,13.6 ,
Equity,13.5 ,
Equity,13.5 ,
Equity,13.5 ,
Equity,13.5 ,
Equity,13.5 ,
Equity,13.5 ,
Equity,13.5 ,
Commodities,13.4 ,
Commodities,13.4 ,
Equity,13.4 ,
Equity,13.4 ,
Equity,13.4 ,
Equity,13.4 ,
Equity,13.4 ,
Equity,13.4 ,
Equity,13.4 ,
Fixed Income,13.4 ,
Fixed Income,13.4 ,
Fixed Income,13.4 ,
Equity,13.3 ,Long
Equity,13.3 ,
Fixed Income,13.3 ,
Equity,13.2 ,
Equity,13.2 ,
Equity,13.2 ,
Equity,13.2 ,
Equity,13.2 ,
Equity,13.2 ,
Fixed Income,13.2 ,
Equity,13.1 ,
Equity,13.1 ,
Equity,13.1 ,
Equity,13.1 ,
Equity,13.1 ,
Equity,13.1 ,
Equity,13.1 ,
Fixed Income,13.1 ,
Equity,13.0 ,
Equity,13.0 ,
Equity,13.0 ,
Equity,13.0 ,
Equity,13.0 ,
Equity,13.0 ,
Equity,13.0 ,
Equity,13.0 ,
Fixed Income,13.0 ,
Fixed Income,13.0 ,
Fixed Income,13.0 ,
Equity,12.9 ,
Equity,12.9 ,
Equity,12.9 ,
Equity,12.9 ,
Fixed Income,12.9 ,
Equity,12.8 ,Long
Equity,12.8 ,
Equity,12.8 ,
Equity,12.8 ,
Equity,12.8 ,
Equity,12.8 ,
Equity,12.8 ,
Equity,12.8 ,
Equity,12.7 ,
Equity,12.7 ,
Equity,12.7 ,
Equity,12.7 ,
Equity,12.7 ,
Equity,12.7 ,
Equity,12.7 ,
Equity,12.7 ,
Equity,12.7 ,
Fixed Income,12.7 ,
Fixed Income,12.7 ,
Equity,12.6 ,Long
Equity,12.6 ,
Equity,12.6 ,
Equity,12.6 ,
Equity,12.6 ,
Equity,12.6 ,
Equity,12.6 ,
Fixed Income,12.6 ,
Equity,12.5 ,
Equity,12.5 ,
Equity,12.5 ,
Equity,12.5 ,
Equity,12.5 ,
Equity,12.5 ,
Equity,12.5 ,
Fixed Income,12.5 ,
Fixed Income,12.5 ,
Fixed Income,12.5 ,
Fixed Income,12.5 ,
Fixed Income,12.5 ,
Equity,12.4 ,
Equity,12.4 ,
Equity,12.4 ,
Equity,12.4 ,
Equity,12.4 ,
Equity,12.4 ,
Equity,12.4 ,
Equity,12.4 ,
Equity,12.4 ,
Fixed Income,12.4 ,
Fixed Income,12.4 ,
Fixed Income,12.4 ,
Alternatives,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Equity,12.3 ,
Fixed Income,12.3 ,
Fixed Income,12.3 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Equity,12.2 ,
Fixed Income,12.2 ,
Fixed Income,12.2 ,
Fixed Income,12.2 ,
Fixed Income,12.2 ,
Commodities,12.1 ,Short
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Equity,12.1 ,
Fixed Income,12.1 ,
Fixed Income,12.1 ,
Fixed Income,12.1 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Equity,12.0 ,
Fixed Income,12.0 ,Long
Fixed Income,12.0 ,
Fixed Income,12.0 ,
Alternatives,11.9 ,
Alternatives,11.9 ,
Equity,11.9 ,
Equity,11.9 ,
Equity,11.9 ,
Equity,11.9 ,
Equity,11.9 ,
Equity,11.9 ,
Equity,11.9 ,
Equity,11.9 ,
Fixed Income,11.9 ,
Commodities,11.8 ,
Equity,11.8 ,Long
Equity,11.8 ,
Equity,11.8 ,
Equity,11.8 ,
Equity,11.8 ,
Equity,11.8 ,
Equity,11.8 ,
Equity,11.8 ,
Equity,11.8 ,
Fixed Income,11.8 ,
Fixed Income,11.8 ,
Fixed Income,11.8 ,
Commodities,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Equity,11.7 ,
Fixed Income,11.7 ,
Alternatives,11.6 ,
Equity,11.6 ,
Equity,11.6 ,
Equity,11.6 ,
Equity,11.6 ,
Equity,11.6 ,
Equity,11.6 ,
Equity,11.6 ,
Fixed Income,11.6 ,
Fixed Income,11.6 ,
Commodities,11.5 ,
Equity,11.5 ,Short
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Equity,11.5 ,
Fixed Income,11.5 ,Short
Fixed Income,11.5 ,
Commodities,11.4 ,
Equity,11.4 ,
Equity,11.4 ,
Equity,11.4 ,
Equity,11.4 ,
Equity,11.4 ,
Equity,11.4 ,
Equity,11.4 ,
Equity,11.4 ,
Fixed Income,11.4 ,
Fixed Income,11.4 ,
Fixed Income,11.4 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Equity,11.3 ,
Fixed Income,11.3 ,
Fixed Income,11.3 ,
Fixed Income,11.3 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Equity,11.2 ,
Fixed Income,11.2 ,
Fixed Income,11.2 ,
Commodities,11.1 ,
Equity,11.1 ,Long
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Equity,11.1 ,
Fixed Income,11.1 ,
Equity,11.0 ,Long
Equity,11.0 ,
Equity,11.0 ,
Equity,11.0 ,
Equity,11.0 ,
Equity,11.0 ,
Equity,11.0 ,
Equity,11.0 ,
Equity,11.0 ,
Equity,11.0 ,
Fixed Income,11.0 ,
Fixed Income,11.0 ,
Fixed Income,11.0 ,
Commodities,10.9 ,Long
Equity,10.9 ,Long
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Equity,10.9 ,
Fixed Income,10.9 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.8 ,
Equity,10.7 ,
Equity,10.7 ,
Equity,10.7 ,
Equity,10.7 ,
Equity,10.7 ,
Equity,10.7 ,
Equity,10.6 ,Long
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Equity,10.6 ,
Fixed Income,10.6 ,
Fixed Income,10.6 ,
Fixed Income,10.6 ,
Fixed Income,10.6 ,
Equity,10.5 ,Long
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.5 ,
Equity,10.4 ,
Equity,10.4 ,
Equity,10.4 ,
Equity,10.4 ,
Equity,10.4 ,
Equity,10.4 ,
Fixed Income,10.4 ,
Commodities,10.3 ,
Equity,10.3 ,Long
Equity,10.3 ,
Equity,10.3 ,
Equity,10.3 ,
Equity,10.3 ,
Equity,10.3 ,
Equity,10.3 ,
Equity,10.3 ,
Equity,10.3 ,
Fixed Income,10.3 ,
Fixed Income,10.3 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Equity,10.2 ,
Fixed Income,10.2 ,
Fixed Income,10.2 ,
Commodities,10.1 ,Long
Commodities,10.1 ,
Equity,10.1 ,
Equity,10.1 ,
Equity,10.1 ,
Equity,10.1 ,
Equity,10.1 ,
Equity,10.1 ,
Equity,10.1 ,
Fixed Income,10.1 ,
Fixed Income,10.1 ,
Commodities,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Equity,10.0 ,
Fixed Income,10.0 ,
Fixed Income,10.0 ,
Fixed Income,10.0 ,
Commodities,9.9 ,
Equity,9.9 ,Short
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Equity,9.9 ,
Fixed Income,9.9 ,
Fixed Income,9.9 ,
Fixed Income,9.9 ,
Fixed Income,9.9 ,
Fixed Income,9.9 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Equity,9.8 ,
Fixed Income,9.8 ,
Equity,9.7 ,Long
Equity,9.7 ,
Equity,9.7 ,
Equity,9.7 ,
Equity,9.7 ,
Equity,9.7 ,
Equity,9.7 ,
Equity,9.7 ,
Equity,9.7 ,
Equity,9.7 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Equity,9.6 ,
Fixed Income,9.6 ,
Fixed Income,9.6 ,
Fixed Income,9.6 ,
Fixed Income,9.6 ,
Equity,9.5 ,
Equity,9.5 ,
Equity,9.5 ,
Fixed Income,9.5 ,
Fixed Income,9.5 ,
Commodities,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Equity,9.4 ,
Commodities,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Equity,9.3 ,
Fixed Income,9.3 ,
Fixed Income,9.3 ,
Alternatives,9.2 ,
Equity,9.2 ,Short
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Equity,9.2 ,
Fixed Income,9.2 ,
Fixed Income,9.2 ,
Fixed Income,9.2 ,
Equity,9.1 ,
Equity,9.1 ,
Equity,9.1 ,
Equity,9.1 ,
Equity,9.1 ,
Equity,9.1 ,
Equity,9.1 ,
Equity,9.1 ,
Equity,9.0 ,
Equity,9.0 ,
Equity,9.0 ,
Equity,9.0 ,
Equity,9.0 ,
Equity,9.0 ,
Equity,9.0 ,
Equity,9.0 ,
Equity,9.0 ,
Fixed Income,9.0 ,
Commodities,8.9 ,
Equity,8.9 ,
Equity,8.9 ,
Equity,8.9 ,
Equity,8.9 ,
Equity,8.9 ,
Equity,8.9 ,
Equity,8.9 ,
Equity,8.9 ,
Equity,8.8 ,
Equity,8.8 ,
Equity,8.8 ,
Equity,8.8 ,
Equity,8.8 ,
Equity,8.8 ,
Equity,8.8 ,
Equity,8.8 ,
Fixed Income,8.8 ,
Fixed Income,8.8 ,
Fixed Income,8.8 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Equity,8.7 ,
Fixed Income,8.7 ,
Fixed Income,8.7 ,
Fixed Income,8.7 ,
Fixed Income,8.7 ,
Fixed Income,8.7 ,
Fixed Income,8.7 ,
Commodities,8.6 ,
Equity,8.6 ,Long
Equity,8.6 ,Long
Equity,8.6 ,Long
Equity,8.6 ,
Equity,8.6 ,
Equity,8.6 ,
Equity,8.6 ,
Equity,8.6 ,
Equity,8.6 ,
Equity,8.6 ,
Equity,8.6 ,
Equity,8.6 ,
Fixed Income,8.6 ,
Commodities,8.5 ,Long
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Equity,8.5 ,
Fixed Income,8.5 ,
Fixed Income,8.5 ,
Commodities,8.4 ,
Equity,8.4 ,
Equity,8.4 ,
Equity,8.4 ,
Equity,8.4 ,
Equity,8.4 ,
Equity,8.4 ,
Equity,8.4 ,
Equity,8.4 ,
Fixed Income,8.4 ,
Fixed Income,8.4 ,
Fixed Income,8.4 ,
Fixed Income,8.4 ,
Equity,8.3 ,
Equity,8.3 ,
Equity,8.3 ,
Equity,8.3 ,
Equity,8.3 ,
Fixed Income,8.3 ,
Fixed Income,8.3 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Equity,8.2 ,
Fixed Income,8.2 ,
Fixed Income,8.2 ,
Fixed Income,8.2 ,
Fixed Income,8.2 ,
Fixed Income,8.2 ,
Fixed Income,8.2 ,
Fixed Income,8.2 ,
Equity,8.1 ,
Equity,8.1 ,
Equity,8.1 ,
Equity,8.1 ,
Equity,8.1 ,
Equity,8.1 ,
Equity,8.1 ,
Equity,8.1 ,
Equity,8.1 ,
Fixed Income,8.1 ,Long
Fixed Income,8.1 ,
Fixed Income,8.1 ,
Fixed Income,8.1 ,
Fixed Income,8.1 ,
Fixed Income,8.1 ,
Fixed Income,8.1 ,
Commodities,8.0 ,
Equity,8.0 ,
Equity,8.0 ,
Equity,8.0 ,
Equity,8.0 ,
Equity,8.0 ,
Equity,8.0 ,
Equity,8.0 ,
Fixed Income,8.0 ,
Fixed Income,8.0 ,
Fixed Income,8.0 ,
Fixed Income,8.0 ,
Fixed Income,8.0 ,
Fixed Income,8.0 ,
Fixed Income,8.0 ,
Alternatives,7.9 ,
Commodities,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Equity,7.9 ,
Fixed Income,7.9 ,
Fixed Income,7.9 ,
Equity,7.8 ,
Equity,7.8 ,
Equity,7.8 ,
Equity,7.8 ,
Equity,7.8 ,
Equity,7.8 ,
Equity,7.8 ,
Equity,7.8 ,
Equity,7.8 ,
Fixed Income,7.8 ,
Fixed Income,7.8 ,
Fixed Income,7.8 ,
Fixed Income,7.8 ,
Equity,7.7 ,
Equity,7.7 ,
Equity,7.7 ,
Equity,7.7 ,
Equity,7.7 ,
Equity,7.7 ,
Equity,7.7 ,
Equity,7.7 ,
Fixed Income,7.7 ,
Fixed Income,7.7 ,
Equity,7.6 ,Long
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Equity,7.6 ,
Fixed Income,7.6 ,
Fixed Income,7.6 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Equity,7.5 ,
Fixed Income,7.5 ,
Fixed Income,7.5 ,
Fixed Income,7.5 ,
Fixed Income,7.5 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Equity,7.4 ,
Fixed Income,7.4 ,Long
Fixed Income,7.4 ,
Fixed Income,7.4 ,
Equity,7.3 ,Long
Equity,7.3 ,
Equity,7.3 ,
Equity,7.3 ,
Equity,7.3 ,
Equity,7.3 ,
Equity,7.3 ,
Equity,7.3 ,
Equity,7.3 ,
Fixed Income,7.3 ,
Fixed Income,7.3 ,
Fixed Income,7.3 ,
Fixed Income,7.3 ,
Commodities,7.2 ,
Equity,7.2 ,
Equity,7.2 ,
Equity,7.2 ,
Equity,7.2 ,
Fixed Income,7.2 ,
Fixed Income,7.2 ,
Fixed Income,7.2 ,
Commodities,7.1 ,
Equity,7.1 ,
Equity,7.1 ,
Equity,7.1 ,
Equity,7.1 ,
Equity,7.1 ,
Equity,7.1 ,
Equity,7.1 ,
Equity,7.1 ,
Fixed Income,7.1 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Equity,7.0 ,
Fixed Income,7.0 ,
Fixed Income,7.0 ,
Commodities,6.9 ,
Commodities,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Equity,6.9 ,
Fixed Income,6.9 ,
Alternatives,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Equity,6.8 ,
Fixed Income,6.8 ,
Fixed Income,6.8 ,
Fixed Income,6.8 ,
Commodities,6.7 ,
Commodities,6.7 ,
Equity,6.7 ,Long
Equity,6.7 ,
Equity,6.7 ,
Equity,6.7 ,
Equity,6.7 ,
Equity,6.7 ,
Equity,6.7 ,
Equity,6.7 ,
Equity,6.7 ,
Equity,6.7 ,
Fixed Income,6.7 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Equity,6.6 ,
Fixed Income,6.6 ,
Fixed Income,6.6 ,
Fixed Income,6.6 ,
Fixed Income,6.6 ,
Equity,6.5 ,
Equity,6.5 ,
Equity,6.5 ,
Equity,6.5 ,
Equity,6.5 ,
Equity,6.5 ,
Equity,6.5 ,
Equity,6.5 ,
Fixed Income,6.5 ,
Fixed Income,6.5 ,
Fixed Income,6.5 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Equity,6.4 ,
Fixed Income,6.4 ,
Fixed Income,6.4 ,
Fixed Income,6.4 ,
Fixed Income,6.4 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Equity,6.3 ,
Fixed Income,6.3 ,
Fixed Income,6.3 ,
Fixed Income,6.3 ,
Commodities,6.2 ,
Equity,6.2 ,
Equity,6.2 ,
Equity,6.2 ,
Equity,6.2 ,
Equity,6.2 ,
Equity,6.2 ,
Fixed Income,6.2 ,
Fixed Income,6.2 ,
Fixed Income,6.2 ,
Commodities,6.1 ,
Equity,6.1 ,
Equity,6.1 ,
Equity,6.1 ,
Equity,6.1 ,
Equity,6.1 ,
Equity,6.1 ,
Equity,6.1 ,
Equity,6.1 ,
Fixed Income,6.1 ,
Commodities,6.0 ,
Equity,6.0 ,
Equity,6.0 ,
Equity,6.0 ,
Equity,6.0 ,
Equity,6.0 ,
Equity,6.0 ,
Fixed Income,6.0 ,
Equity,5.9 ,
Equity,5.9 ,
Equity,5.9 ,
Equity,5.9 ,
Equity,5.9 ,
Equity,5.9 ,
Equity,5.9 ,
Equity,5.9 ,
Equity,5.9 ,
Fixed Income,5.9 ,
Commodities,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Equity,5.8 ,
Fixed Income,5.8 ,
Fixed Income,5.8 ,
Fixed Income,5.8 ,
Fixed Income,5.8 ,
Commodities,5.7 ,
Commodities,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Equity,5.7 ,
Fixed Income,5.7 ,
Fixed Income,5.7 ,
Alternatives,5.6 ,
Alternatives,5.6 ,
Alternatives,5.6 ,
Commodities,5.6 ,
Equity,5.6 ,Long
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Equity,5.6 ,
Fixed Income,5.6 ,Long
Fixed Income,5.6 ,
Equity,5.5 ,
Equity,5.5 ,
Equity,5.5 ,
Equity,5.5 ,
Equity,5.5 ,
Fixed Income,5.5 ,
Fixed Income,5.5 ,
Fixed Income,5.5 ,
Equity,5.4 ,
Equity,5.4 ,
Equity,5.4 ,
Equity,5.4 ,
Equity,5.4 ,
Equity,5.4 ,
Equity,5.4 ,
Equity,5.4 ,
Fixed Income,5.4 ,Short
Fixed Income,5.4 ,
Fixed Income,5.4 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.3 ,
Equity,5.2 ,
Equity,5.2 ,
Fixed Income,5.2 ,
Fixed Income,5.2 ,
Equity,5.1 ,Long
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Equity,5.1 ,
Fixed Income,5.1 ,Short
Fixed Income,5.1 ,
Alternatives,5.0 ,
Equity,5.0 ,
Equity,5.0 ,
Equity,5.0 ,
Equity,5.0 ,
Equity,5.0 ,
Equity,5.0 ,
Equity,5.0 ,
Equity,5.0 ,
Fixed Income,5.0 ,
Fixed Income,5.0 ,
Fixed Income,5.0 ,
Fixed Income,5.0 ,
Fixed Income,5.0 ,
Fixed Income,5.0 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Equity,4.9 ,
Fixed Income,4.9 ,
Fixed Income,4.9 ,
Commodities,4.8 ,
Equity,4.8 ,
Equity,4.8 ,
Equity,4.8 ,
Equity,4.8 ,
Fixed Income,4.8 ,
Fixed Income,4.8 ,
Fixed Income,4.8 ,
Fixed Income,4.8 ,
Fixed Income,4.8 ,
Fixed Income,4.8 ,
Equity,4.7 ,
Equity,4.7 ,
Equity,4.7 ,
