Class,Return,Leverage
Commodities,50.8 ,
Equity,50.8 ,
Equity,50.8 ,
Equity,50.7 ,
Equity,50.7 ,
Equity,50.6 ,Short
Equity,50.6 ,
Equity,50.6 ,
Equity,50.6 ,
Equity,50.6 ,
Equity,50.6 ,
Equity,50.5 ,
Equity,50.5 ,
Equity,50.5 ,
Equity,50.5 ,
Equity,50.4 ,
Equity,50.4 ,
Equity,50.3 ,Short
Equity,50.3 ,
Equity,50.3 ,
Equity,50.2 ,
Equity,50.2 ,
Equity,50.0 ,
Fixed Income,49.9 ,Long
Equity,49.8 ,
Equity,49.7 ,
Equity,49.6 ,
Equity,49.6 ,
Equity,49.6 ,
Equity,49.6 ,
Equity,49.5 ,
Equity,49.5 ,
Equity,49.4 ,
Equity,49.4 ,
Equity,49.4 ,
Equity,49.1 ,
Equity,49.1 ,
Equity,49.1 ,
Equity,49.1 ,
Equity,49.1 ,
Equity,49.0 ,Short
Equity,49.0 ,
Equity,49.0 ,
Equity,48.8 ,
Equity,48.7 ,
Equity,48.7 ,
Equity,48.6 ,
Equity,48.6 ,
Equity,48.6 ,
Commodities,48.5 ,
Equity,48.5 ,
Equity,48.5 ,
Equity,48.4 ,
Equity,48.3 ,
Equity,48.3 ,
Equity,48.2 ,
Commodities,48.1 ,
Equity,48.1 ,
Equity,48.1 ,
Equity,48.1 ,
Equity,48.1 ,
Equity,48.1 ,
Equity,48.1 ,
Equity,48.0 ,
Equity,48.0 ,
Equity,47.9 ,
Equity,47.9 ,
Equity,47.9 ,
Equity,47.8 ,
Equity,47.7 ,
Equity,47.6 ,
Equity,47.6 ,
Equity,47.5 ,
Equity,47.5 ,
Equity,47.4 ,
Equity,47.3 ,
Equity,47.2 ,
Equity,47.2 ,
Equity,47.2 ,
Equity,47.2 ,
Equity,47.1 ,
Equity,47.0 ,
Equity,47.0 ,
Commodities,46.9 ,
Equity,46.9 ,
Equity,46.9 ,
Equity,46.8 ,Short
Equity,46.8 ,
Equity,46.7 ,
Equity,46.7 ,
Equity,46.6 ,
Equity,46.6 ,
Equity,46.5 ,
Equity,46.5 ,
Equity,46.5 ,
Equity,46.5 ,
Equity,46.5 ,
Equity,46.5 ,
Commodities,46.4 ,
Equity,46.4 ,
Equity,46.4 ,
Equity,46.4 ,
Equity,46.3 ,
Equity,46.3 ,
Equity,46.3 ,
Equity,46.3 ,
Equity,46.3 ,
Equity,46.2 ,
Equity,46.2 ,
Equity,46.2 ,
Equity,46.1 ,
Equity,46.0 ,
Equity,46.0 ,
Equity,46.0 ,
Equity,46.0 ,
Equity,46.0 ,
Equity,45.8 ,
Equity,45.7 ,
Equity,45.7 ,
Equity,45.6 ,Long
Equity,45.6 ,
Equity,45.6 ,
Equity,45.6 ,
Equity,45.6 ,
Commodities,45.5 ,
Equity,45.5 ,
Equity,45.5 ,
Equity,45.4 ,
Equity,45.4 ,
Equity,45.4 ,
Equity,45.4 ,
Equity,45.3 ,Short
Equity,45.3 ,
Equity,45.2 ,
Equity,45.2 ,
Equity,45.1 ,
Equity,45.1 ,
Equity,45.1 ,
Equity,45.0 ,
Equity,45.0 ,
Equity,45.0 ,
Equity,44.9 ,Short
Equity,44.9 ,
Equity,44.9 ,
Equity,44.9 ,
Equity,44.9 ,
Equity,44.8 ,
Equity,44.8 ,
Equity,44.8 ,
Commodities,44.5 ,
Equity,44.5 ,
Equity,44.5 ,
Equity,44.5 ,
Equity,44.4 ,Short
Equity,44.4 ,
Equity,44.4 ,
Equity,44.4 ,
Equity,44.4 ,
Equity,44.4 ,
Commodities,44.2 ,
Equity,44.2 ,
Equity,44.2 ,
Equity,44.1 ,
Equity,44.1 ,
Equity,44.1 ,
Commodities,44.0 ,
Equity,44.0 ,
Equity,44.0 ,
Equity,44.0 ,
Equity,44.0 ,
Equity,43.9 ,
Equity,43.9 ,
Equity,43.9 ,
Equity,43.9 ,
Equity,43.9 ,
Equity,43.8 ,Long
Equity,43.8 ,
Equity,43.8 ,
Equity,43.7 ,
Equity,43.7 ,
Equity,43.7 ,
Equity,43.6 ,
Equity,43.6 ,
Equity,43.6 ,
Equity,43.6 ,
Alternatives,43.5 ,Long
Equity,43.5 ,
Equity,43.5 ,
Equity,43.4 ,
Equity,43.3 ,Short
Equity,43.3 ,
Equity,43.3 ,
Equity,43.3 ,
Equity,43.3 ,
Equity,43.2 ,
Equity,43.2 ,
Equity,43.2 ,
Equity,43.2 ,
Equity,43.2 ,
Equity,43.2 ,
Equity,43.1 ,
Equity,43.1 ,
Equity,43.1 ,
Equity,43.1 ,
Equity,43.0 ,
Equity,43.0 ,
Equity,43.0 ,
Equity,43.0 ,
Equity,43.0 ,
Equity,42.9 ,
Equity,42.8 ,
Equity,42.7 ,
Equity,42.7 ,
Equity,42.7 ,
Equity,42.7 ,
Equity,42.6 ,
Equity,42.5 ,
Equity,42.5 ,
Equity,42.5 ,
Equity,42.4 ,
Equity,42.4 ,
Equity,42.4 ,
Commodities,42.3 ,
Equity,42.3 ,Long
Equity,42.3 ,
Equity,42.3 ,
Equity,42.3 ,
Equity,42.1 ,
Equity,42.0 ,
Equity,42.0 ,
Equity,42.0 ,
Equity,42.0 ,
Equity,42.0 ,
Commodities,41.8 ,
Equity,41.8 ,
Equity,41.8 ,
Equity,41.8 ,
Equity,41.7 ,Long
Equity,41.7 ,Long
Equity,41.7 ,
Equity,41.7 ,
Equity,41.7 ,
Equity,41.7 ,
Equity,41.5 ,
Equity,41.5 ,
Equity,41.4 ,
Equity,41.4 ,
Equity,41.3 ,
Equity,41.3 ,
Equity,41.2 ,
Equity,41.2 ,
Equity,41.1 ,
Equity,41.1 ,
Equity,41.1 ,
Equity,41.1 ,
Equity,41.1 ,
Equity,41.1 ,
Equity,41.0 ,
Equity,41.0 ,
Equity,41.0 ,
Equity,41.0 ,
Equity,40.9 ,Long
Equity,40.9 ,
Equity,40.8 ,
Equity,40.7 ,
Equity,40.7 ,
Equity,40.6 ,Long
Equity,40.6 ,
Equity,40.6 ,
Equity,40.5 ,
Equity,40.5 ,
Equity,40.4 ,
Equity,40.4 ,
Equity,40.3 ,
Equity,40.3 ,
Equity,40.3 ,
Alternatives,40.2 ,
Equity,40.2 ,
Equity,40.0 ,
Equity,40.0 ,
Equity,40.0 ,
Equity,40.0 ,
Equity,39.9 ,
Equity,39.9 ,
Equity,39.8 ,
Equity,39.8 ,
Commodities,39.7 ,
Equity,39.7 ,
Commodities,39.6 ,
Commodities,39.6 ,
Equity,39.6 ,
Equity,39.6 ,
Commodities,39.5 ,
Equity,39.5 ,
Equity,39.5 ,
Equity,39.5 ,
Equity,39.5 ,
Equity,39.5 ,
Commodities,39.4 ,
Equity,39.4 ,
Equity,39.3 ,Long
Equity,39.3 ,
Equity,39.2 ,
Equity,39.2 ,
Equity,39.2 ,
Equity,39.2 ,
Equity,39.1 ,
Equity,39.1 ,
Equity,39.1 ,
Equity,39.1 ,
Equity,39.1 ,
Equity,39.0 ,
Equity,39.0 ,
Equity,38.9 ,
Equity,38.8 ,Long
Equity,38.8 ,
Equity,38.8 ,
Equity,38.8 ,
Equity,38.8 ,
Equity,38.8 ,
Alternatives,38.6 ,Long
Equity,38.6 ,
Fixed Income,38.6 ,Long
Equity,38.5 ,
Equity,38.5 ,
Equity,38.5 ,
Equity,38.5 ,
Equity,38.4 ,
Equity,38.4 ,
Equity,38.3 ,Long
Equity,38.3 ,
Equity,38.3 ,
Commodities,38.2 ,
Equity,38.2 ,
Equity,38.1 ,
Equity,38.1 ,
Equity,38.1 ,
Equity,38.1 ,
Equity,38.1 ,
Equity,38.0 ,
Fixed Income,38.0 ,
Equity,37.9 ,
Equity,37.9 ,
Equity,37.8 ,
Equity,37.8 ,
Equity,37.7 ,
Equity,37.7 ,
Equity,37.6 ,
Equity,37.5 ,
Equity,37.5 ,
Equity,37.5 ,
Equity,37.5 ,
Equity,37.5 ,
Equity,37.4 ,
Equity,37.4 ,
Equity,37.3 ,Long
Equity,37.3 ,
Equity,37.2 ,Long
Equity,37.2 ,
Equity,37.2 ,
Equity,37.1 ,
Equity,37.1 ,
Equity,37.0 ,
Equity,37.0 ,
Fixed Income,37.0 ,
Equity,36.9 ,
Equity,36.9 ,
Equity,36.9 ,
Equity,36.8 ,
Equity,36.8 ,
Equity,36.7 ,
Equity,36.6 ,Short
Equity,36.6 ,
Equity,36.6 ,
Equity,36.6 ,
Equity,36.5 ,
Equity,36.5 ,
Equity,36.5 ,
Equity,36.5 ,
Equity,36.4 ,Long
Equity,36.4 ,Long
Equity,36.4 ,
Equity,36.4 ,
Equity,36.3 ,
Equity,36.3 ,
Equity,36.2 ,
Equity,36.2 ,
Equity,36.2 ,
Equity,36.1 ,
Equity,36.1 ,
Equity,36.0 ,
Equity,36.0 ,
Equity,35.8 ,
Equity,35.8 ,
Commodities,35.7 ,
Equity,35.7 ,Short
Equity,35.7 ,
Equity,35.7 ,
Equity,35.6 ,
Equity,35.6 ,
Equity,35.6 ,
Equity,35.6 ,
Equity,35.5 ,
Equity,35.5 ,
Alternatives,35.4 ,
Equity,35.3 ,
Equity,35.2 ,Long
Equity,35.2 ,
Equity,35.2 ,
Equity,35.2 ,
Fixed Income,35.2 ,Short
Fixed Income,35.2 ,
Equity,35.0 ,
Equity,35.0 ,
Equity,35.0 ,
Equity,35.0 ,
Equity,34.9 ,
Equity,34.8 ,
Equity,34.8 ,
Fixed Income,34.8 ,
Equity,34.6 ,
Equity,34.6 ,
Equity,34.6 ,
Equity,34.6 ,
Equity,34.5 ,Short
Equity,34.5 ,
Equity,34.5 ,
Equity,34.3 ,Long
Equity,34.3 ,
Equity,34.2 ,
Equity,34.2 ,
Equity,34.1 ,
Equity,34.1 ,
Equity,34.1 ,
Equity,34.0 ,
Equity,34.0 ,
Equity,34.0 ,
Fixed Income,33.9 ,
Alternatives,33.8 ,Short
Commodities,33.8 ,
Equity,33.8 ,Long
Equity,33.8 ,Long
Equity,33.8 ,
Equity,33.8 ,
Fixed Income,33.8 ,
Equity,33.7 ,Long
Equity,33.7 ,
Equity,33.7 ,
Equity,33.6 ,Long
Equity,33.6 ,
Equity,33.5 ,
Equity,33.5 ,
Equity,33.4 ,Short
Equity,33.4 ,Short
Equity,33.4 ,
Equity,33.3 ,Short
Equity,33.3 ,
Commodities,33.2 ,Short
Equity,33.2 ,
Equity,33.2 ,
Equity,33.2 ,
Equity,33.1 ,
Equity,33.0 ,Long
Equity,33.0 ,
Equity,33.0 ,
Equity,33.0 ,
Fixed Income,33.0 ,Long
Equity,32.9 ,
Equity,32.9 ,
Fixed Income,32.9 ,
Equity,32.8 ,
Equity,32.8 ,
Equity,32.8 ,
Equity,32.7 ,
Equity,32.7 ,
Equity,32.7 ,
Equity,32.6 ,
Equity,32.6 ,
Equity,32.6 ,
Equity,32.6 ,
Equity,32.5 ,
Equity,32.5 ,
Equity,32.5 ,
Equity,32.4 ,
Equity,32.4 ,
Equity,32.4 ,
Equity,32.3 ,
Equity,32.2 ,Long
Equity,32.2 ,
Equity,32.2 ,
Equity,32.2 ,
Equity,32.1 ,
Equity,32.1 ,
Equity,32.0 ,Short
Equity,32.0 ,
Equity,32.0 ,
Equity,31.9 ,
Equity,31.9 ,
Equity,31.9 ,
Equity,31.8 ,
Equity,31.8 ,
Equity,31.8 ,
Equity,31.8 ,
Equity,31.8 ,
Equity,31.8 ,
Equity,31.7 ,
Equity,31.7 ,
Equity,31.7 ,
Equity,31.7 ,
Equity,31.6 ,
Equity,31.6 ,
Equity,31.6 ,
Equity,31.6 ,
Equity,31.5 ,
Equity,31.4 ,
Equity,31.4 ,
Equity,31.3 ,
Equity,31.2 ,
Equity,31.2 ,
Equity,31.2 ,
Equity,31.1 ,
Equity,31.1 ,
Equity,31.0 ,
Equity,31.0 ,
Equity,30.9 ,
Equity,30.8 ,
Equity,30.8 ,
Equity,30.8 ,
Equity,30.7 ,
Equity,30.7 ,
Equity,30.7 ,
Equity,30.6 ,
Equity,30.5 ,
Equity,30.5 ,
Equity,30.5 ,
Equity,30.4 ,
Equity,30.3 ,
Equity,30.3 ,
Equity,30.3 ,
Equity,30.3 ,
Fixed Income,30.3 ,
Fixed Income,30.3 ,
Fixed Income,30.3 ,
Equity,30.2 ,Short
Equity,30.2 ,
Equity,30.1 ,Short
Equity,30.1 ,
Equity,30.0 ,
Equity,30.0 ,
Equity,29.9 ,
Equity,29.8 ,
Equity,29.8 ,
Equity,29.8 ,
Equity,29.7 ,
Equity,29.6 ,
Equity,29.6 ,
Equity,29.6 ,
Equity,29.6 ,
Equity,29.5 ,
Equity,29.5 ,
Equity,29.4 ,Long
Equity,29.4 ,
Equity,29.4 ,
Equity,29.4 ,
Equity,29.3 ,
Equity,29.3 ,
Equity,29.2 ,
Equity,29.2 ,
Equity,29.2 ,
Equity,29.2 ,
Commodities,29.1 ,Long
Equity,29.0 ,Short
Equity,29.0 ,
Equity,29.0 ,
Equity,29.0 ,
Equity,29.0 ,
Equity,28.9 ,
Equity,28.9 ,
Equity,28.8 ,
Equity,28.7 ,
Equity,28.6 ,
Equity,28.6 ,
Equity,28.6 ,
Equity,28.6 ,
Equity,28.6 ,
Equity,28.4 ,Short
Equity,28.4 ,
Equity,28.3 ,
Equity,28.2 ,
Equity,28.2 ,
Equity,28.2 ,
Equity,28.2 ,
Equity,28.2 ,
Equity,28.2 ,
Equity,28.2 ,
Equity,28.1 ,
Equity,28.1 ,
Equity,28.1 ,
Equity,28.1 ,
Alternatives,28.0 ,
Equity,28.0 ,
Equity,28.0 ,
Equity,27.9 ,
Equity,27.9 ,
Equity,27.8 ,
Equity,27.8 ,
Fixed Income,27.8 ,
Equity,27.7 ,Short
Equity,27.7 ,
Equity,27.7 ,
Fixed Income,27.7 ,
Equity,27.6 ,
Equity,27.5 ,
Equity,27.5 ,
Equity,27.5 ,
Equity,27.4 ,
Equity,27.4 ,
Equity,27.4 ,
Equity,27.4 ,
Equity,27.3 ,
Equity,27.3 ,
Equity,27.3 ,
Equity,27.2 ,
Equity,27.2 ,
Equity,27.2 ,
Equity,27.1 ,Long
Equity,27.1 ,
Equity,27.1 ,
Equity,27.0 ,
Equity,27.0 ,
Equity,27.0 ,
Equity,27.0 ,
Commodities,26.9 ,
Equity,26.9 ,
Commodities,26.7 ,
Equity,26.7 ,
Equity,26.7 ,
Equity,26.6 ,
Equity,26.6 ,
Equity,26.6 ,
Equity,26.5 ,
Equity,26.5 ,
Fixed Income,26.5 ,
Equity,26.4 ,
Equity,26.4 ,
Fixed Income,26.4 ,
Equity,26.3 ,
Equity,26.3 ,
Equity,26.3 ,
Equity,26.2 ,Long
Equity,26.2 ,
Equity,26.2 ,
Equity,26.2 ,
Fixed Income,26.2 ,
Alternatives,26.1 ,Short
Commodities,26.1 ,
Equity,26.1 ,
Equity,26.1 ,
Equity,26.1 ,
Equity,26.1 ,
Fixed Income,26.1 ,
Equity,26.0 ,
Equity,26.0 ,
Equity,26.0 ,
Equity,26.0 ,
Equity,25.9 ,
Equity,25.9 ,
Equity,25.9 ,
Equity,25.8 ,
Equity,25.8 ,
Equity,25.8 ,
Equity,25.8 ,
Equity,25.7 ,
Equity,25.7 ,
Equity,25.7 ,
Equity,25.6 ,
Equity,25.6 ,
Equity,25.6 ,
Equity,25.5 ,
Equity,25.4 ,
Equity,25.3 ,
Equity,25.3 ,
Equity,25.2 ,
Equity,25.2 ,
Equity,25.2 ,
Equity,25.1 ,
Equity,25.1 ,
Equity,25.1 ,
Equity,25.1 ,
Alternatives,25.0 ,
Equity,25.0 ,
Equity,25.0 ,
Equity,25.0 ,
Equity,25.0 ,
Equity,25.0 ,
Equity,24.9 ,
Equity,24.8 ,
Alternatives,24.7 ,
Commodities,24.7 ,
Equity,24.7 ,
Equity,24.7 ,
Equity,24.6 ,Long
Equity,24.5 ,
Equity,24.5 ,
Equity,24.4 ,
Equity,24.4 ,
Equity,24.3 ,
Equity,24.2 ,
Equity,24.2 ,
Equity,24.1 ,
Equity,24.1 ,
Equity,24.1 ,
Equity,24.0 ,
Equity,24.0 ,
Equity,24.0 ,
Equity,24.0 ,
Equity,24.0 ,
Equity,23.9 ,
Equity,23.9 ,
Fixed Income,23.9 ,
Equity,23.8 ,
Equity,23.8 ,
Equity,23.8 ,
Equity,23.7 ,
Equity,23.7 ,
Fixed Income,23.7 ,
Alternatives,23.6 ,
Commodities,23.6 ,Long
Equity,23.6 ,
Equity,23.6 ,
Equity,23.5 ,Long
Equity,23.5 ,
Equity,23.5 ,
Fixed Income,23.5 ,
Equity,23.4 ,
Equity,23.4 ,
Equity,23.4 ,
Commodities,23.3 ,Long
Equity,23.3 ,Long
Fixed Income,23.3 ,
Alternatives,23.2 ,
Equity,23.2 ,
Equity,23.2 ,
Equity,23.2 ,
Equity,23.2 ,
Equity,23.1 ,
Equity,23.0 ,
Equity,23.0 ,
Alternatives,22.9 ,
Equity,22.9 ,
Equity,22.9 ,
Equity,22.9 ,
Equity,22.9 ,
Equity,22.9 ,
Fixed Income,22.9 ,
Equity,22.8 ,
Equity,22.8 ,
Equity,22.8 ,
Fixed Income,22.8 ,
Equity,22.7 ,
Equity,22.7 ,
Equity,22.7 ,
Equity,22.6 ,
Equity,22.6 ,
Equity,22.6 ,
Equity,22.5 ,
Equity,22.5 ,
Equity,22.5 ,
Equity,22.5 ,
Equity,22.5 ,
Fixed Income,22.5 ,
Equity,22.4 ,
Equity,22.4 ,
Equity,22.4 ,
Equity,22.4 ,
Equity,22.4 ,
Equity,22.4 ,
Equity,22.3 ,
Equity,22.2 ,
Equity,22.2 ,
Equity,22.2 ,
Equity,22.2 ,
Equity,22.2 ,
Equity,22.1 ,
Equity,22.1 ,
Equity,22.1 ,
Equity,22.1 ,
Equity,22.1 ,
Equity,22.0 ,Long
Fixed Income,22.0 ,
Equity,21.9 ,
Equity,21.9 ,
Equity,21.9 ,
Fixed Income,21.9 ,
Equity,21.8 ,Long
Equity,21.8 ,
Equity,21.7 ,
Equity,21.7 ,
Equity,21.6 ,
Equity,21.6 ,
Equity,21.6 ,
Equity,21.5 ,
Equity,21.5 ,
Equity,21.5 ,
Equity,21.5 ,
Equity,21.5 ,
Fixed Income,21.5 ,
Fixed Income,21.5 ,
Equity,21.4 ,Long
Equity,21.4 ,
Equity,21.4 ,
Equity,21.4 ,
Equity,21.4 ,
Fixed Income,21.4 ,
Equity,21.3 ,
Equity,21.3 ,
Equity,21.3 ,
Equity,21.2 ,
Equity,21.2 ,
Equity,21.2 ,
Equity,21.2 ,
Equity,21.1 ,
Equity,21.1 ,
Equity,21.1 ,
Equity,21.1 ,
Equity,21.1 ,
Equity,21.0 ,Long
Equity,21.0 ,
Equity,21.0 ,
Equity,21.0 ,
Fixed Income,21.0 ,
Equity,20.9 ,
Equity,20.9 ,
Fixed Income,20.9 ,
Equity,20.8 ,Long
Equity,20.8 ,
Equity,20.8 ,
Equity,20.8 ,
Equity,20.8 ,
Equity,20.8 ,
Equity,20.8 ,
Equity,20.8 ,
Equity,20.8 ,
Equity,20.8 ,
Alternatives,20.7 ,
Equity,20.7 ,
Equity,20.6 ,
Equity,20.6 ,
Equity,20.6 ,
Equity,20.6 ,
Fixed Income,20.6 ,
Equity,20.5 ,
Equity,20.5 ,
Equity,20.5 ,
Equity,20.5 ,
Fixed Income,20.5 ,
Equity,20.4 ,Long
Equity,20.4 ,
Equity,20.4 ,
Equity,20.4 ,
Equity,20.4 ,
Equity,20.4 ,
Equity,20.3 ,
Equity,20.3 ,
Equity,20.3 ,
Equity,20.2 ,
Equity,20.2 ,
Equity,20.2 ,
Equity,20.2 ,
Equity,20.2 ,
Equity,20.2 ,
Equity,20.1 ,
Fixed Income,20.1 ,
Fixed Income,20.1 ,
Equity,20.0 ,
Equity,20.0 ,
Equity,20.0 ,
Equity,20.0 ,
Equity,20.0 ,
Equity,19.9 ,Long
Equity,19.9 ,
Equity,19.9 ,
Alternatives,19.8 ,
Equity,19.8 ,Long
Equity,19.8 ,
Equity,19.8 ,
Equity,19.8 ,
Equity,19.8 ,
Fixed Income,19.8 ,
Fixed Income,19.8 ,
Equity,19.7 ,Long
Equity,19.7 ,
Equity,19.7 ,
Equity,19.7 ,
Equity,19.7 ,
Equity,19.6 ,
Equity,19.6 ,
Fixed Income,19.6 ,
Equity,19.5 ,
Equity,19.5 ,
Equity,19.5 ,
Equity,19.4 ,Long
Equity,19.4 ,
Equity,19.4 ,
Equity,19.4 ,
Equity,19.4 ,
Fixed Income,19.4 ,
Equity,19.3 ,
Equity,19.3 ,
Equity,19.2 ,
Alternatives,19.1 ,
Equity,19.1 ,Long
Equity,19.1 ,
Equity,19.1 ,
Equity,19.1 ,
Equity,19.0 ,
Equity,19.0 ,
Equity,18.9 ,
Equity,18.9 ,
Fixed Income,18.9 ,
Equity,18.8 ,
Fixed Income,18.8 ,
Equity,18.7 ,Long
Equity,18.7 ,
Equity,18.7 ,
Equity,18.7 ,
Fixed Income,18.7 ,
Alternatives,18.6 ,
Equity,18.6 ,
Equity,18.6 ,
Fixed Income,18.6 ,
Equity,18.5 ,
Equity,18.5 ,
Equity,18.5 ,
Fixed Income,18.5 ,
Equity,18.4 ,
Equity,18.4 ,
Equity,18.4 ,
Fixed Income,18.4 ,
Fixed Income,18.4 ,
Equity,18.3 ,
Equity,18.3 ,
Equity,18.3 ,
Equity,18.2 ,
Equity,18.2 ,
Equity,18.2 ,
Equity,18.2 ,
Equity,18.2 ,
Equity,18.2 ,
Equity,18.2 ,
Equity,18.2 ,
Equity,18.2 ,
Fixed Income,18.2 ,
Equity,18.1 ,Long
Equity,18.1 ,
Equity,18.1 ,
Equity,18.1 ,
Equity,18.1 ,
Equity,18.0 ,
Equity,18.0 ,
Equity,18.0 ,
Equity,18.0 ,
Equity,17.9 ,
Equity,17.9 ,
Equity,17.9 ,
Equity,17.9 ,
Equity,17.8 ,
Equity,17.8 ,
Equity,17.8 ,
Equity,17.8 ,
Equity,17.8 ,
Equity,17.8 ,
Equity,17.8 ,
Equity,17.8 ,
Equity,17.7 ,
Equity,17.7 ,
Equity,17.7 ,
Fixed Income,17.7 ,
Fixed Income,17.7 ,
Equity,17.6 ,
Equity,17.6 ,
Equity,17.6 ,
Equity,17.6 ,
Equity,17.6 ,
Equity,17.6 ,
Equity,17.5 ,
Equity,17.5 ,
Equity,17.5 ,
Equity,17.5 ,
Equity,17.5 ,
Equity,17.5 ,
Equity,17.5 ,
Equity,17.5 ,
Fixed Income,17.5 ,
Fixed Income,17.5 ,
Commodities,17.4 ,
Equity,17.4 ,
Equity,17.4 ,
Equity,17.4 ,
Equity,17.4 ,
Equity,17.4 ,
Equity,17.4 ,
Fixed Income,17.4 ,
Equity,17.3 ,
Equity,17.3 ,
Equity,17.3 ,
Equity,17.2 ,
Equity,17.2 ,
Equity,17.2 ,
Equity,17.1 ,
Equity,17.1 ,
Equity,17.1 ,
Equity,17.1 ,
Fixed Income,17.1 ,
Fixed Income,17.1 ,
Equity,17.0 ,
Equity,17.0 ,
Equity,17.0 ,
Equity,17.0 ,
Equity,17.0 ,
Fixed Income,17.0 ,Short
Fixed Income,17.0 ,
Fixed Income,17.0 ,
Fixed Income,17.0 ,
Fixed Income,17.0 ,
Equity,16.9 ,
Equity,16.9 ,
Equity,16.9 ,
Equity,16.9 ,
Equity,16.9 ,
Equity,16.9 ,
Equity,16.9 ,
Equity,16.9 ,
Equity,16.8 ,
Equity,16.8 ,
Equity,16.8 ,
Equity,16.8 ,
Equity,16.8 ,
Equity,16.8 ,
Equity,16.8 ,
Equity,16.8 ,
Equity,16.8 ,
Fixed Income,16.8 ,Short
Fixed Income,16.8 ,
Equity,16.7 ,
Equity,16.7 ,
Equity,16.7 ,
Fixed Income,16.7 ,
Equity,16.6 ,
Equity,16.6 ,
Equity,16.6 ,
Equity,16.6 ,
Fixed Income,16.6 ,
Fixed Income,16.6 ,
Fixed Income,16.6 ,
Equity,16.5 ,
Equity,16.5 ,
Equity,16.5 ,
Equity,16.5 ,
Equity,16.5 ,
Fixed Income,16.5 ,
Equity,16.4 ,
Equity,16.4 ,
Equity,16.4 ,
Equity,16.4 ,
Equity,16.4 ,
Equity,16.4 ,
Equity,16.4 ,
Equity,16.4 ,
Equity,16.4 ,
Fixed Income,16.4 ,
Alternatives,16.3 ,Short
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Equity,16.3 ,
Fixed Income,16.3 ,
Fixed Income,16.3 ,
Fixed Income,16.3 ,
Alternatives,16.2 ,
Commodities,16.2 ,
Equity,16.2 ,
Equity,16.2 ,
Equity,16.2 ,
Equity,16.2 ,
Fixed Income,16.2 ,
Equity,16.1 ,Short
Equity,16.1 ,
Equity,16.1 ,
Equity,16.1 ,
Equity,16.1 ,
Fixed Income,16.1 ,
Fixed Income,16.1 ,
Fixed Income,16.1 ,
Equity,16.0 ,
Equity,16.0 ,
Equity,16.0 ,
Equity,16.0 ,
Equity,16.0 ,
Fixed Income,16.0 ,
Fixed Income,16.0 ,
Fixed Income,16.0 ,
Fixed Income,16.0 ,
Fixed Income,16.0 ,
Fixed Income,16.0 ,
Equity,15.9 ,Long
Equity,15.9 ,
Equity,15.9 ,
Equity,15.9 ,
Equity,15.9 ,
Fixed Income,15.9 ,
Fixed Income,15.9 ,
Equity,15.8 ,
Equity,15.8 ,
Equity,15.8 ,
Equity,15.8 ,
Equity,15.8 ,
Equity,15.8 ,
Equity,15.8 ,
Equity,15.8 ,
Equity,15.8 ,
Fixed Income,15.8 ,Long
Equity,15.7 ,
Equity,15.7 ,
Equity,15.7 ,
Fixed Income,15.7 ,
Equity,15.6 ,
Equity,15.6 ,
Fixed Income,15.6 ,
Fixed Income,15.6 ,
Equity,15.5 ,
Equity,15.5 ,
Equity,15.5 ,
Equity,15.4 ,
Equity,15.4 ,
Equity,15.4 ,
Equity,15.4 ,
Equity,15.4 ,
Equity,15.4 ,
Fixed Income,15.4 ,
Equity,15.3 ,
Equity,15.3 ,
Equity,15.3 ,
Fixed Income,15.3 ,
Fixed Income,15.3 ,
Fixed Income,15.3 ,
Equity,15.2 ,Long
Equity,15.2 ,
Equity,15.2 ,
Equity,15.2 ,
Equity,15.2 ,
Equity,15.2 ,
Equity,15.2 ,
Equity,15.2 ,
Equity,15.2 ,
Equity,15.2 ,
Fixed Income,15.2 ,
Equity,15.1 ,
Equity,15.1 ,
Equity,15.1 ,
Equity,15.1 ,
Equity,15.1 ,
Equity,15.1 ,
Equity,15.1 ,
Fixed Income,15.1 ,
Alternatives,15.0 ,
Equity,15.0 ,
Equity,15.0 ,
Equity,15.0 ,
Equity,15.0 ,
Equity,15.0 ,
Equity,15.0 ,
Equity,15.0 ,
Equity,15.0 ,
Fixed Income,15.0 ,
Fixed Income,15.0 ,
Alternatives,14.9 ,
Equity,14.9 ,
Equity,14.9 ,
Equity,14.9 ,
Equity,14.9 ,
Equity,14.9 ,
Fixed Income,14.9 ,
Equity,14.8 ,
Equity,14.8 ,
Equity,14.8 ,
Equity,14.8 ,
Equity,14.8 ,
Alternatives,14.7 ,
Commodities,14.7 ,
Equity,14.7 ,
Equity,14.7 ,
Equity,14.7 ,
Commodities,14.6 ,
Equity,14.6 ,Long
Equity,14.6 ,
Equity,14.6 ,
Equity,14.6 ,
Equity,14.6 ,
Equity,14.6 ,
Equity,14.6 ,
Equity,14.6 ,
Fixed Income,14.6 ,
Fixed Income,14.6 ,
Commodities,14.5 ,
Equity,14.5 ,
Equity,14.5 ,
Equity,14.5 ,
Equity,14.5 ,
Equity,14.5 ,
Alternatives,14.4 ,
Equity,14.4 ,
Equity,14.4 ,
Equity,14.4 ,
Equity,14.4 ,
Equity,14.4 ,
