Date,MKF500,Value,Growth,KOSPI200
2012-05-25,324.84,1169.56,218.38,330.28
2012-06-01,327.04,1172.82,218.24,332.17
2012-06-08,326.79,1172.48,214.44,333.14
2012-06-15,330.40,1196.31,218.75,337.07
2012-06-22,328.50,1195.28,221.89,333.77
2012-06-29,329.70,1202.90,223.29,334.79
2012-07-06,330.03,1221.31,224.29,335.02
2012-07-13,321.61,1204.27,218.28,326.41
2012-07-20,323.35,1192.73,218.91,328.57
2012-07-27,324.34,1191.80,214.56,331.14
2012-08-03,327.48,1214.39,215.85,334.67
2012-08-10,345.11,1270.39,224.99,353.94
2012-08-17,344.90,1295.79,228.10,352.97
2012-08-24,340.26,1281.99,225.99,346.86
2012-08-31,337.63,1272.67,228.64,342.53
2012-09-07,341.88,1297.52,230.93,347.26
2012-09-14,355.71,1341.18,237.99,362.30
2012-09-21,354.63,1361.44,239.04,360.10
2012-09-28,353.01,1339.60,237.20,358.84
2012-10-05,353.01,1329.64,237.00,358.26
2012-10-12,341.43,1300.45,230.32,345.10
2012-10-19,343.21,1317.56,230.23,348.31
2012-10-26,333.41,1294.24,219.72,337.91
2012-11-02,338.12,1323.81,221.91,343.19
2012-11-09,336.04,1327.46,221.09,339.97
2012-11-16,327.86,1295.33,213.37,332.81
2012-11-23,337.75,1308.58,219.59,343.73
2012-11-30,341.45,1317.20,222.61,347.57
2012-12-07,346.14,1323.73,222.68,353.77
2012-12-14,353.03,1346.73,227.83,361.67
2012-12-21,349.28,1366.98,222.76,358.02
2012-12-28,352.85,1360.80,225.85,360.79
2013-01-04,355.36,1389.69,226.18,363.83
2013-01-11,352.47,1364.27,225.33,359.97
2013-01-18,350.47,1375.77,221.37,357.77
2013-01-25,342.97,1375.96,215.36,350.05
2013-02-01,345.46,1373.19,217.85,352.21
2013-02-08,344.70,1361.93,218.56,351.46
2013-02-15,350.59,1372.95,221.80,357.63
2013-02-22,357.61,1397.53,224.82,365.21
2013-03-01,359.22,1405.59,226.65,366.38
2013-03-08,355.57,1401.43,223.63,361.68
2013-03-15,352.26,1390.59,221.36,356.58
2013-03-22,345.83,1349.69,217.41,349.05
2013-03-29,355.62,1384.32,222.59,360.07
2013-04-05,341.83,1309.92,214.71,345.55
2013-04-12,341.23,1294.33,211.02,344.50
2013-04-19,336.64,1296.16,207.98,340.08
2013-04-26,343.28,1327.28,212.19,345.92
2013-05-03,346.39,1328.86,215.02,349.99
2013-05-10,342.55,1348.23,212.52,345.48
2013-05-17,350.22,1371.59,216.41,354.05
2013-05-24,348.57,1363.21,214.32,351.77
2013-05-31,354.13,1367.27,218.46,357.44
2013-06-07,339.47,1312.22,206.54,343.40
2013-06-14,333.08,1302.43,203.94,335.42
2013-06-21,321.52,1249.50,196.98,323.40
2013-06-28,328.85,1269.49,199.39,331.20
2013-07-05,323.06,1268.31,194.29,324.37
2013-07-12,329.84,1296.71,198.21,331.81
2013-07-19,330.20,1310.05,197.17,330.87
2013-07-26,337.28,1335.37,200.99,338.76
2013-08-02,339.43,1357.02,201.85,340.85
2013-08-09,332.13,1331.40,197.28,332.37
2013-08-16,338.92,1351.34,201.28,340.71
2013-08-23,330.59,1306.63,195.66,332.70
2013-08-30,341.33,1342.19,202.11,344.14
2013-09-06,346.43,1367.82,204.59,348.94
2013-09-13,353.62,1392.76,208.46,356.57
2013-09-20,356.00,1400.47,209.49,358.93
2013-09-27,357.62,1402.55,210.09,359.45
2013-10-04,355.53,1377.88,209.59,357.87
2013-10-11,361.10,1397.28,211.73,364.11
2013-10-18,366.81,1429.67,212.67,370.80
2013-10-25,363.00,1415.82,211.85,365.70
2013-11-01,364.21,1412.38,214.06,367.23
2013-11-08,353.32,1372.78,207.51,356.16
2013-11-15,357.64,1376.28,208.19,361.18
2013-11-22,357.25,1390.99,207.24,360.71
2013-11-29,364.77,1399.97,212.77,368.52
2013-12-06,353.30,1361.60,205.14,356.40
2013-12-13,349.65,1361.20,202.39,352.75
2013-12-20,352.99,1366.46,202.38,357.17
2013-12-27,356.25,1395.47,207.20,359.97
2014-01-03,345.88,1377.22,204.28,347.89
2014-01-10,344.17,1383.80,204.21,345.15
2014-01-17,345.38,1378.72,204.06,346.49
2014-01-24,344.89,1369.54,205.25,345.71
2014-01-31,344.81,1366.06,205.73,345.71
2014-02-07,341.71,1345.04,204.69,342.46
2014-02-14,344.64,1352.32,207.71,345.51
2014-02-21,347.81,1368.19,209.10,348.90
2014-02-28,352.08,1386.01,210.62,353.26
2014-03-07,351.29,1381.29,211.85,351.81
2014-03-14,341.03,1356.29,206.13,340.42
2014-03-21,343.46,1368.97,207.96,342.69
2014-03-28,351.44,1395.78,211.00,351.93
2014-04-04,354.55,1393.59,211.72,354.71
2014-04-11,355.61,1425.71,211.22,356.16
2014-04-18,357.37,1424.23,212.07,357.51
2014-04-25,351.37,1392.07,208.32,351.91
2014-05-02,348.77,1403.17,207.73,348.69
2014-05-09,347.31,1397.03,206.61,347.66
2014-05-16,357.82,1410.63,209.55,359.49
2014-05-23,358.32,1414.99,210.13,360.11
2014-05-30,354.07,1380.07,208.95,355.35
2014-06-06,353.83,1367.26,208.22,356.20
2014-06-13,352.71,1381.62,211.40,353.73
2014-06-20,348.40,1374.52,211.17,349.02
2014-06-27,352.44,1393.34,212.31,353.77
2014-07-04,355.85,1407.13,217.22,356.30
2014-07-11,351.47,1392.32,215.77,350.95
2014-07-18,357.55,1406.39,217.31,357.70
2014-07-25,360.02,1429.63,217.47,360.18
2014-08-01,365.39,1497.07,216.88,367.14
2014-08-08,357.47,1467.98,213.65,358.20
2014-08-15,363.25,1485.19,218.95,363.47
2014-08-22,361.94,1483.66,219.76,361.26
2014-08-29,363.91,1496.85,221.33,362.83
2014-09-05,359.82,1499.30,220.30,358.29
2014-09-12,358.61,1505.72,217.18,357.33
2014-09-19,360.02,1495.56,220.78,358.59
2014-09-26,355.17,1472.43,218.21,353.15
2014-10-03,344.85,1428.01,212.78,341.85
2014-10-10,337.85,1411.27,207.88,335.01
2014-10-17,330.84,1369.43,204.14,327.87
2014-10-24,335.30,1383.39,207.17,332.07
2014-10-31,344.18,1391.20,206.33,342.38
2014-11-07,338.60,1378.54,200.46,338.20
2014-11-14,339.45,1383.88,203.39,339.28
2014-11-21,341.56,1390.61,205.45,341.63
2014-11-28,346.64,1385.67,206.99,346.82
2014-12-05,347.81,1393.06,206.85,347.56
2014-12-12,337.05,1343.64,199.10,336.90
2014-12-19,338.49,1337.46,199.70,338.97
2014-12-26,341.11,1358.00,201.01,341.83
2015-01-02,336.09,1304.80,200.20,334.64
2015-01-09,338.30,1318.09,200.14,336.36
2015-01-16,333.19,1280.12,199.11,331.13
2015-01-23,342.61,1310.49,202.04,342.20
2015-01-30,342.64,1314.47,204.65,341.60
2015-02-06,343.49,1322.75,205.99,341.98
2015-02-13,343.11,1335.76,204.94,341.44
2015-02-20,344.09,1337.89,205.26,342.27
2015-02-27,347.05,1363.30,208.63,343.76
2015-03-06,353.09,1368.15,211.50,349.91
2015-03-13,348.36,1339.68,207.07,344.74
2015-03-20,357.02,1364.76,211.48,353.66
2015-03-27,353.19,1351.04,209.83,349.34
2015-04-03,356.69,1351.69,212.85,350.99
2015-04-10,364.25,1370.23,216.77,358.10
2015-04-17,373.40,1428.81,224.45,366.75
2015-04-24,375.37,1461.58,223.80,370.54
2015-05-01,369.87,1452.32,219.64,364.21
2015-05-08,362.90,1438.07,217.82,356.54
2015-05-15,364.98,1427.13,221.36,357.25
2015-05-22,371.44,1443.69,223.97,363.68
2015-05-29,363.77,1402.33,221.00,355.97
2015-06-05,357.21,1353.96,214.39,348.52
2015-06-12,354.07,1353.20,214.43,344.03
2015-06-19,353.05,1337.32,213.13,341.54
2015-06-26,360.15,1369.78,217.16,347.89
2015-07-03,362.16,1365.89,217.83,348.13
2015-07-10,349.57,1333.70,209.98,337.43
2015-07-17,356.85,1329.39,216.80,342.08
2015-07-24,350.59,1311.41,215.82,334.81
2015-07-31,346.85,1344.77,210.21,333.97
2015-08-07,343.34,1326.30,213.40,327.81
2015-08-14,338.96,1315.12,211.45,324.43
2015-08-21,321.05,1262.68,194.66,310.51
2015-08-28,330.71,1282.91,205.85,317.63
2015-09-04,322.22,1258.32,196.48,311.55
2015-09-11,331.17,1311.91,203.58,319.54
2015-09-18,341.73,1319.07,208.43,329.62
2015-09-25,331.82,1291.75,203.03,319.60
2015-10-02,336.24,1297.83,205.40,324.20
2015-10-09,345.68,1319.72,205.31,336.32
2015-10-16,347.40,1338.65,204.87,338.17
2015-10-23,349.91,1346.79,203.30,340.96
2015-10-30,350.17,1310.98,200.50,340.96
2015-11-06,352.66,1315.22,203.62,342.11
2015-11-13,341.76,1271.54,195.69,331.80
2015-11-20,345.09,1288.50,197.89,334.65
2015-11-27,351.05,1308.90,201.25,340.49
2015-12-04,341.86,1281.24,196.50,331.03
2015-12-11,337.31,1258.30,192.18,328.57
2015-12-18,341.74,1268.42,195.73,332.19
2015-12-25,343.81,1295.41,195.61,335.38
2016-01-01,340.02,1264.38,195.83,328.61
2016-01-08,332.19,1219.82,193.42,319.45
2016-01-15,325.66,1189.72,190.04,312.75
2016-01-22,325.69,1169.70,188.65,312.77
2016-01-29,330.48,1228.46,192.57,317.29
2016-02-05,331.51,1239.12,192.38,318.93
2016-02-12,316.27,1209.48,180.19,307.56
2016-02-19,330.84,1290.82,186.87,321.63
2016-02-26,330.85,1297.97,186.88,321.56
2016-03-04,338.31,1332.72,190.33,327.74
2016-03-11,341.38,1354.34,191.92,330.79
2016-03-18,344.78,1363.65,192.40,334.42
2016-03-25,342.87,1348.84,190.48,333.27
2016-04-01,341.47,1354.69,188.74,331.32
2016-04-08,341.44,1371.26,190.83,330.51
2016-04-15,348.85,1421.71,191.37,339.75
2016-04-22,349.05,1437.11,193.76,339.47
2016-04-29,345.06,1416.02,192.34,335.20
2016-05-06,342.40,1368.70,190.70,332.62
2016-05-13,339.99,1341.76,191.77,328.91
2016-05-20,336.63,1327.48,188.90,326.37
2016-05-27,340.75,1350.97,190.04,330.62
2016-06-03,344.29,1330.78,190.07,334.09
2016-06-10,349.96,1366.78,191.50,340.34
2016-06-17,338.94,1299.60,184.47,330.32
2016-06-24,334.25,1279.94,181.09,327.01
2016-07-01,345.26,1296.65,188.14,337.01
2016-07-08,341.01,1270.43,186.43,332.78
2016-07-15,350.35,1331.65,189.56,343.16
2016-07-22,349.45,1333.00,189.53,341.82
2016-07-29,351.01,1365.10,189.08,343.79
2016-08-05,351.30,1363.44,188.70,344.99
2016-08-12,356.88,1400.42,192.30,350.20
2016-08-19,358.76,1389.68,188.18,353.64
2016-08-26,354.95,1384.48,187.88,350.28
2016-09-02,355.05,1401.07,187.41,350.65
2016-09-09,355.43,1427.77,185.35,351.76
2016-09-16,348.14,1394.49,182.96,344.18
2016-09-23,357.90,1414.70,188.96,353.21
2016-09-30,355.95,1404.45,188.04,352.00
2016-10-07,358.19,1403.21,186.97,355.52
2016-10-14,351.95,1416.41,185.11,348.72
2016-10-21,354.02,1459.46,182.95,351.69
2016-10-28,352.60,1449.79,181.78,350.69
2016-11-04,346.36,1433.11,176.56,345.28
2016-11-11,346.00,1461.26,174.88,344.48
2016-11-18,343.80,1449.17,175.49,342.05
2016-11-25,344.82,1460.63,172.14,344.85
2016-12-02,344.84,1455.03,169.62,345.70
2016-12-09,355.05,1507.75,173.32,356.68
2016-12-16,358.65,1508.97,177.73,358.93
2016-12-23,357.08,1501.20,177.36,357.63
2016-12-30,356.09,1475.68,177.82,355.45
2017-01-06,360.44,1491.90,180.10,359.81
2017-01-13,365.18,1507.97,179.86,366.25
2017-01-20,363.03,1517.87,177.66,364.35
2017-01-27,367.32,1500.63,178.55,369.76
2017-02-03,365.57,1493.62,178.34,367.53
2017-02-10,365.49,1537.53,178.53,367.27
2017-02-17,366.59,1545.68,181.36,367.52
2017-02-24,368.66,1540.77,183.29,369.62
2017-03-03,366.92,1532.62,178.35,368.79
2017-03-10,370.55,1549.12,181.55,372.24
2017-03-17,381.72,1595.80,183.42,385.32
2017-03-24,382.64,1593.16,185.60,385.93
2017-03-31,381.33,1572.02,187.16,383.65
2017-04-07,380.46,1556.89,189.00,381.42
2017-04-14,377.61,1529.67,186.76,379.10
2017-04-21,382.30,1557.01,193.98,382.84
2017-04-28,390.50,1581.54,191.90,392.63
2017-05-05,397.46,1600.06,195.27,399.82
2017-05-12,406.42,1633.48,198.18,407.72
2017-05-19,406.46,1655.98,199.57,407.49
2017-05-26,417.95,1693.80,205.06,419.63
2017-06-02,420.26,1700.79,207.58,420.82
2017-06-09,423.55,1709.74,212.12,422.94
2017-06-16,419.88,1712.61,209.95,419.40
2017-06-23,424.01,1697.00,209.66,424.14
2017-06-30,425.94,1723.98,209.76,426.19
2017-07-07,423.59,1708.00,206.61,424.69
2017-07-14,431.10,1732.03,205.85,433.83
2017-07-21,437.59,1757.12,209.04,439.90
2017-07-28,427.38,1756.87,204.50,429.43
2017-08-04,426.12,1773.30,200.67,428.52
2017-08-11,412.46,1720.55,197.47,413.83
2017-08-18,420.25,1718.51,201.49,421.59
2017-08-25,423.95,1731.95,202.30,425.44
2017-09-01,420.54,1714.40,202.88,420.75
2017-09-08,419.01,1649.18,199.17,420.27
2017-09-15,427.70,1668.68,202.81,428.83
2017-09-22,430.17,1656.81,199.28,432.96
2017-09-29,430.14,1664.24,202.92,432.36
2017-10-06,430.14,1664.24,202.92,432.36
2017-10-13,444.48,1700.63,206.14,447.51
2017-10-20,447.17,1712.74,208.62,449.61
2017-10-27,448.87,1721.34,211.64,450.08
2017-11-03,461.12,1715.69,215.75,463.20
2017-11-10,458.77,1689.18,217.22,459.28
2017-11-17,460.03,1665.55,219.93,456.84
2017-11-24,462.25,1672.32,222.52,458.56
2017-12-01,449.16,1670.98,218.90,443.99
2017-12-08,446.13,1672.00,212.93,443.86
2017-12-15,449.87,1709.74,216.20,445.97
2017-12-22,443.74,1700.38,213.46,439.11
2017-12-29,450.21,1697.24,216.96,443.94
2018-01-05,457.34,1715.52,216.69,449.72
2018-01-12,459.55,1768.02,217.89,446.64
2018-01-19,462.72,1783.75,222.87,450.47
2018-01-26,472.07,1796.59,231.88,458.48
2018-02-02,461.29,1801.52,229.60,447.04
2018-02-09,431.64,1683.41,217.36,416.72
2018-02-16,443.84,1682.11,219.09,429.80
2018-02-23,448.46,1721.00,222.70,433.10
2018-03-02,439.26,1681.56,217.11,421.53
2018-03-09,450.85,1675.13,221.52,434.27
2018-03-16,458.49,1677.37,224.41,441.39
2018-03-23,442.02,1627.22,214.50,427.10
2018-03-30,446.64,1644.00,220.80,430.09
2018-04-06,443.29,1628.14,219.35,425.99
2018-04-13,448.19,1626.18,221.99,430.43
2018-04-20,451.89,1669.86,222.27,434.57
2018-04-27,455.00,1676.84,221.11,438.55
2018-05-04,448.53,1714.84,216.84,433.01
2018-05-11,451.16,1717.59,221.60,435.42
2018-05-18,447.80,1731.14,221.77,431.13
2018-05-25,451.04,1658.56,220.84,434.79
2018-06-01,445.57,1657.79,223.00,428.19
2018-06-08,447.46,1695.06,223.56,430.58
2018-06-15,439.20,1665.33,220.63,422.05
2018-06-22,430.91,1604.16,215.88,415.16
2018-06-29,425.52,1581.40,211.57,409.65
2018-07-06,416.75,1564.80,209.24,400.70
2018-07-13,424.04,1575.54,212.80,408.27
2018-07-20,419.49,1549.46,207.64,405.95
2018-07-27,419.62,1585.12,209.26,407.08
2018-08-03,417.73,1599.12,209.72,404.11
2018-08-10,415.07,1596.65,205.76,401.42
2018-08-17,408.24,1584.18,204.12,394.49
2018-08-24,418.33,1576.48,210.68,404.02
2018-08-31,425.06,1579.28,213.99,410.21
2018-09-07,415.95,1586.82,212.89,400.36
2018-09-14,422.35,1619.08,217.17,406.41
2018-09-21,426.02,1624.23,215.73,411.22
2018-09-28,426.17,1660.25,216.30,410.81
2018-10-05,411.68,1649.32,209.03,398.20
2018-10-12,394.45,1550.71,200.03,381.91
2018-10-19,393.66,1549.06,199.14,380.90
2018-10-26,370.02,1489.98,185.68,359.11
2018-11-02,383.32,1490.73,192.75,372.60
2018-11-09,381.18,1491.56,191.88,370.92
2018-11-16,382.21,1506.37,193.90,371.36
2018-11-23,375.20,1493.75,191.29,364.09
2018-11-30,382.49,1517.79,195.99,370.95
2018-12-07,378.04,1512.63,192.73,366.75
2018-12-14,374.07,1542.74,191.56,363.02
2018-12-21,373.94,1560.01,190.43,362.35
2018-12-28,370.16,1507.40,189.07,358.14
2019-01-04,363.65,1482.41,183.98,352.55
2019-01-11,376.15,1506.79,190.23,365.18
2019-01-18,384.81,1562.16,193.06,374.41
2019-01-25,395.05,1577.85,199.57,385.06
2019-02-01,400.82,1594.87,200.60,390.69
2019-02-08,395.79,1583.36,200.01,384.81
2019-02-15,399.51,1565.44,202.59,388.22
2019-02-22,406.11,1574.86,208.41,394.72
2019-03-01,399.84,1567.18,205.89,387.97
2019-03-08,388.97,1515.71,199.74,375.72
2019-03-15,396.60,1562.68,205.43,382.60
2019-03-22,399.64,1536.66,207.44,387.05
2019-03-29,390.40,1505.42,204.10,377.96
2019-04-05,404.00,1569.60,210.60,391.91
2019-04-12,407.49,1585.45,213.24,394.22
2019-04-19,404.19,1583.10,212.68,390.83
2019-04-26,397.43,1560.45,207.62,384.61
2019-05-03,401.45,1572.68,211.65,387.79
2019-05-10,384.41,1526.99,200.70,371.92
2019-05-17,374.26,1496.03,195.24,361.38
2019-05-24,372.53,1490.02,189.78,361.48
2019-05-31,372.09,1480.55,190.83,360.75
2019-06-07,378.07,1505.01,193.16,366.74
2019-06-14,380.97,1529.42,195.54,369.76
2019-06-21,386.77,1534.82,197.55,376.60
2019-06-28,387.89,1534.11,197.51,379.36
2019-07-05,384.30,1534.76,197.11,375.05
2019-07-12,381.20,1507.68,195.82,372.77
2019-07-19,383.30,1501.24,198.22,375.32
2019-07-26,378.77,1474.43,192.35,372.18
2019-08-02,365.88,1423.81,186.78,359.52
2019-08-09,354.42,1376.93,181.68,348.39
2019-08-16,352.81,1340.84,183.64,347.10
2019-08-23,356.60,1370.42,186.55,350.12
2019-08-30,360.51,1392.82,188.18,354.07
2019-09-06,369.60,1399.30,194.46,362.99
2019-09-13,376.36,1447.28,195.26,370.25
2019-09-20,384.45,1467.38,198.18,377.91
2019-09-27,377.18,1434.75,193.94,370.92
2019-10-04,372.43,1397.85,191.56,365.54
2019-10-11,377.92,1395.15,193.84,370.88
2019-10-18,380.81,1412.90,194.45,372.95
2019-10-25,386.98,1409.92,197.81,378.77
2019-11-01,389.42,1387.56,196.56,380.63
2019-11-08,395.43,1439.01,197.14,387.05
2019-11-15,400.82,1447.81,199.59,392.74
2019-11-22,388.94,1422.87,191.95,382.00
2019-11-29,385.61,1411.80,192.84,378.37
2019-12-06,385.03,1412.06,192.20,378.07
2019-12-13,402.91,1463.86,199.33,396.60
2019-12-20,409.95,1471.81,204.92,403.70
2019-12-27,410.66,1446.11,208.11,403.55
2020-01-03,405.14,1416.78,207.18,397.46
2020-01-10,413.14,1362.39,211.75,406.10
2020-01-17,421.66,1385.61,216.20,414.63
2020-01-24,420.25,1382.19,216.51,413.30
2020-01-31,395.47,1303.13,204.37,388.97
2020-02-07,414.40,1335.00,216.27,407.67
2020-02-14,421.37,1328.96,222.74,414.23
2020-02-21,406.52,1268.83,216.14,399.75
2020-02-28,373.26,1173.13,193.89,366.40
2020-03-06,383.76,1158.73,204.43,376.08
2020-03-13,333.92,966.42,174.67,328.98
2020-03-20,296.80,831.05,155.06,292.10
2020-03-27,325.72,944.84,169.75,319.60
2020-04-03,326.41,953.53,173.41,316.75
2020-04-10,349.41,1057.85,185.92,339.03
2020-04-17,360.27,1067.31,193.92,348.63
2020-04-24,353.85,1052.07,192.41,342.15
2020-05-01,364.38,1124.09,197.44,352.90
2020-05-08,364.65,1105.10,201.69,350.81
2020-05-15,361.49,1081.87,203.77,346.94
2020-05-22,369.70,1105.92,209.46,354.91
2020-05-29,380.87,1152.94,211.02,366.81
2020-06-05,411.14,1248.23,226.60,397.29
2020-06-12,400.91,1177.60,225.88,385.21
2020-06-19,402.31,1172.83,226.74,387.38
2020-06-26,402.84,1138.43,227.20,387.40
2020-07-03,405.86,1142.19,230.56,390.83
2020-07-10,405.91,1118.68,233.85,389.69
2020-07-17,415.23,1181.34,236.71,398.59
2020-07-24,415.09,1188.97,237.42,397.35
2020-07-31,425.96,1200.55,241.80,409.19
2020-08-07,445.52,1241.07,258.34,427.30
2020-08-14,452.53,1324.30,255.25,436.42
2020-08-21,433.36,1237.59,242.45,418.54
2020-08-28,443.46,1275.83,252.24,426.85
2020-09-04,444.99,1295.18,257.71,426.56
2020-09-11,451.32,1302.36,257.83,432.60
2020-09-18,454.84,1317.52,257.24,435.26
2020-09-25,430.31,1252.79,240.09,415.00
2020-10-02,439.87,1284.46,248.99,423.02
2020-10-09,451.44,1333.79,253.09,434.00
2020-10-16,441.96,1316.62,244.21,426.29
2020-10-23,445.00,1376.38,242.57,430.33
2020-10-30,427.53,1307.43,234.53,412.30
2020-11-06,455.85,1367.86,252.38,440.33
2020-11-13,469.32,1438.35,256.93,455.27
2020-11-20,480.60,1452.82,265.66,465.65
2020-11-27,497.28,1480.16,273.56,482.20
2020-12-04,518.84,1515.41,284.94,502.57
2020-12-11,526.14,1548.81,288.80,508.87
2020-12-18,526.72,1543.96,293.69,507.93
2020-12-25,535.32,1550.88,292.32,518.36
2021-01-01,549.52,1540.64,302.00,532.18
2021-01-08,601.74,1677.50,321.32,588.13
2021-01-15,588.17,1654.78,317.99,574.75
2021-01-22,597.51,1686.49,324.59,583.91
2021-01-29,566.66,1570.95,308.52,553.06
2021-02-05,592.89,1673.93,321.88,578.67
2021-02-12,587.96,1682.59,323.01,573.68
2021-02-19,588.86,1670.22,326.66,575.45
2021-02-26,571.63,1633.65,314.69,560.37
2021-03-05,574.58,1668.46,319.23,563.23
2021-03-12,579.72,1703.71,318.66,568.87
2021-03-19,577.31,1721.30,317.86,564.47
2021-03-26,576.43,1736.00,316.36,564.44
2021-04-02,591.03,1757.68,322.12,579.28
2021-04-09,592.51,1791.60,322.52,580.04
2021-04-16,604.47,1812.73,327.78,591.16
2021-04-23,599.65,1851.48,325.23,585.56
2021-04-30,588.96,1866.77,318.51,577.39
2021-05-07,595.90,1936.66,321.13,585.86
2021-05-14,585.09,1930.14,314.35,574.40
2021-05-21,587.43,1892.30,318.80,577.01
2021-05-28,591.78,1936.19,322.47,582.30
2021-06-04,600.70,1966.64,327.93,590.87
2021-06-11,601.95,1960.44,328.42,591.63
2021-06-18,606.86,1953.93,334.13,594.70
2021-06-25,613.60,1982.50,337.21,602.05
2021-07-02,610.22,1959.74,339.36,596.04
2021-07-09,599.37,1886.16,334.47,584.88
2021-07-16,609.83,1936.67,342.93,594.42
2021-07-23,606.61,1936.24,344.48,589.95
2021-07-30,595.49,1918.65,337.46,579.51
2021-08-06,609.04,1925.08,346.82,592.33
2021-08-13,588.09,1902.31,337.64,568.78
2021-08-20,565.25,1799.04,317.60,547.89
2021-08-27,580.58,1888.05,327.61,560.82
2021-09-03,593.88,1915.61,335.91,573.10
2021-09-10,580.48,1907.45,327.15,558.71
2021-09-17,583.98,1924.35,327.20,561.85
2021-09-24,581.97,1909.50,324.82,560.27
2021-10-01,559.57,1890.72,309.66,539.70
2021-10-08,548.41,1866.23,303.04,529.62
2021-10-15,557.82,1898.70,312.02,537.51
2021-10-22,557.93,1897.05,313.47,537.72
2021-10-29,551.29,1861.65,310.47,531.06
2021-11-05,553.98,1842.67,313.08,532.96
2021-11-12,554.91,1843.22,315.94,533.67
2021-11-19,557.06,1819.75,320.94,533.88
2021-11-26,548.26,1783.10,314.21,526.41
2021-12-03,556.82,1795.12,315.92,535.83
2021-12-10,564.93,1820.59,320.47,544.05
2021-12-17,565.18,1858.66,320.07,545.40
2021-12-24,567.01,1843.63,324.39,547.55
2021-12-31,560.80,1785.50,328.30,538.88
2022-01-07,553.41,1818.12,316.53,534.31
2022-01-14,547.35,1843.03,311.91,529.67
2022-01-21,531.54,1792.32,303.92,514.12
2022-01-28,504.12,1717.57,289.90,489.38
2022-02-04,517.08,1770.77,297.92,500.81
2022-02-11,517.64,1807.12,290.86,503.91
2022-02-18,517.84,1802.36,291.55,503.83
2022-02-25,505.38,1754.25,287.63,490.01
2022-03-04,511.20,1792.29,292.85,494.45
2022-03-11,502.67,1775.15,287.44,485.73
2022-03-18,513.99,1796.45,297.24,495.32
2022-03-25,514.26,1834.36,301.72,494.96
2022-04-01,515.95,1849.08,300.08,496.50
2022-04-08,507.30,1823.55,296.83,486.68
2022-04-15,503.64,1836.38,296.60,483.72
2022-04-22,505.46,1882.87,298.61,485.89
2022-04-29,503.74,1848.78,293.48,485.41
2022-05-06,494.44,1844.93,285.54,477.10
2022-05-13,488.54,1825.96,280.97,472.32
2022-05-20,495.53,1807.31,284.28,477.50
2022-05-27,493.68,1838.53,282.92,475.79
2022-06-03,499.44,1844.51,286.13,481.22
2022-06-10,484.96,1815.88,279.14,467.38
2022-06-17,454.29,1703.73,258.99,437.58
2022-06-24,441.81,1629.59,250.12,426.62
2022-07-01,429.68,1623.39,241.94,415.61
2022-07-08,439.48,1584.66,251.47,423.99
2022-07-15,436.48,1528.35,247.89,420.93
2022-07-22,449.72,1595.33,256.67,433.81
2022-07-29,458.62,1636.60,263.03,441.98
2022-08-05,465.97,1638.76,269.46,447.71
2022-08-12,470.05,1696.55,271.07,452.04
2022-08-19,463.84,1681.30,265.16,446.74
2022-08-26,459.59,1681.29,261.70,442.80
2022-09-02,445.06,1629.83,254.26,427.78
