Date,KOSPI,Energy,Chemistry,"Non-ferrous, wood, etc.",Steel,Construction,Machine,Shipbuilding,Capital goods,Transit,Automobile,Cosmetics,Hotel,Media,Retail,Consumer_staples,Healthcare,Bank,Stock,Insurance,Software,IT hardware,Semiconductor,IT home appliance,Display,Communication,Utility
2014-10-31,1341248 ,63377 ,60679 ,13799 ,60686 ,53462 ,33757 ,12684 ,41966 ,23450 ,186071 ,34192 ,12652 ,10211 ,41716 ,60221 ,15460 ,122035 ,16778 ,38799 ,29020 ,15606 ,302543 ,25052 ,22108 ,41189 ,85351 
2014-11-07,1352928 ,64659 ,61916 ,14313 ,61312 ,54195 ,34397 ,16412 ,42446 ,24091 ,191014 ,34819 ,12723 ,10216 ,42288 ,61223 ,15161 ,123069 ,17228 ,38440 ,29548 ,16151 ,293499 ,25194 ,22707 ,42992 ,86605 
2014-11-14,1364807 ,64564 ,61466 ,14091 ,61428 ,54568 ,34065 ,16224 ,42301 ,24684 ,191068 ,35825 ,12856 ,9802 ,41511 ,62660 ,15386 ,123357 ,17487 ,39009 ,37383 ,15620 ,293714 ,25456 ,22674 ,42855 ,88859 
2014-11-21,1361391 ,64050 ,60988 ,13938 ,61486 ,54564 ,34190 ,15017 ,42212 ,24440 ,190851 ,36428 ,12841 ,10297 ,42258 ,61204 ,15372 ,122985 ,17209 ,38920 ,37015 ,15756 ,294936 ,25138 ,22645 ,42854 ,88851 
2014-11-28,1363311 ,63867 ,60310 ,13591 ,61429 ,54293 ,33856 ,14476 ,42323 ,24461 ,193284 ,36317 ,12818 ,10071 ,42016 ,60860 ,15387 ,122838 ,18262 ,38505 ,36602 ,15856 ,295657 ,24978 ,22695 ,42842 ,89532 
2014-12-05,1382055 ,65061 ,60523 ,14529 ,61614 ,55479 ,34410 ,18595 ,42661 ,26621 ,193907 ,36952 ,12988 ,10348 ,42250 ,61212 ,15627 ,123515 ,18549 ,39060 ,37183 ,16015 ,294633 ,25469 ,23312 ,44791 ,90732 
2014-12-12,1379618 ,63494 ,61033 ,14458 ,61666 ,55675 ,34475 ,17877 ,42341 ,27327 ,193243 ,36719 ,12987 ,10342 ,42351 ,61013 ,15547 ,123370 ,18549 ,39044 ,36712 ,16955 ,293919 ,25419 ,23497 ,44790 ,90968 
2014-12-19,1382103 ,64223 ,61749 ,14458 ,61603 ,55231 ,34184 ,17782 ,44906 ,27930 ,192328 ,36260 ,12980 ,10353 ,42326 ,60385 ,15979 ,123002 ,18454 ,39031 ,36756 ,17408 ,293362 ,25461 ,23384 ,44902 ,91527 
2014-12-26,1382163 ,65192 ,61740 ,14441 ,61793 ,54935 ,34032 ,17779 ,45019 ,28068 ,191981 ,36321 ,12935 ,10537 ,42592 ,60335 ,16080 ,123094 ,18425 ,38118 ,36683 ,17196 ,292783 ,25313 ,23322 ,45071 ,91528 
2015-01-02,1392713 ,65572 ,62479 ,13604 ,62029 ,53450 ,33452 ,18619 ,45000 ,28832 ,190869 ,35168 ,12862 ,10472 ,41930 ,60342 ,15256 ,124091 ,20837 ,38382 ,37102 ,16344 ,295585 ,25630 ,23377 ,45177 ,92401 
2015-01-09,1395571 ,67084 ,61121 ,13604 ,62445 ,51535 ,32881 ,18021 ,44662 ,29037 ,189522 ,35437 ,12864 ,10583 ,41725 ,60370 ,15779 ,123624 ,20837 ,39169 ,37089 ,16703 ,301468 ,25268 ,23109 ,45044 ,92766 
2015-01-16,1390560 ,66647 ,61201 ,13456 ,62635 ,51443 ,32154 ,16590 ,44294 ,29701 ,188823 ,35465 ,12865 ,10589 ,41610 ,60210 ,15473 ,123193 ,19237 ,39371 ,37090 ,17030 ,301978 ,25015 ,23376 ,43881 ,93451 
2015-01-23,1384489 ,66369 ,61149 ,13662 ,62654 ,50372 ,31919 ,15854 ,44171 ,30348 ,183873 ,35221 ,12851 ,10778 ,41165 ,59189 ,15511 ,122174 ,19030 ,39242 ,37308 ,16652 ,304735 ,24862 ,24210 ,43788 ,93523 
2015-01-30,1380924 ,66633 ,60481 ,13429 ,63284 ,47423 ,31215 ,14349 ,44404 ,30659 ,180820 ,35480 ,12759 ,10636 ,41072 ,59639 ,13519 ,118923 ,19071 ,39156 ,36314 ,16699 ,314527 ,23408 ,24212 ,43436 ,94120 
2015-02-06,1391207 ,67453 ,61050 ,13444 ,61752 ,48026 ,31262 ,14789 ,44514 ,31154 ,181084 ,36474 ,12927 ,10753 ,40096 ,61511 ,12869 ,118291 ,19283 ,39546 ,36982 ,17454 ,319697 ,23549 ,24798 ,43323 ,95157 
2015-02-13,1390899 ,66735 ,60638 ,12673 ,61535 ,49366 ,31241 ,14547 ,44392 ,31848 ,180222 ,36355 ,13296 ,9915 ,39614 ,61476 ,15377 ,117705 ,19351 ,39130 ,36049 ,17492 ,320924 ,23231 ,24870 ,43323 ,96695 
2015-02-20,1386509 ,65634 ,60581 ,12723 ,61450 ,49771 ,31296 ,14499 ,44203 ,31863 ,180222 ,35340 ,13326 ,9932 ,39540 ,59615 ,15401 ,117218 ,19356 ,39600 ,36030 ,17661 ,320914 ,23079 ,25010 ,43323 ,96500 
2015-02-27,1384058 ,65878 ,60239 ,12520 ,61015 ,51972 ,31151 ,14511 ,44215 ,31445 ,179976 ,35753 ,13366 ,9900 ,39430 ,60099 ,15682 ,117353 ,18824 ,38608 ,35994 ,17792 ,320169 ,23098 ,24927 ,43292 ,96273 
2015-03-06,1392454 ,64495 ,60899 ,12332 ,61358 ,52443 ,31348 ,15394 ,45012 ,33110 ,180695 ,36401 ,13476 ,9917 ,39175 ,59728 ,15975 ,117022 ,19337 ,38288 ,36701 ,18668 ,324426 ,23451 ,25487 ,43581 ,95630 
2015-03-13,1396957 ,64832 ,60210 ,11759 ,60697 ,52563 ,30520 ,15454 ,45140 ,34326 ,179355 ,36452 ,13444 ,9936 ,39070 ,58825 ,15938 ,116909 ,20129 ,37879 ,36986 ,18562 ,329505 ,23465 ,25580 ,43505 ,96109 
2015-03-20,1404297 ,65160 ,60307 ,11769 ,60499 ,53005 ,30583 ,15377 ,45599 ,34027 ,179541 ,37802 ,13491 ,9972 ,39337 ,60718 ,15742 ,117335 ,20536 ,37869 ,36319 ,18762 ,332522 ,23418 ,25930 ,43443 ,96275 
2015-03-27,1415469 ,65013 ,60180 ,11645 ,60630 ,53242 ,31316 ,15319 ,45746 ,34177 ,180123 ,37827 ,13416 ,9991 ,40180 ,60736 ,16533 ,117498 ,20532 ,43505 ,35227 ,19624 ,335600 ,23214 ,26263 ,43228 ,96289 
2015-04-03,1441153 ,66477 ,62997 ,12834 ,62094 ,55445 ,32321 ,16229 ,46121 ,34537 ,179332 ,39424 ,13586 ,10598 ,40338 ,62485 ,16779 ,118990 ,21502 ,43820 ,35688 ,20713 ,343044 ,23096 ,26473 ,43587 ,96653 
2015-04-10,1449306 ,67535 ,63710 ,12951 ,62595 ,53583 ,32240 ,16294 ,45781 ,34650 ,176733 ,39399 ,13615 ,10646 ,40141 ,62229 ,16581 ,117224 ,22838 ,43950 ,37871 ,21139 ,353785 ,22941 ,26621 ,43193 ,96458 
2015-04-17,1446457 ,67904 ,64819 ,15237 ,61002 ,53197 ,31989 ,16269 ,45166 ,34823 ,174591 ,39721 ,13628 ,10573 ,40184 ,62119 ,16626 ,116511 ,23142 ,43423 ,37853 ,20732 ,353831 ,22829 ,26956 ,42594 ,96628 
2015-04-24,1449862 ,68728 ,65743 ,15433 ,58942 ,53425 ,31852 ,16092 ,44557 ,35134 ,172490 ,40071 ,13688 ,10680 ,40345 ,63361 ,16618 ,116220 ,24490 ,43488 ,37790 ,20567 ,356716 ,22830 ,28063 ,42546 ,96748 
2015-05-01,1456690 ,70523 ,69273 ,15705 ,58618 ,52532 ,31594 ,15075 ,43516 ,35000 ,172952 ,41009 ,13671 ,10706 ,40250 ,63616 ,16465 ,116377 ,25184 ,43537 ,37799 ,20586 ,361444 ,20487 ,28265 ,42292 ,96902 
2015-05-08,1470674 ,72593 ,70394 ,15054 ,58710 ,53440 ,32113 ,15826 ,43597 ,34681 ,173818 ,42816 ,13732 ,10944 ,40564 ,64676 ,16777 ,117235 ,25246 ,44079 ,37944 ,21336 ,366133 ,20916 ,28032 ,41052 ,97955 
2015-05-15,1476011 ,72288 ,71138 ,15435 ,58542 ,55309 ,32181 ,15561 ,43578 ,34723 ,173972 ,44428 ,13990 ,11024 ,40242 ,64830 ,17064 ,117485 ,25765 ,40126 ,36240 ,21214 ,367098 ,20561 ,28244 ,41066 ,101617 
2015-05-22,1476643 ,72814 ,72132 ,15949 ,57415 ,55259 ,31833 ,14378 ,44194 ,34810 ,173502 ,44299 ,14007 ,11002 ,40299 ,65781 ,17303 ,117505 ,26155 ,40134 ,36121 ,21136 ,366525 ,20500 ,28471 ,41076 ,101652 
2015-05-29,1476569 ,73494 ,72098 ,15667 ,57553 ,55096 ,31942 ,14558 ,44208 ,35255 ,172797 ,44410 ,14032 ,10999 ,40222 ,67641 ,17186 ,117427 ,26555 ,36056 ,35989 ,21035 ,365986 ,20282 ,28818 ,41044 ,101775 
2015-06-05,1492570 ,74555 ,73893 ,15473 ,59091 ,55981 ,32078 ,15503 ,45213 ,33850 ,173240 ,45789 ,14198 ,11440 ,40688 ,68474 ,17198 ,118377 ,27096 ,36374 ,37586 ,20963 ,369694 ,20648 ,27962 ,41245 ,102936 
2015-06-12,1490998 ,75117 ,74544 ,15225 ,58856 ,56075 ,32208 ,15151 ,45175 ,33404 ,172801 ,45869 ,13784 ,11395 ,40672 ,69075 ,17472 ,118252 ,27313 ,36439 ,37870 ,21319 ,368485 ,20650 ,27935 ,40741 ,103284 
2015-06-19,1484385 ,75597 ,75007 ,15203 ,57907 ,56062 ,32099 ,15145 ,44539 ,33261 ,171739 ,44415 ,13789 ,11234 ,40652 ,68755 ,18903 ,118108 ,27323 ,36444 ,38149 ,21420 ,367962 ,19989 ,27277 ,40725 ,101323 
2015-06-26,1477005 ,75113 ,75085 ,15274 ,57287 ,55942 ,31991 ,15114 ,44611 ,32772 ,171108 ,44364 ,13745 ,11174 ,39903 ,68782 ,19149 ,115579 ,27432 ,36749 ,38735 ,21322 ,364309 ,19866 ,26774 ,40506 ,101931 
2015-07-03,1488249 ,75891 ,77246 ,16928 ,57150 ,57614 ,32837 ,15804 ,45046 ,32479 ,169916 ,44937 ,13792 ,11370 ,41081 ,69214 ,19327 ,115974 ,27533 ,41707 ,40267 ,22715 ,360765 ,19522 ,26991 ,39975 ,104323 
2015-07-10,1476928 ,76914 ,79230 ,17627 ,56600 ,58112 ,32372 ,15368 ,45223 ,31450 ,165924 ,45155 ,13651 ,11740 ,41040 ,69101 ,19496 ,116478 ,28133 ,42017 ,40494 ,22009 ,351990 ,19085 ,26034 ,40189 ,104523 
2015-07-17,1466462 ,75784 ,79628 ,16064 ,52054 ,58243 ,32125 ,14488 ,45049 ,30682 ,164496 ,44792 ,13471 ,12626 ,40550 ,69067 ,19156 ,116537 ,28144 ,42117 ,40362 ,21487 ,350919 ,18820 ,25966 ,40209 ,105613 
2015-07-24,1463563 ,77251 ,79252 ,15942 ,51756 ,57832 ,31520 ,12316 ,44951 ,32481 ,163953 ,44447 ,13542 ,12685 ,40861 ,69723 ,18737 ,117058 ,28534 ,42424 ,40210 ,20500 ,347807 ,18815 ,24516 ,40196 ,106059 
2015-07-31,1443914 ,78618 ,82082 ,15667 ,52059 ,57354 ,30645 ,(3064),45553 ,32739 ,162735 ,44539 ,13441 ,12840 ,40731 ,69786 ,18767 ,117739 ,28598 ,42595 ,38809 ,20258 ,343752 ,16647 ,24466 ,40687 ,105880 
2015-08-07,1509455 ,79825 ,83321 ,16068 ,52580 ,58296 ,30884 ,(549),46348 ,32720 ,163474 ,45528 ,13569 ,13061 ,40926 ,70526 ,19501 ,118999 ,29272 ,43272 ,84534 ,20599 ,344067 ,17086 ,24291 ,41509 ,111705 
2015-08-14,1504425 ,80077 ,83295 ,16055 ,52547 ,57905 ,30691 ,(588),46429 ,31984 ,163569 ,45645 ,13514 ,12954 ,40057 ,70592 ,18615 ,119023 ,29404 ,43063 ,83951 ,21147 ,341586 ,17028 ,23598 ,41413 ,111458 
2015-08-21,1457257 ,39957 ,84168 ,15860 ,53345 ,57894 ,29998 ,(1423),46167 ,31515 ,163168 ,42220 ,13497 ,12910 ,40111 ,70710 ,18700 ,119103 ,30655 ,42861 ,79745 ,20854 ,341768 ,17095 ,23260 ,41450 ,111610 
2015-08-28,1453679 ,39926 ,84623 ,15858 ,53884 ,56156 ,30059 ,(1459),46108 ,31273 ,164658 ,42221 ,13501 ,12949 ,40082 ,70801 ,18552 ,119101 ,30647 ,42853 ,79450 ,20856 ,339978 ,17020 ,23348 ,41472 ,111412 
2015-09-04,1466548 ,40964 ,85259 ,15994 ,54933 ,55971 ,29768 ,1937 ,50897 ,31924 ,165648 ,42871 ,13719 ,12621 ,40639 ,71451 ,18419 ,119266 ,30401 ,43103 ,81711 ,21338 ,337601 ,17259 ,22949 ,41658 ,111095 
2015-09-11,1462310 ,43088 ,86266 ,16036 ,54808 ,56566 ,29698 ,1536 ,50780 ,31848 ,165270 ,41160 ,13644 ,12819 ,40411 ,71274 ,17737 ,119251 ,30583 ,42999 ,80291 ,21608 ,332320 ,17168 ,22203 ,42020 ,111307 
2015-09-18,1453197 ,42623 ,86268 ,15728 ,54630 ,49945 ,28820 ,973 ,50940 ,31921 ,166010 ,41525 ,13632 ,12794 ,40330 ,71420 ,17712 ,119831 ,30908 ,43227 ,79971 ,21260 ,328865 ,17438 ,21767 ,42182 ,111944 
2015-09-25,1449865 ,42623 ,86609 ,15758 ,54600 ,50173 ,28577 ,955 ,50938 ,31719 ,165888 ,41566 ,13578 ,13093 ,40276 ,71147 ,17174 ,119787 ,30884 ,43876 ,79892 ,21254 ,325870 ,17368 ,21246 ,42105 ,111738 
2015-10-02,1452969 ,41722 ,87601 ,17157 ,55582 ,52272 ,28928 ,5142 ,53477 ,32333 ,167876 ,42339 ,13814 ,13108 ,40805 ,72477 ,18339 ,120832 ,30875 ,44301 ,67332 ,21957 ,324505 ,18235 ,20645 ,42354 ,112076 
2015-10-09,1465801 ,41958 ,87459 ,16170 ,55084 ,51364 ,28269 ,5173 ,52800 ,31917 ,168988 ,44329 ,13813 ,13032 ,40807 ,71306 ,18211 ,120564 ,31250 ,43573 ,73858 ,21864 ,330258 ,17980 ,19853 ,41966 ,111893 
2015-10-16,1472839 ,43589 ,87526 ,16289 ,54309 ,51480 ,27855 ,5000 ,52295 ,32146 ,168705 ,44158 ,13688 ,12992 ,40601 ,71197 ,17971 ,120720 ,31303 ,43681 ,80392 ,21124 ,329242 ,17664 ,18546 ,41932 ,113631 
2015-10-23,1464939 ,44061 ,87854 ,16652 ,52882 ,49566 ,27924 ,5029 ,51832 ,31921 ,168926 ,45883 ,13664 ,12968 ,40118 ,71442 ,17981 ,121044 ,30985 ,43399 ,80928 ,21366 ,324657 ,17618 ,16350 ,41689 ,113408 
2015-10-30,1455706 ,45588 ,88197 ,16708 ,52816 ,48874 ,28196 ,1843 ,43845 ,31190 ,169998 ,45600 ,13657 ,12881 ,39961 ,71778 ,17905 ,120435 ,31042 ,43131 ,79461 ,20669 ,326793 ,17948 ,16852 ,41523 ,113603 
2015-11-06,1488569 ,46032 ,89781 ,17328 ,53242 ,50752 ,28735 ,7716 ,97277 ,32473 ,172854 ,45770 ,13758 ,13089 ,39850 ,72120 ,18560 ,120467 ,30910 ,43615 ,35387 ,21306 ,326193 ,17832 ,16538 ,41337 ,123088 
2015-11-13,1484622 ,46243 ,90049 ,17294 ,52542 ,51556 ,28686 ,7655 ,97417 ,31282 ,173375 ,45286 ,13531 ,13076 ,38816 ,71905 ,18453 ,120559 ,30820 ,43208 ,35035 ,21978 ,325328 ,17688 ,17015 ,41337 ,121765 
2015-11-20,1479448 ,45803 ,90801 ,17202 ,52139 ,49553 ,28668 ,6179 ,97584 ,30675 ,173845 ,45043 ,13513 ,13043 ,38916 ,71798 ,18915 ,120459 ,30909 ,43282 ,34438 ,21533 ,324350 ,17335 ,17008 ,41325 ,121875 
2015-11-27,1480130 ,45915 ,90334 ,17188 ,53149 ,49307 ,28230 ,5964 ,99002 ,30667 ,172462 ,45422 ,13470 ,13041 ,38929 ,69943 ,19467 ,120451 ,30798 ,43438 ,34330 ,21084 ,324236 ,17237 ,16743 ,41317 ,122779 
2015-12-04,1498599 ,44754 ,90965 ,17999 ,52895 ,50242 ,28842 ,12305 ,101818 ,30693 ,175813 ,47380 ,13737 ,13172 ,39306 ,71066 ,19928 ,121161 ,30690 ,44660 ,34566 ,21401 ,322745 ,17519 ,16324 ,41361 ,122935 
2015-12-11,1499096 ,45014 ,91809 ,18431 ,52894 ,50408 ,28392 ,12302 ,116459 ,30522 ,176509 ,46937 ,13630 ,13263 ,39189 ,56387 ,20191 ,121197 ,30935 ,44693 ,34477 ,21494 ,322090 ,17593 ,15826 ,41361 ,123782 
2015-12-18,1496886 ,45545 ,91289 ,18370 ,52731 ,53103 ,28002 ,12293 ,115513 ,30462 ,175166 ,46993 ,13573 ,13252 ,39166 ,56503 ,20366 ,121224 ,30985 ,44688 ,34429 ,21397 ,320268 ,17493 ,15819 ,41361 ,124077 
2015-12-25,1492141 ,45460 ,90735 ,18374 ,52229 ,53028 ,28480 ,12187 ,115454 ,30377 ,175008 ,46771 ,13559 ,13149 ,39101 ,56551 ,20262 ,121213 ,31017 ,44747 ,34321 ,21229 ,316820 ,17277 ,15472 ,41255 ,124194 
2016-01-01,1487056 ,45481 ,90891 ,18302 ,52258 ,52974 ,28495 ,12141 ,115453 ,30409 ,175891 ,47970 ,13559 ,13138 ,39111 ,56621 ,20558 ,121224 ,31017 ,38397 ,34250 ,21261 ,315983 ,17514 ,15527 ,41255 ,124172 
2016-01-08,1490439 ,45525 ,90511 ,18284 ,52579 ,52422 ,28230 ,12454 ,115662 ,30514 ,176570 ,47665 ,13072 ,12432 ,39308 ,56804 ,21465 ,122029 ,31044 ,38376 ,34861 ,19735 ,312228 ,18245 ,14912 ,41382 ,124423 
2016-01-15,1474667 ,46018 ,90306 ,18005 ,51321 ,52357 ,27919 ,12108 ,115178 ,30552 ,172450 ,47984 ,12914 ,12312 ,39232 ,56611 ,21871 ,120528 ,30345 ,38502 ,34677 ,19483 ,305378 ,18473 ,13908 ,41188 ,125357 
2016-01-22,1471463 ,46665 ,89466 ,17513 ,50585 ,51294 ,27324 ,11502 ,115182 ,30395 ,171768 ,47945 ,12845 ,12305 ,38626 ,57112 ,22431 ,120514 ,30510 ,38085 ,34538 ,19043 ,304747 ,18244 ,13056 ,40848 ,128874 
2016-01-29,1437199 ,47085 ,88730 ,16714 ,48368 ,51287 ,26924 ,11396 ,114779 ,30669 ,167664 ,47880 ,12591 ,12388 ,38210 ,57085 ,22088 ,119771 ,29553 ,38157 ,33062 ,18534 ,282548 ,17954 ,9556 ,41151 ,133025 
2016-02-05,1444125 ,48533 ,90088 ,15888 ,47978 ,51889 ,26758 ,11841 ,115603 ,30527 ,167809 ,49046 ,12462 ,12595 ,37976 ,57313 ,21969 ,120111 ,29254 ,38378 ,33790 ,18483 ,278633 ,18298 ,10135 ,40073 ,138829 
2016-02-12,1442772 ,48950 ,89984 ,15823 ,47978 ,51728 ,26554 ,11619 ,115684 ,30340 ,167828 ,48876 ,12635 ,12460 ,37817 ,56305 ,21811 ,120138 ,28889 ,38594 ,33683 ,17284 ,278683 ,18159 ,10153 ,40073 ,139281 
2016-02-19,1437399 ,49154 ,89457 ,15807 ,47794 ,51908 ,26195 ,12454 ,114580 ,29907 ,165896 ,49045 ,13248 ,11984 ,37722 ,56373 ,22293 ,120146 ,28720 ,37382 ,33227 ,18341 ,279231 ,18189 ,9304 ,40074 ,138904 
2016-02-26,1435157 ,49306 ,88162 ,15672 ,47446 ,52286 ,26105 ,12507 ,114945 ,29996 ,166583 ,48859 ,13205 ,12283 ,37644 ,55910 ,22289 ,120093 ,28433 ,38675 ,30629 ,19210 ,279329 ,18661 ,9399 ,39975 ,138605 
2016-03-04,1442883 ,51287 ,89303 ,14918 ,45895 ,52528 ,26568 ,12312 ,115801 ,29737 ,165103 ,48409 ,13100 ,12371 ,37644 ,58224 ,23146 ,120864 ,27670 ,39485 ,33740 ,19119 ,278467 ,19437 ,10207 ,40260 ,137886 
2016-03-11,1442142 ,51861 ,88612 ,14019 ,46124 ,52410 ,26455 ,12976 ,114947 ,29965 ,165013 ,48581 ,12873 ,12476 ,37736 ,59273 ,22988 ,121001 ,27100 ,39407 ,33869 ,18652 ,277416 ,19599 ,10169 ,40183 ,138441 
2016-03-18,1440809 ,52390 ,89207 ,14052 ,46124 ,49286 ,26499 ,13053 ,116025 ,30051 ,165477 ,48919 ,12865 ,12466 ,37758 ,58332 ,23326 ,120890 ,26220 ,39400 ,33718 ,18799 ,276108 ,19584 ,10119 ,40100 ,140374 
2016-03-25,1438312 ,53475 ,89225 ,14738 ,46062 ,51939 ,26632 ,13079 ,114324 ,30598 ,165940 ,48954 ,12827 ,12443 ,37781 ,58252 ,23390 ,120978 ,25934 ,39406 ,33958 ,18692 ,270294 ,19621 ,10183 ,39769 ,140375 
2016-04-01,1463922 ,54474 ,90506 ,16444 ,47048 ,52805 ,27085 ,13631 ,115513 ,30420 ,168723 ,49845 ,12841 ,12592 ,38207 ,58755 ,23755 ,121863 ,25982 ,40734 ,34670 ,18881 ,277562 ,20205 ,11110 ,39781 ,142873 
2016-04-08,1479907 ,56552 ,91726 ,16934 ,47582 ,54171 ,27049 ,13646 ,117228 ,30689 ,168928 ,49715 ,12741 ,12719 ,37964 ,60073 ,23741 ,122026 ,25937 ,40710 ,35217 ,18871 ,284409 ,20130 ,11325 ,39444 ,142702 
2016-04-15,1484373 ,57866 ,91974 ,17403 ,48338 ,54647 ,26380 ,13388 ,117335 ,31352 ,168183 ,50319 ,12699 ,12604 ,37838 ,60025 ,23114 ,123679 ,25783 ,40692 ,35091 ,18426 ,284114 ,20761 ,11163 ,39578 ,143470 
2016-04-22,1495185 ,59807 ,91955 ,17837 ,50440 ,54533 ,27504 ,14211 ,117056 ,31562 ,168457 ,50362 ,12693 ,12494 ,37754 ,62050 ,23306 ,124703 ,25948 ,38931 ,35179 ,18218 ,284292 ,20827 ,11504 ,39516 ,146204 
2016-04-29,1509738 ,61972 ,91853 ,18166 ,49889 ,54119 ,27685 ,18192 ,113538 ,32078 ,168729 ,50445 ,12698 ,12299 ,37794 ,62106 ,22874 ,125601 ,25904 ,39690 ,35997 ,16892 ,295952 ,19282 ,12134 ,38587 ,146272 
2016-05-06,1523679 ,62207 ,92712 ,18544 ,50590 ,55435 ,27341 ,18015 ,115554 ,32610 ,170598 ,52261 ,12719 ,12488 ,37905 ,63863 ,23214 ,126334 ,25886 ,39609 ,36064 ,17052 ,299178 ,19893 ,12556 ,39109 ,145601 
2016-05-13,1527478 ,61833 ,93052 ,18623 ,50593 ,56268 ,27567 ,18313 ,115088 ,32402 ,170720 ,52074 ,12746 ,12535 ,37384 ,63945 ,22631 ,126316 ,25821 ,38515 ,36499 ,16403 ,299298 ,20391 ,12423 ,38999 ,150508 
2016-05-20,1528264 ,61429 ,94260 ,18483 ,50640 ,56451 ,27642 ,17850 ,115021 ,32156 ,170691 ,51280 ,12716 ,12985 ,37309 ,65181 ,22092 ,126331 ,25653 ,39676 ,36988 ,16238 ,299886 ,20422 ,12541 ,38999 ,150366 
2016-05-27,1530741 ,62046 ,94352 ,18503 ,50683 ,56627 ,27817 ,17913 ,114894 ,32173 ,170636 ,51286 ,13017 ,12980 ,37258 ,65087 ,22432 ,126325 ,25651 ,39215 ,37175 ,15764 ,301286 ,20219 ,12745 ,38999 ,150570 
2016-06-03,1546017 ,61882 ,96210 ,18790 ,51410 ,57409 ,28030 ,19662 ,115836 ,32489 ,171477 ,52198 ,13069 ,13169 ,38184 ,65375 ,22409 ,126963 ,25758 ,38794 ,37819 ,16252 ,304859 ,20558 ,13449 ,39160 ,152135 
2016-06-10,1553389 ,62611 ,98544 ,18789 ,51487 ,57401 ,28102 ,19711 ,115872 ,32596 ,171420 ,61670 ,13055 ,13268 ,38055 ,56176 ,22950 ,126935 ,25749 ,39374 ,37812 ,16343 ,308612 ,19847 ,13394 ,38743 ,152135 
2016-06-17,1557261 ,62559 ,98710 ,18761 ,51491 ,58060 ,28109 ,19898 ,116019 ,32506 ,171240 ,61797 ,13045 ,13278 ,37949 ,56329 ,21972 ,126984 ,26019 ,39376 ,38004 ,16478 ,312644 ,19590 ,13657 ,39319 ,152119 
2016-06-24,1559512 ,62942 ,99974 ,18746 ,51726 ,57944 ,28127 ,19891 ,116106 ,31959 ,171262 ,61836 ,12988 ,13217 ,37796 ,57049 ,21250 ,126965 ,26019 ,39376 ,38084 ,16570 ,313985 ,19554 ,13613 ,39304 ,152184 
2016-07-01,1576825 ,62531 ,100801 ,18767 ,51777 ,60309 ,28165 ,20367 ,118081 ,32140 ,171844 ,63478 ,13078 ,13439 ,37912 ,56489 ,23819 ,127521 ,26202 ,40661 ,38642 ,17126 ,320320 ,20036 ,14151 ,39523 ,152760 
2016-07-08,1586634 ,62583 ,100843 ,18572 ,51621 ,59010 ,28267 ,20352 ,116973 ,31724 ,171264 ,63112 ,13030 ,13348 ,37884 ,56041 ,24497 ,127450 ,26141 ,40407 ,38215 ,16990 ,334190 ,20320 ,14646 ,39569 ,152996 
2016-07-15,1592576 ,62594 ,102112 ,18525 ,51951 ,60919 ,28448 ,20281 ,117525 ,31286 ,170378 ,62568 ,12922 ,13207 ,37587 ,55866 ,24152 ,128191 ,26419 ,40478 ,38565 ,17101 ,336038 ,20084 ,14909 ,39503 ,153272 
2016-07-22,1592193 ,62998 ,101854 ,18036 ,52253 ,60913 ,29276 ,20666 ,116594 ,30486 ,170340 ,62491 ,12903 ,13114 ,37503 ,53709 ,23363 ,129057 ,26579 ,39970 ,38673 ,17001 ,337971 ,20084 ,15249 ,39482 ,153809 
2016-07-29,1616938 ,63913 ,104839 ,18558 ,52432 ,61321 ,29217 ,22197 ,118286 ,30474 ,170533 ,62426 ,12750 ,13177 ,37432 ,54948 ,23178 ,129211 ,26579 ,39634 ,39190 ,16943 ,351520 ,19004 ,18048 ,39187 ,154562 
2016-08-05,1628666 ,63655 ,106174 ,18806 ,52317 ,60880 ,29577 ,22590 ,120205 ,30946 ,170264 ,62864 ,12794 ,13109 ,37667 ,55280 ,23660 ,130134 ,26817 ,39123 ,40078 ,17306 ,353597 ,19618 ,18423 ,39847 ,156839 
2016-08-12,1626655 ,63902 ,107165 ,18753 ,52431 ,60090 ,30048 ,21815 ,120321 ,31095 ,170277 ,62759 ,12781 ,13283 ,36325 ,55213 ,23715 ,130150 ,26718 ,38409 ,39459 ,17061 ,353950 ,19579 ,18402 ,39843 ,156655 
2016-08-19,1634816 ,63903 ,109254 ,18072 ,52931 ,60284 ,30097 ,22062 ,124883 ,31387 ,170393 ,62742 ,12796 ,12846 ,36249 ,54835 ,23791 ,130223 ,26226 ,39431 ,39218 ,16535 ,355926 ,19547 ,18346 ,39843 ,156679 
2016-08-26,1640305 ,64006 ,108873 ,18162 ,53056 ,60065 ,30220 ,22706 ,124822 ,31368 ,170442 ,63564 ,12812 ,12566 ,36130 ,54741 ,23389 ,130293 ,26455 ,39384 ,38894 ,16486 ,359962 ,19547 ,19314 ,39843 ,156609 
2016-09-02,1651131 ,63988 ,108742 ,18343 ,53530 ,60232 ,31029 ,23886 ,126435 ,31596 ,171410 ,64409 ,12926 ,12771 ,35798 ,55295 ,24557 ,131041 ,26734 ,39050 ,39570 ,16737 ,362341 ,20444 ,20063 ,40020 ,155403 
