Date,KOSPI,Energy,Chemistry,"Non-ferrous, wood, etc.",Steel,Construction,Machine,Shipbuilding,Capital goods,Transit,Automobile,Cosmetics,Hotel,Media,Retail,Consumer_staples,Healthcare,Bank,Stock,Insurance,Software,IT hardware,Semiconductor,IT home appliance,Display,Communication,Utility
2018-07-20,2263013 ,73435 ,129215 ,22424 ,77338 ,74475 ,44566 ,4808 ,167470 ,35413 ,114243 ,66455 ,11529 ,14199 ,35645 ,59832 ,32213 ,206888 ,36966 ,51077 ,61900 ,26038 ,886221 ,44851 ,6126 ,37500 ,59203 
2018-07-27,2270118 ,72337 ,128702 ,22201 ,76924 ,73898 ,44516 ,4113 ,167014 ,34991 ,112393 ,65367 ,11540 ,14421 ,35241 ,59548 ,31968 ,211301 ,36737 ,51025 ,60702 ,27739 ,898946 ,43266 ,6023 ,37504 ,57475 
2018-08-03,2286722 ,72489 ,130215 ,22336 ,77672 ,73321 ,44545 ,4641 ,167870 ,36435 ,113549 ,65959 ,11756 ,14602 ,35585 ,59956 ,32926 ,211666 ,36697 ,50307 ,62381 ,28599 ,902728 ,44181 ,6563 ,37636 ,60219 
2018-08-10,2281704 ,71928 ,129945 ,22385 ,77546 ,72135 ,44402 ,5015 ,166868 ,36315 ,113591 ,66598 ,11772 ,14560 ,38971 ,60432 ,32710 ,211562 ,36309 ,49839 ,60144 ,28424 ,902982 ,43928 ,6546 ,37700 ,58584 
2018-08-17,2263734 ,71957 ,128399 ,22009 ,76912 ,73047 ,44433 ,5936 ,166179 ,36237 ,113262 ,67327 ,11346 ,14559 ,30552 ,58796 ,32113 ,211681 ,35379 ,49840 ,56643 ,28029 ,901660 ,43961 ,6355 ,37810 ,53688 
2018-08-24,2271278 ,72208 ,128117 ,21693 ,76939 ,73068 ,44463 ,5661 ,165528 ,36056 ,113216 ,66700 ,11362 ,14532 ,39129 ,56952 ,31523 ,211678 ,35446 ,49847 ,56567 ,28320 ,901366 ,44041 ,6447 ,37847 ,53688 
2018-08-31,2258189 ,72082 ,126973 ,21339 ,77118 ,72171 ,44337 ,5593 ,164808 ,36036 ,112878 ,66144 ,11345 ,13231 ,38964 ,56975 ,31117 ,211546 ,34442 ,49607 ,52228 ,28848 ,901050 ,43983 ,5397 ,37251 ,50391 
2018-09-07,2272985 ,72563 ,128625 ,21564 ,77390 ,70163 ,46143 ,5868 ,165764 ,36468 ,114647 ,67111 ,11679 ,13465 ,39534 ,59007 ,31657 ,212074 ,34372 ,48784 ,53278 ,29919 ,900880 ,44737 ,6309 ,37382 ,51752 
2018-09-14,2276901 ,73069 ,129434 ,21723 ,77555 ,69793 ,45145 ,5728 ,165921 ,36548 ,114582 ,67674 ,11672 ,13054 ,39406 ,58623 ,31124 ,212167 ,34504 ,48766 ,57434 ,30152 ,899696 ,45114 ,6480 ,37434 ,51705 
2018-09-21,2269653 ,73163 ,129389 ,21790 ,77555 ,71120 ,45081 ,5804 ,165783 ,36081 ,114568 ,67003 ,11647 ,13141 ,39132 ,58595 ,30815 ,211985 ,34704 ,48711 ,56965 ,30367 ,891469 ,45119 ,6606 ,37324 ,51732 
2018-09-28,2263209 ,73329 ,129326 ,19381 ,77390 ,72085 ,45047 ,5804 ,165698 ,36158 ,114177 ,66934 ,11647 ,13158 ,38566 ,58567 ,30282 ,212026 ,34696 ,48597 ,56892 ,30222 ,889406 ,45337 ,6717 ,37318 ,49615 
2018-10-05,2273176 ,74411 ,129972 ,20681 ,76673 ,74439 ,45475 ,6170 ,165837 ,36112 ,116547 ,68047 ,11850 ,13607 ,39147 ,59123 ,30663 ,212743 ,34736 ,48089 ,57673 ,30982 ,887553 ,46160 ,7641 ,37558 ,49627 
2018-10-12,2263410 ,74670 ,129018 ,20212 ,77997 ,74137 ,45053 ,6313 ,165590 ,35738 ,115038 ,68099 ,11768 ,13611 ,38913 ,58470 ,30376 ,212790 ,34883 ,48080 ,57336 ,31062 ,881040 ,45810 ,7886 ,37395 ,48150 
2018-10-19,2259757 ,74818 ,127599 ,20105 ,78054 ,74013 ,47424 ,6329 ,165185 ,35546 ,115283 ,68022 ,11737 ,13516 ,39073 ,58301 ,30357 ,212535 ,34946 ,46383 ,57822 ,31141 ,879060 ,45886 ,8270 ,37753 ,46786 
2018-10-26,2234153 ,74725 ,126069 ,20124 ,77591 ,73754 ,48515 ,6733 ,164468 ,35308 ,108587 ,67270 ,11687 ,13616 ,38817 ,56551 ,29804 ,210099 ,34948 ,46303 ,56236 ,31561 ,871523 ,44493 ,8217 ,37742 ,44747 
2018-11-02,2202504 ,74064 ,122711 ,20043 ,77086 ,73975 ,47526 ,6535 ,165625 ,35583 ,108131 ,64604 ,11717 ,13759 ,39305 ,58571 ,29710 ,210590 ,34566 ,45379 ,56721 ,33830 ,838260 ,46413 ,8488 ,37789 ,47186 
2018-11-09,2196095 ,74574 ,122198 ,19945 ,77036 ,73241 ,47175 ,6475 ,165561 ,35061 ,107938 ,63874 ,11613 ,13644 ,39195 ,57930 ,28882 ,210655 ,34719 ,44169 ,55965 ,33278 ,838035 ,46330 ,8848 ,37645 ,46631 
2018-11-16,2181980 ,74654 ,118526 ,20321 ,77327 ,71865 ,47165 ,4988 ,165455 ,35331 ,106653 ,64938 ,11457 ,13620 ,39036 ,57698 ,27217 ,210729 ,33047 ,42763 ,56282 ,32919 ,834931 ,46294 ,8175 ,38155 ,46148 
2018-11-23,2172547 ,73604 ,118405 ,20364 ,77374 ,69064 ,47166 ,4965 ,165235 ,35610 ,106293 ,64178 ,11448 ,13658 ,38828 ,57639 ,27033 ,211107 ,33124 ,42826 ,56429 ,32553 ,830365 ,45141 ,7376 ,38155 ,46118 
2018-11-30,2164705 ,72774 ,117736 ,20399 ,76402 ,69175 ,46757 ,5032 ,165758 ,35821 ,105418 ,64257 ,11332 ,13576 ,39284 ,57351 ,26517 ,209932 ,33701 ,42768 ,56350 ,32659 ,822950 ,45054 ,7355 ,38214 ,48313 
2018-12-07,2151897 ,73159 ,118087 ,20535 ,76122 ,69305 ,47219 ,5139 ,168613 ,36201 ,107903 ,61785 ,11128 ,13854 ,39632 ,56143 ,25948 ,210169 ,33735 ,42420 ,57713 ,33545 ,802981 ,45530 ,7362 ,38543 ,51740 
2018-12-14,2082864 ,72807 ,117003 ,19083 ,75689 ,69300 ,47173 ,5139 ,167724 ,36127 ,107917 ,60657 ,11140 ,17700 ,35786 ,56399 ,25784 ,210508 ,33735 ,42423 ,53435 ,33834 ,741262 ,45431 ,7017 ,38475 ,52367 
2018-12-21,2038794 ,72835 ,115408 ,16613 ,74783 ,67580 ,47127 ,5412 ,167669 ,36131 ,107894 ,60413 ,11151 ,17805 ,35724 ,56441 ,25821 ,210599 ,34783 ,42416 ,53365 ,33533 ,701932 ,45505 ,6856 ,38546 ,52910 
2018-12-28,2034218 ,72458 ,115401 ,16610 ,74719 ,66721 ,47131 ,5543 ,167212 ,36698 ,108508 ,60330 ,11150 ,17834 ,35662 ,56436 ,26226 ,210539 ,34783 ,42388 ,54236 ,33431 ,697778 ,45126 ,6876 ,38536 ,52910 
2019-01-04,2025654 ,73359 ,119374 ,16756 ,73497 ,67611 ,47542 ,6224 ,168948 ,35180 ,109070 ,58883 ,11566 ,17847 ,35796 ,56191 ,26435 ,210910 ,34895 ,42743 ,52206 ,32914 ,676479 ,45413 ,7450 ,38859 ,53636 
2019-01-11,1953696 ,69864 ,116129 ,16772 ,72394 ,67435 ,47525 ,6200 ,166801 ,34989 ,107780 ,58770 ,10907 ,17821 ,35515 ,57979 ,26753 ,210802 ,34895 ,41093 ,51947 ,32840 ,619088 ,43239 ,7427 ,38713 ,53844 
2019-01-18,1921124 ,67947 ,114721 ,16375 ,71826 ,66983 ,47415 ,6136 ,166455 ,34754 ,106122 ,61598 ,10774 ,17811 ,35012 ,59039 ,26117 ,210702 ,34959 ,40573 ,50877 ,32372 ,593439 ,43255 ,7122 ,38263 ,53357 
2019-01-25,1864384 ,67709 ,114284 ,16387 ,69140 ,66918 ,46857 ,6336 ,166007 ,35057 ,105064 ,60910 ,10849 ,17438 ,34777 ,58909 ,25524 ,209210 ,34647 ,40251 ,50565 ,31587 ,546713 ,43146 ,7202 ,38129 ,53226 
2019-02-01,1827873 ,66085 ,114068 ,16251 ,68248 ,64607 ,47238 ,7295 ,165356 ,35127 ,102883 ,56439 ,10915 ,18000 ,34134 ,59331 ,25755 ,208809 ,35380 ,39891 ,50624 ,28980 ,524932 ,40155 ,7609 ,37326 ,55256 
2019-02-08,1823143 ,65600 ,113452 ,16019 ,67816 ,63229 ,47196 ,7133 ,164945 ,35394 ,102905 ,54690 ,10870 ,18007 ,33961 ,57427 ,25010 ,208517 ,35163 ,39202 ,54396 ,28918 ,523068 ,40162 ,7325 ,37351 ,55934 
2019-02-15,1790496 ,65309 ,112594 ,16134 ,66865 ,65148 ,44925 ,7733 ,163533 ,35171 ,102932 ,59509 ,10592 ,17616 ,33310 ,57296 ,23795 ,180251 ,34878 ,37638 ,52539 ,28327 ,523155 ,39884 ,7076 ,36519 ,56758 
2019-02-22,1800548 ,65097 ,111392 ,15211 ,66389 ,64226 ,43197 ,7505 ,162869 ,35049 ,102848 ,60220 ,10542 ,17454 ,33142 ,57549 ,23149 ,205037 ,34910 ,36223 ,52476 ,26848 ,515934 ,39703 ,7327 ,36448 ,56828 
2019-03-01,1787180 ,65183 ,105382 ,15211 ,66464 ,62648 ,43017 ,7205 ,161955 ,34696 ,103371 ,58951 ,10565 ,17278 ,32225 ,57474 ,24045 ,206757 ,34843 ,35685 ,51906 ,26820 ,516741 ,40331 ,7181 ,36216 ,54183 
2019-03-08,1793646 ,65853 ,106419 ,13760 ,66449 ,62612 ,43797 ,7859 ,162291 ,35000 ,103804 ,59578 ,10679 ,17482 ,32462 ,58004 ,24112 ,207351 ,35126 ,36109 ,52652 ,27457 ,515566 ,42184 ,7945 ,36598 ,54738 
2019-03-15,1779826 ,66083 ,105825 ,13686 ,66351 ,63116 ,43587 ,7624 ,160150 ,34857 ,103216 ,59371 ,10559 ,17650 ,32308 ,58098 ,24712 ,207224 ,35126 ,35855 ,52671 ,27266 ,504428 ,41900 ,8727 ,36521 ,54531 
2019-03-22,1762317 ,66277 ,105060 ,13645 ,65750 ,61893 ,43439 ,7700 ,161102 ,35283 ,102639 ,60338 ,10561 ,17679 ,32297 ,59848 ,24994 ,207366 ,33697 ,36396 ,52530 ,26921 ,488164 ,41774 ,8784 ,36532 ,53348 
2019-03-29,1726404 ,66164 ,104353 ,14736 ,65308 ,63816 ,43790 ,7766 ,157594 ,35169 ,102160 ,60392 ,10535 ,17942 ,32265 ,58051 ,24766 ,208310 ,33697 ,36351 ,52121 ,26627 ,455766 ,41756 ,8556 ,36248 ,53507 
2019-04-05,1727265 ,64380 ,104132 ,14914 ,66129 ,65345 ,44539 ,8204 ,158850 ,35492 ,103878 ,62229 ,10726 ,18390 ,32465 ,58971 ,26118 ,208812 ,33990 ,32090 ,53695 ,27737 ,448657 ,42528 ,9967 ,36289 ,54273 
2019-04-12,1710294 ,63306 ,102765 ,14901 ,65974 ,65881 ,44617 ,7901 ,159288 ,35504 ,104014 ,61758 ,10627 ,18377 ,32252 ,58980 ,25613 ,209348 ,34200 ,31422 ,53580 ,27360 ,433910 ,42790 ,10105 ,35732 ,55094 
2019-04-19,1701363 ,62762 ,102519 ,14073 ,65372 ,66788 ,44533 ,7257 ,157397 ,35650 ,105213 ,58690 ,10690 ,17904 ,32020 ,54623 ,25218 ,209771 ,36556 ,31164 ,52801 ,26827 ,431996 ,42782 ,10132 ,35577 ,53519 
2019-04-26,1675608 ,61240 ,96128 ,14972 ,65041 ,67705 ,44548 ,7027 ,157137 ,35966 ,106848 ,58966 ,10576 ,17925 ,31906 ,54553 ,24047 ,210932 ,36678 ,30880 ,52021 ,26655 ,415497 ,42175 ,8680 ,35469 ,53509 
2019-05-03,1673608 ,76570 ,97921 ,14838 ,64695 ,67823 ,44391 ,6878 ,144092 ,36413 ,107990 ,58247 ,11013 ,18161 ,32374 ,55107 ,24514 ,211412 ,36638 ,27898 ,52887 ,27038 ,407346 ,43017 ,9175 ,35811 ,54647 
2019-05-10,1673953 ,75424 ,97404 ,15413 ,64362 ,67650 ,44408 ,6792 ,143882 ,36136 ,108059 ,60370 ,11063 ,17925 ,32001 ,55428 ,25101 ,211412 ,37351 ,27802 ,52947 ,27012 ,407320 ,42784 ,9163 ,35687 ,54634 
2019-05-17,1668756 ,74538 ,102273 ,15490 ,64923 ,67120 ,43918 ,7493 ,142905 ,35005 ,107749 ,60445 ,10982 ,18001 ,31478 ,55501 ,25277 ,210244 ,37962 ,34012 ,52415 ,26910 ,409438 ,42663 ,9011 ,35593 ,44185 
2019-05-24,1668236 ,74474 ,102005 ,15485 ,65170 ,67881 ,43674 ,7626 ,142748 ,34653 ,107757 ,60448 ,11115 ,17895 ,31449 ,60259 ,25954 ,210442 ,38111 ,34148 ,52323 ,27634 ,410380 ,42629 ,8714 ,35397 ,42246 
2019-05-31,1656565 ,74464 ,101200 ,15637 ,64840 ,69669 ,43549 ,7541 ,143132 ,34811 ,107772 ,60430 ,11376 ,17867 ,31326 ,60081 ,25488 ,209679 ,40192 ,34038 ,48359 ,29063 ,403508 ,42196 ,8513 ,35393 ,39028 
2019-06-07,1673014 ,75571 ,103033 ,15261 ,65259 ,70421 ,43675 ,8121 ,144115 ,35080 ,109462 ,61158 ,11543 ,18081 ,31413 ,60589 ,25924 ,210738 ,40224 ,34470 ,49466 ,29464 ,406228 ,43121 ,9111 ,35675 ,40738 
2019-06-14,1668907 ,74605 ,103043 ,15266 ,64956 ,70746 ,43076 ,8090 ,145815 ,34908 ,110519 ,61366 ,11526 ,18110 ,31398 ,61076 ,25358 ,209412 ,40239 ,34301 ,49672 ,29959 ,403549 ,43401 ,8578 ,35635 ,39974 
2019-06-21,1660433 ,72609 ,102454 ,15326 ,64413 ,70782 ,43039 ,8145 ,144300 ,35194 ,110501 ,61585 ,11519 ,18025 ,31376 ,60816 ,25153 ,209359 ,40224 ,33881 ,49447 ,30339 ,399576 ,43258 ,9366 ,35686 ,39594 
2019-06-28,1639819 ,70349 ,101510 ,15218 ,64503 ,71129 ,42489 ,8196 ,143754 ,35081 ,110477 ,61765 ,11722 ,18021 ,31291 ,53757 ,25970 ,210044 ,40224 ,33722 ,49433 ,30452 ,388911 ,43265 ,9551 ,35682 ,39654 
2019-07-05,1649614 ,69889 ,102442 ,15499 ,64058 ,71896 ,42588 ,8430 ,143539 ,34671 ,112338 ,62224 ,11755 ,17991 ,31462 ,54120 ,27452 ,211009 ,40312 ,33830 ,50861 ,30955 ,390753 ,43509 ,9760 ,35850 ,40422 
2019-07-12,1631316 ,68028 ,100947 ,15440 ,63315 ,71133 ,42304 ,8478 ,143787 ,34367 ,112289 ,61972 ,11781 ,18001 ,31123 ,53649 ,27066 ,210973 ,40394 ,33059 ,50579 ,30765 ,381608 ,42445 ,9592 ,35455 ,40351 
2019-07-19,1628356 ,66902 ,99680 ,15419 ,63403 ,70739 ,42605 ,9079 ,143871 ,33912 ,112284 ,62032 ,11743 ,18162 ,31050 ,53587 ,26482 ,211546 ,41227 ,32156 ,50499 ,30375 ,381540 ,42189 ,9571 ,35577 ,40043 
2019-07-26,1625941 ,66122 ,98418 ,15153 ,62157 ,71244 ,43661 ,9493 ,144496 ,33586 ,116114 ,61559 ,11684 ,17887 ,30955 ,53553 ,26278 ,212367 ,41827 ,31962 ,50504 ,28891 ,380396 ,42187 ,7300 ,35562 ,39615 
2019-08-02,1652369 ,68921 ,100523 ,15024 ,61768 ,72590 ,43316 ,9575 ,146127 ,33947 ,117485 ,61654 ,11760 ,17714 ,31282 ,54055 ,26975 ,213801 ,41717 ,32251 ,51750 ,29576 ,392034 ,42039 ,8558 ,35846 ,41801 
2019-08-09,1648705 ,70045 ,99279 ,14438 ,61771 ,72609 ,43634 ,9575 ,146665 ,33419 ,116899 ,59159 ,11759 ,17767 ,31323 ,53568 ,26203 ,213862 ,42257 ,31979 ,52948 ,30215 ,392757 ,42006 ,8179 ,35344 ,41805 
2019-08-16,1627954 ,70055 ,95993 ,14349 ,62039 ,71933 ,43773 ,9800 ,141117 ,32067 ,116537 ,59121 ,11702 ,16271 ,29820 ,53330 ,26632 ,213770 ,42956 ,23700 ,51969 ,31229 ,391605 ,41869 ,8441 ,35107 ,42809 
2019-08-23,1623660 ,69595 ,91795 ,15136 ,61307 ,71039 ,44130 ,10240 ,141158 ,31676 ,116801 ,58764 ,11534 ,16592 ,29815 ,53047 ,26701 ,212497 ,43491 ,23719 ,51751 ,31383 ,391470 ,41770 ,8304 ,35107 ,43218 
2019-08-30,1617162 ,69860 ,91623 ,15111 ,61297 ,68204 ,44103 ,10241 ,140859 ,29082 ,116592 ,58897 ,11529 ,16591 ,29809 ,52960 ,26692 ,212149 ,41768 ,23632 ,51472 ,31167 ,391751 ,41956 ,8137 ,35030 ,43252 
2019-09-06,1642643 ,72485 ,96213 ,16346 ,61689 ,69566 ,44594 ,10817 ,139794 ,29462 ,118042 ,58492 ,11726 ,17120 ,30073 ,53969 ,28095 ,212390 ,39763 ,23948 ,52032 ,32141 ,401520 ,42233 ,9219 ,35289 ,45855 
2019-09-13,1643278 ,72453 ,96071 ,16346 ,61689 ,69497 ,44605 ,10769 ,140166 ,28977 ,118100 ,58466 ,11706 ,17045 ,30098 ,54006 ,28010 ,212410 ,39563 ,23571 ,52289 ,31889 ,402980 ,42425 ,9322 ,35273 ,45855 
2019-09-20,1642156 ,72897 ,94541 ,16290 ,61307 ,67952 ,44945 ,10369 ,140039 ,27036 ,118141 ,58390 ,11710 ,16914 ,30058 ,55927 ,28042 ,212300 ,39563 ,23506 ,52348 ,31441 ,402046 ,42476 ,8867 ,35273 ,45842 
2019-09-27,1641323 ,71916 ,92873 ,16165 ,60961 ,68258 ,44988 ,10289 ,140119 ,26615 ,118703 ,58286 ,11663 ,16892 ,29947 ,55852 ,27320 ,212373 ,39602 ,23422 ,52369 ,31114 ,404694 ,42485 ,8905 ,35153 ,46164 
2019-10-04,1677446 ,75312 ,94693 ,15635 ,60890 ,69456 ,45572 ,10492 ,142179 ,26792 ,120598 ,59387 ,11747 ,17133 ,30137 ,56291 ,29587 ,213017 ,39408 ,23955 ,53463 ,31615 ,422073 ,43188 ,9102 ,35410 ,48536 
2019-10-11,1672762 ,73995 ,92056 ,15538 ,59830 ,69529 ,45557 ,10530 ,140244 ,25796 ,120963 ,58830 ,11686 ,17244 ,29740 ,52121 ,29513 ,212243 ,39444 ,23573 ,53046 ,31458 ,427970 ,43557 ,9266 ,35041 ,48105 
2019-10-18,1667197 ,73392 ,91745 ,15500 ,59488 ,69115 ,45557 ,10388 ,139486 ,25594 ,119294 ,58919 ,11603 ,17061 ,29564 ,50558 ,29303 ,211307 ,39112 ,22501 ,53050 ,32141 ,429316 ,43363 ,8367 ,34974 ,47622 
2019-10-25,1660874 ,74602 ,90845 ,15452 ,56406 ,69851 ,45674 ,10376 ,138488 ,25521 ,117699 ,58810 ,11529 ,16800 ,29216 ,50474 ,28535 ,210659 ,39681 ,22415 ,53005 ,32338 ,430622 ,43252 ,6279 ,34942 ,47783 
2019-11-01,1680298 ,74312 ,90547 ,15403 ,53585 ,69248 ,44182 ,10560 ,139424 ,26472 ,118491 ,61131 ,11390 ,17176 ,29361 ,50976 ,28989 ,205259 ,39639 ,22948 ,54815 ,32984 ,448595 ,42207 ,8052 ,34933 ,50426 
2019-11-08,1678981 ,74450 ,87770 ,15600 ,53735 ,69569 ,44002 ,10155 ,139581 ,26439 ,118594 ,61270 ,11563 ,16866 ,28857 ,50910 ,29101 ,205397 ,40645 ,22998 ,54894 ,34170 ,448259 ,42752 ,8019 ,34576 ,50283 
2019-11-15,1678105 ,73143 ,87566 ,15560 ,53672 ,68394 ,43494 ,10026 ,142133 ,25790 ,118708 ,62821 ,11718 ,16370 ,28499 ,50674 ,30114 ,205665 ,40913 ,22359 ,54928 ,33649 ,448835 ,42418 ,8584 ,34605 ,47679 
2019-11-22,1679595 ,72886 ,86455 ,14572 ,53243 ,73397 ,43572 ,9931 ,143123 ,25671 ,119328 ,63013 ,11743 ,16475 ,28903 ,50303 ,29084 ,205316 ,40302 ,25021 ,53855 ,35052 ,450343 ,42415 ,7495 ,34644 ,48151 
2019-11-29,1679944 ,72477 ,87107 ,14552 ,53190 ,73295 ,43419 ,9128 ,144719 ,26213 ,119840 ,66090 ,11720 ,17164 ,29175 ,54093 ,29522 ,205360 ,40436 ,25354 ,54347 ,35096 ,447463 ,42381 ,7235 ,34613 ,48325 
2019-12-06,1706765 ,74158 ,85043 ,13516 ,53156 ,71392 ,43247 ,9562 ,145928 ,25894 ,121305 ,66618 ,11837 ,17357 ,29509 ,54280 ,30040 ,209477 ,40431 ,25988 ,55420 ,36156 ,461504 ,43176 ,8784 ,34866 ,51009 
2019-12-13,1704287 ,74007 ,84294 ,13503 ,53075 ,71294 ,43520 ,9610 ,145785 ,25772 ,121121 ,66734 ,12141 ,17400 ,29467 ,54001 ,30454 ,209488 ,40430 ,25988 ,55417 ,36826 ,459625 ,43113 ,8658 ,34335 ,51316 
2019-12-20,1705473 ,73735 ,84107 ,13468 ,52954 ,71345 ,42840 ,9607 ,146127 ,25761 ,121074 ,66151 ,12145 ,17391 ,29481 ,54891 ,30032 ,209534 ,40430 ,25987 ,55580 ,36839 ,462230 ,42913 ,8639 ,34335 ,51288 
2019-12-27,1708209 ,73638 ,84236 ,13660 ,52638 ,71103 ,42949 ,9625 ,146153 ,25753 ,121051 ,66217 ,12152 ,17393 ,29281 ,55081 ,29789 ,209582 ,40430 ,25909 ,55525 ,36788 ,464666 ,42800 ,8998 ,34335 ,51749 
2020-01-03,1732637 ,73540 ,83673 ,12020 ,52845 ,67711 ,43476 ,9976 ,145095 ,25047 ,122184 ,65863 ,12327 ,17077 ,29431 ,55029 ,29937 ,209658 ,40094 ,26299 ,56868 ,36384 ,485470 ,42920 ,8563 ,34722 ,51988 
2020-01-10,1741224 ,71884 ,80388 ,11719 ,51777 ,69559 ,43569 ,9558 ,145429 ,24834 ,121964 ,66540 ,12423 ,16921 ,29438 ,54740 ,30268 ,209354 ,39821 ,26056 ,57216 ,36561 ,500217 ,42464 ,8184 ,34716 ,51736 
2020-01-17,1741140 ,68430 ,79225 ,11731 ,51908 ,69017 ,43919 ,8976 ,143117 ,24640 ,122111 ,66550 ,12435 ,16762 ,29237 ,54917 ,30421 ,209481 ,39717 ,25749 ,56799 ,36671 ,507790 ,42375 ,8221 ,34442 ,51668 
2020-01-24,1740194 ,68064 ,77545 ,11669 ,51931 ,68484 ,43961 ,8970 ,142782 ,24611 ,124827 ,66687 ,12483 ,16776 ,29138 ,54923 ,30416 ,209328 ,39657 ,24914 ,56649 ,36434 ,508137 ,42325 ,8127 ,34197 ,50834 
2020-01-31,1733815 ,67188 ,75589 ,11595 ,50515 ,69072 ,43551 ,8796 ,141901 ,24701 ,126067 ,66776 ,12489 ,16727 ,29086 ,55099 ,29942 ,213611 ,39878 ,24998 ,55284 ,38399 ,502663 ,39897 ,7784 ,34096 ,50873 
2020-02-07,1738429 ,57925 ,76497 ,12233 ,48709 ,70444 ,43488 ,8605 ,141159 ,25385 ,127399 ,60430 ,12549 ,16602 ,29206 ,55530 ,30995 ,211534 ,38894 ,25083 ,55970 ,39127 ,523048 ,40590 ,7671 ,33990 ,51325 
2020-02-14,1722225 ,56474 ,75018 ,11726 ,48709 ,70977 ,41880 ,8700 ,139468 ,25228 ,128125 ,59617 ,12218 ,16084 ,28723 ,55366 ,31367 ,205647 ,38928 ,18950 ,56389 ,38911 ,523139 ,39879 ,7494 ,33211 ,54305 
2020-02-21,1714152 ,56341 ,73704 ,11335 ,48661 ,68373 ,41145 ,8755 ,136329 ,25320 ,127851 ,64098 ,12230 ,15398 ,28260 ,54956 ,29490 ,203097 ,39290 ,18767 ,56452 ,36740 ,520522 ,39031 ,7694 ,33155 ,54093 
2020-02-28,1704790 ,54385 ,70777 ,11304 ,48003 ,67983 ,40961 ,8579 ,134759 ,24658 ,128111 ,62660 ,12063 ,14489 ,28094 ,50585 ,29465 ,207133 ,39585 ,18688 ,55889 ,35175 ,521567 ,39286 ,7452 ,33092 ,53595 
2020-03-06,1710505 ,54331 ,71742 ,11355 ,47984 ,67133 ,41378 ,9082 ,133153 ,25126 ,128316 ,59997 ,11649 ,15353 ,28194 ,49555 ,30054 ,206218 ,39542 ,17845 ,56324 ,36689 ,538143 ,39974 ,8350 ,33350 ,45691 
2020-03-13,1710207 ,53882 ,71601 ,11336 ,47055 ,67660 ,42281 ,9169 ,129986 ,25087 ,126781 ,59542 ,11464 ,15117 ,27877 ,51694 ,31576 ,204801 ,39542 ,17892 ,56235 ,36904 ,541404 ,40383 ,8617 ,33287 ,47203 
2020-03-20,1676804 ,50972 ,70165 ,11245 ,45690 ,67268 ,41714 ,8965 ,127320 ,23618 ,120606 ,58759 ,11430 ,14951 ,27610 ,51638 ,31159 ,203335 ,39479 ,17503 ,55429 ,36807 ,529842 ,39539 ,8622 ,33257 ,47203 
2020-03-27,1653338 ,48914 ,68502 ,11226 ,44950 ,66942 ,41544 ,8410 ,127966 ,23497 ,118292 ,58146 ,10858 ,14663 ,27173 ,51561 ,31034 ,198941 ,39394 ,17563 ,54624 ,36389 ,521989 ,39580 ,7888 ,33196 ,47096 
2020-04-03,1643134 ,44022 ,67983 ,12199 ,43946 ,68684 ,41282 ,8749 ,122560 ,22878 ,117663 ,61101 ,10797 ,15089 ,27273 ,54191 ,32406 ,194946 ,38166 ,17883 ,56547 ,34833 ,522493 ,39706 ,8232 ,33167 ,46630 
2020-04-10,1575573 ,39462 ,66724 ,12170 ,42413 ,68308 ,25759 ,8175 ,122439 ,20854 ,111848 ,59349 ,9292 ,15194 ,26431 ,53874 ,32659 ,192460 ,37437 ,17050 ,55814 ,33662 ,495671 ,39741 ,8500 ,33130 ,46630 
2020-04-17,1559381 ,37043 ,67732 ,11986 ,40304 ,67464 ,25270 ,7803 ,121445 ,19464 ,107516 ,58588 ,8271 ,14980 ,25962 ,50694 ,32489 ,191996 ,35352 ,16823 ,55582 ,33292 ,495187 ,39347 ,8472 ,33046 ,47932 
2020-04-24,1548114 ,35248 ,67709 ,13092 ,39515 ,67493 ,25250 ,7907 ,121217 ,18546 ,103714 ,59029 ,8066 ,15004 ,25696 ,50835 ,32634 ,191046 ,35352 ,17437 ,55662 ,34071 ,491947 ,39315 ,6734 ,33043 ,49017 
2020-05-01,1523999 ,32234 ,68193 ,13177 ,36589 ,67407 ,25225 ,7552 ,118772 ,17414 ,100429 ,58574 ,6722 ,14860 ,26196 ,50541 ,32127 ,187293 ,35551 ,17244 ,55577 ,33710 ,487142 ,39057 ,6635 ,33050 ,49053 
2020-05-08,1531289 ,24375 ,69091 ,12372 ,37138 ,67942 ,25601 ,8009 ,117683 ,18312 ,102188 ,59133 ,7357 ,14649 ,26390 ,53965 ,32597 ,187263 ,36123 ,17960 ,57008 ,33759 ,494626 ,37620 ,7126 ,33278 ,49143 
2020-05-15,1526369 ,23348 ,69131 ,12369 ,37138 ,69445 ,25518 ,8654 ,117261 ,18321 ,100765 ,59621 ,5960 ,13950 ,24921 ,54089 ,35396 ,187082 ,36376 ,17852 ,57094 ,32400 ,494187 ,37643 ,7115 ,34297 ,48658 
2020-05-22,1522837 ,22747 ,69092 ,12599 ,37173 ,70902 ,25421 ,9758 ,114740 ,17499 ,97379 ,58397 ,5730 ,13898 ,25041 ,54738 ,35890 ,187003 ,37098 ,17574 ,57337 ,31692 ,494744 ,37788 ,7146 ,34260 ,51665 
