Date,MKF500,Value,Growth,KOSPI200
2003-06-27,1379.45,2148.64,1461.80,86.53
2003-07-04,1417.28,2189.17,1507.46,88.59
2003-07-11,1444.65,2184.23,1554.45,90.15
2003-07-18,1431.05,2122.84,1528.89,89.63
2003-07-25,1443.56,2137.88,1544.13,90.34
2003-08-01,1487.24,2181.29,1566.87,93.46
2003-08-08,1437.83,2184.23,1498.42,90.24
2003-08-15,1484.41,2265.72,1541.60,93.38
2003-08-22,1539.55,2447.08,1596.90,97.23
2003-08-29,1543.20,2469.77,1606.48,97.59
2003-09-05,1551.68,2472.43,1613.99,97.93
2003-09-12,1568.06,2453.96,1631.72,98.87
2003-09-19,1518.50,2392.92,1576.23,96.13
2003-09-26,1411.65,2276.14,1448.92,89.51
2003-10-03,1455.73,2335.38,1501.16,92.05
2003-10-10,1544.79,2433.51,1593.81,97.98
2003-10-17,1562.37,2479.63,1590.10,99.33
2003-10-24,1521.23,2448.42,1565.36,96.74
2003-10-31,1589.73,2595.59,1625.13,101.44
2003-11-07,1631.15,2801.46,1655.34,104.23
2003-11-14,1647.11,2860.44,1665.74,105.35
2003-11-21,1565.82,2673.59,1576.19,99.94
2003-11-28,1613.87,2797.42,1609.11,103.61
2003-12-05,1597.64,2840.92,1610.17,101.87
2003-12-12,1632.69,2900.65,1646.15,104.32
2003-12-19,1635.85,2935.14,1640.76,105.04
2003-12-26,1594.96,2868.76,1601.53,102.43
2004-01-02,1659.81,2943.84,1678.56,106.65
2004-01-09,1725.35,2918.48,1746.83,110.26
2004-01-16,1727.38,2980.49,1736.08,110.63
2004-01-23,1758.95,2991.98,1768.97,112.63
2004-01-30,1735.02,2916.77,1751.80,110.89
2004-02-06,1736.46,2948.16,1732.43,111.16
2004-02-13,1807.16,3043.53,1811.86,115.75
2004-02-20,1795.11,3039.14,1791.00,115.03
2004-02-27,1801.94,3075.83,1784.17,115.92
2004-03-05,1849.59,3199.66,1812.78,118.88
2004-03-12,1736.18,3028.10,1706.51,111.23
2004-03-19,1807.02,3171.42,1771.46,116.02
2004-03-26,1768.19,3097.65,1742.51,113.64
2004-04-02,1817.64,3187.94,1795.34,116.35
2004-04-09,1864.59,3243.98,1821.71,119.27
2004-04-16,1844.23,3251.38,1794.46,117.97
2004-04-23,1917.52,3352.90,1881.10,122.44
2004-04-30,1760.40,3201.84,1706.58,112.40
2004-05-07,1709.75,3072.24,1675.11,109.38
2004-05-14,1554.29,2815.60,1508.41,99.11
2004-05-21,1596.02,2823.50,1550.00,102.13
2004-05-28,1654.25,2931.89,1599.75,105.82
2004-06-04,1579.28,2867.25,1508.88,100.95
2004-06-11,1510.34,2824.20,1439.92,96.39
2004-06-18,1498.16,2764.98,1418.26,95.74
2004-06-25,1580.37,2801.30,1484.11,101.08
2004-07-02,1526.21,2825.69,1454.17,97.75
2004-07-09,1501.33,2824.20,1427.58,96.51
2004-07-16,1486.33,2816.78,1399.94,95.60
2004-07-23,1480.47,2833.81,1381.15,95.38
2004-07-30,1472.58,2824.66,1375.29,95.27
2004-08-06,1470.24,2817.33,1391.12,94.84
2004-08-13,1551.17,2968.75,1485.34,100.15
2004-08-20,1561.10,3007.55,1485.37,100.86
2004-08-27,1597.55,3093.04,1524.25,103.38
2004-09-03,1618.88,3213.92,1535.40,104.84
2004-09-10,1658.13,3282.13,1566.43,107.32
2004-09-17,1682.52,3345.92,1580.23,109.32
2004-09-24,1649.47,3344.14,1539.56,107.33
2004-10-01,1679.84,3430.45,1565.27,109.42
2004-10-08,1745.08,3544.61,1620.25,113.82
2004-10-15,1663.05,3562.15,1546.73,108.42
2004-10-22,1639.08,3511.51,1506.85,106.80
2004-10-29,1653.62,3642.45,1499.97,107.99
2004-11-05,1705.16,3727.42,1540.12,111.52
2004-11-12,1734.30,3840.24,1556.05,113.41
2004-11-19,1718.69,3757.41,1560.73,112.07
2004-11-26,1698.05,3831.87,1526.99,110.68
2004-12-03,1743.23,3994.42,1548.24,113.96
2004-12-10,1662.32,3857.07,1482.04,108.57
2004-12-17,1723.14,3902.21,1542.00,112.63
2004-12-24,1729.89,3869.90,1526.42,113.15
2004-12-31,1759.40,3923.91,1572.55,115.25
2005-01-07,1731.14,3929.89,1562.50,112.71
2005-01-14,1807.43,4023.33,1619.37,117.82
2005-01-21,1836.25,4073.21,1654.30,119.40
2005-01-28,1842.57,4225.22,1668.24,119.65
2005-02-04,1866.35,4421.95,1674.68,121.30
2005-02-11,1893.93,4567.54,1698.04,122.84
2005-02-18,1968.04,4820.98,1760.51,127.43
2005-02-25,1990.67,5050.88,1754.40,129.13
2005-03-04,2017.50,5401.99,1792.11,130.61
2005-03-11,2033.95,5400.10,1818.78,131.97
2005-03-18,1947.53,5023.63,1723.48,126.82
2005-03-25,1921.49,4920.28,1709.73,125.07
2005-04-01,1947.82,4972.55,1739.79,126.88
2005-04-08,1972.06,5005.85,1754.40,128.44
2005-04-15,1879.74,4806.76,1677.27,122.41
2005-04-22,1859.31,4790.75,1648.73,121.36
2005-04-29,1795.07,4609.85,1574.91,117.58
2005-05-06,1856.28,4768.68,1625.02,121.26
2005-05-13,1821.26,4605.34,1585.75,118.87
2005-05-20,1880.65,4735.26,1627.22,123.02
2005-05-27,1894.83,4802.40,1664.66,123.89
2005-06-03,1926.04,4916.17,1698.01,125.70
2005-06-10,1951.88,5050.15,1728.19,127.68
2005-06-17,1977.45,5129.43,1718.83,129.33
2005-06-24,1974.80,5263.95,1713.97,129.08
2005-07-01,2004.95,5467.75,1752.87,130.59
2005-07-08,2020.25,5425.76,1788.07,131.28
2005-07-15,2092.74,5580.96,1841.39,136.48
2005-07-22,2115.27,5651.18,1848.55,138.37
2005-07-29,2194.34,5891.02,1914.26,143.32
2005-08-05,2142.93,5781.29,1868.61,140.70
2005-08-12,2226.83,6024.42,1960.11,146.04
2005-08-19,2148.41,5868.85,1881.57,140.68
2005-08-26,2142.28,5893.75,1883.60,140.36
2005-09-02,2202.17,6029.58,1914.39,144.30
2005-09-09,2274.78,6167.51,1980.67,149.34
2005-09-16,2330.95,6277.89,2025.93,152.55
2005-09-23,2330.41,6424.15,2030.90,152.39
2005-09-30,2412.75,6743.32,2114.54,157.55
2005-10-07,2366.26,6705.64,2077.35,154.40
2005-10-14,2342.29,6722.58,2084.66,152.48
2005-10-21,2330.44,6677.66,2055.47,152.22
2005-10-28,2246.67,6513.63,1989.75,146.55
2005-11-04,2410.25,6789.04,2132.42,157.28
2005-11-11,2479.08,6959.57,2178.44,161.81
2005-11-18,2508.90,7068.24,2225.74,163.74
2005-11-25,2547.32,7484.59,2252.04,165.51
2005-12-02,2581.48,7483.35,2333.49,167.56
2005-12-09,2603.98,7430.75,2382.72,169.16
2005-12-16,2605.63,7499.41,2363.46,169.45
2005-12-23,2685.26,7556.30,2452.83,175.11
2005-12-30,2721.36,7672.82,2481.10,177.43
2006-01-06,2790.02,8049.46,2502.03,180.87
2006-01-13,2797.69,8222.95,2465.52,181.71
2006-01-20,2614.77,7464.69,2301.86,170.60
2006-01-27,2739.79,7792.20,2380.21,178.64
2006-02-03,2641.09,7359.77,2276.79,172.67
2006-02-10,2649.10,7435.30,2300.83,172.68
2006-02-17,2634.25,7483.32,2277.33,172.40
2006-02-24,2705.42,7716.86,2375.76,176.96
2006-03-03,2631.93,7607.81,2305.35,171.67
2006-03-10,2609.82,7670.75,2295.21,170.37
2006-03-17,2655.75,7823.92,2334.85,173.48
2006-03-24,2620.98,7616.90,2283.04,170.86
2006-03-31,2703.94,7890.67,2374.43,176.21
2006-04-07,2793.22,8144.64,2451.34,181.97
2006-04-14,2852.08,8575.00,2497.00,185.67
2006-04-21,2897.88,8687.79,2564.42,188.20
2006-04-28,2835.71,8538.10,2482.12,184.10
2006-05-05,2880.10,8790.47,2488.13,186.98
2006-05-12,2893.28,8913.99,2528.57,187.27
2006-05-19,2745.46,8285.38,2380.01,177.94
2006-05-26,2654.31,7949.80,2299.02,171.83
2006-06-02,2629.69,7820.75,2261.11,169.85
2006-06-09,2479.32,7413.62,2115.49,159.61
2006-06-16,2530.26,7667.99,2187.57,163.05
2006-06-23,2457.33,7381.94,2105.68,158.88
2006-06-30,2600.65,7718.21,2242.21,167.45
2006-07-07,2555.95,7518.65,2214.13,164.70
2006-07-14,2514.32,7322.06,2205.55,162.33
2006-07-21,2546.45,7371.52,2232.03,165.00
2006-07-28,2600.44,7496.46,2288.01,168.54
2006-08-04,2614.97,7461.05,2298.10,169.68
2006-08-11,2588.60,7457.42,2260.87,167.65
2006-08-18,2664.91,7579.65,2355.22,173.17
2006-08-25,2662.19,7733.67,2338.94,172.92
2006-09-01,2713.63,7936.82,2429.17,175.99
2006-09-08,2714.18,7988.95,2424.53,175.78
2006-09-15,2728.69,8067.25,2454.65,176.51
2006-09-22,2702.46,7963.34,2428.95,175.00
2006-09-29,2746.84,8176.23,2491.73,178.05
2006-10-06,2703.88,8021.99,2470.75,175.48
2006-10-13,2700.96,8004.69,2440.69,175.42
2006-10-20,2729.52,8141.72,2480.92,177.35
2006-10-27,2739.77,8263.89,2489.37,177.85
2006-11-03,2763.82,8530.50,2545.80,179.14
2006-11-10,2790.05,8576.06,2525.55,180.78
2006-11-17,2827.75,8714.83,2538.28,182.94
2006-11-24,2844.09,9003.25,2583.45,183.91
2006-12-01,2868.34,9084.43,2628.07,185.28
2006-12-08,2779.36,8876.90,2509.49,179.49
2006-12-15,2844.08,9012.69,2570.23,183.82
2006-12-22,2862.29,9056.49,2585.48,185.98
2006-12-29,2860.32,9017.51,2599.60,185.39
2007-01-05,2766.22,8691.44,2500.16,179.10
2007-01-12,2773.63,8756.44,2502.37,179.36
2007-01-19,2719.98,8535.81,2401.22,176.23
2007-01-26,2739.57,8634.86,2421.70,177.58
2007-02-02,2829.42,8863.69,2486.18,183.20
2007-02-09,2854.88,8960.20,2517.30,184.72
2007-02-16,2902.91,9118.25,2559.03,187.57
2007-02-23,2945.09,9228.13,2625.17,190.19
2007-03-02,2836.39,9003.97,2502.80,182.78
2007-03-09,2860.49,9047.74,2525.41,183.87
2007-03-16,2872.16,9216.00,2519.26,184.42
2007-03-23,2912.53,9379.45,2586.35,186.89
2007-03-30,2923.45,9526.03,2629.83,187.60
2007-04-06,2984.42,9713.20,2747.36,191.63
2007-04-13,3045.20,9986.96,2820.36,195.85
2007-04-20,3062.27,10244.80,2845.02,197.24
2007-04-27,3080.08,10316.46,2896.07,198.28
2007-05-04,3132.73,10723.86,2961.33,201.56
2007-05-11,3201.84,11101.04,3071.84,206.06
2007-05-18,3209.82,11224.03,3050.26,206.69
2007-05-25,3272.48,11579.34,3169.07,210.54
2007-06-01,3418.14,12170.43,3369.82,218.74
2007-06-08,3438.87,12251.45,3355.24,219.80
2007-06-15,3544.43,12695.80,3456.80,224.61
2007-06-22,3532.69,12471.88,3518.81,224.95
2007-06-29,3471.58,12386.87,3444.28,221.31
2007-07-06,3710.22,13113.33,3781.28,236.52
2007-07-13,3916.72,13783.66,3930.05,250.19
2007-07-20,3944.53,14099.89,3969.15,251.45
2007-07-27,3737.14,13774.18,3727.30,238.34
2007-08-03,3722.26,13864.97,3768.20,236.91
2007-08-10,3620.81,13389.28,3662.11,230.68
2007-08-17,3246.30,11772.61,3254.68,208.57
2007-08-24,3558.52,13038.44,3581.81,227.18
2007-08-31,3725.14,13776.93,3750.54,238.28
2007-09-07,3746.60,13802.39,3736.66,238.92
2007-09-14,3715.95,13667.20,3688.96,236.54
2007-09-21,3825.08,13785.90,3849.61,243.45
2007-09-28,3889.17,14000.44,3862.60,247.20
2007-10-05,4001.11,14380.85,4005.27,253.63
2007-10-12,4053.68,14286.89,4123.14,257.31
2007-10-19,3923.71,14034.35,4012.08,248.35
2007-10-26,4042.55,14250.48,4115.15,255.65
2007-11-02,4022.61,14169.11,4051.31,254.74
2007-11-09,3966.73,13953.99,3989.01,252.21
2007-11-16,3836.92,13639.12,3797.79,244.13
2007-11-23,3542.16,12626.46,3414.02,225.54
2007-11-30,3796.96,13407.77,3788.64,241.91
2007-12-07,3866.82,13447.25,3850.07,247.38
2007-12-14,3799.16,13420.37,3718.19,241.50
2007-12-21,3759.63,13581.86,3621.98,239.60
2007-12-28,3792.19,13559.22,3776.68,241.27
2008-01-04,3730.23,13294.55,3732.97,235.77
2008-01-11,3553.75,12613.81,3592.53,224.41
2008-01-18,3465.82,12462.09,3349.06,219.87
2008-01-25,3382.21,12126.85,3248.89,215.06
2008-02-01,3274.89,11989.01,3005.90,209.08
2008-02-08,3405.17,12161.63,3192.41,216.91
2008-02-15,3383.58,11990.60,3248.87,215.38
2008-02-22,3363.37,11808.99,3254.60,213.73
2008-02-29,3409.09,11916.93,3336.10,216.85
2008-03-07,3308.36,11510.45,3230.33,210.57
2008-03-14,3178.74,11439.27,3019.96,202.63
2008-03-21,3275.60,11563.09,3101.58,209.69
2008-03-28,3394.89,11886.93,3214.19,217.22
2008-04-04,3533.31,12234.95,3317.26,226.95
2008-04-11,3564.88,12382.29,3313.90,228.80
2008-04-18,3538.77,12662.12,3277.49,227.25
2008-04-25,3654.35,12914.48,3367.07,234.56
2008-05-02,3705.33,13218.31,3346.84,238.18
2008-05-09,3636.39,13110.61,3251.22,233.98
2008-05-16,3774.96,13565.27,3322.44,243.54
2008-05-23,3644.38,13141.59,3239.45,234.14
2008-05-30,3692.66,13138.73,3258.58,237.46
2008-06-06,3653.75,13038.13,3234.59,234.76
2008-06-13,3479.17,12755.85,3052.01,222.79
2008-06-20,3445.37,12715.30,3002.63,220.57
2008-06-27,3352.46,12456.51,2889.83,214.59
2008-07-04,3134.81,11725.16,2650.78,201.74
2008-07-11,3119.61,11646.92,2666.80,200.12
2008-07-18,2999.82,11139.57,2526.00,192.86
2008-07-25,3173.66,11703.81,2754.63,204.27
2008-08-01,3125.35,11675.21,2627.46,201.43
2008-08-08,3109.56,11677.41,2575.12,200.76
2008-08-15,3121.43,11559.50,2618.32,201.50
2008-08-22,2966.18,11084.71,2431.08,192.04
2008-08-29,2924.57,11146.55,2350.99,188.96
2008-09-05,2787.32,10594.37,2192.59,180.49
2008-09-12,2935.02,11131.40,2385.91,189.90
2008-09-19,2898.86,10661.18,2351.02,188.31
2008-09-26,2934.20,10818.62,2389.52,190.60
2008-10-03,2817.68,10615.08,2254.31,182.70
2008-10-10,2466.52,8930.61,1837.01,162.05
2008-10-17,2336.88,8506.04,1771.04,153.06
2008-10-24,1874.98,6782.45,1356.15,123.27
2008-10-31,2228.42,7565.16,1618.46,147.50
2008-11-07,2258.55,7939.60,1716.09,148.44
2008-11-14,2164.92,7495.84,1656.07,142.26
2008-11-21,1991.22,6820.46,1495.58,130.76
2008-11-28,2138.47,7350.45,1587.75,140.66
2008-12-05,2043.12,7097.47,1533.29,134.33
2008-12-12,2191.07,7486.33,1693.91,144.38
2008-12-19,2348.18,8339.93,1813.33,154.10
2008-12-26,2223.16,7773.32,1709.96,145.81
2009-01-02,2302.88,8075.68,1836.33,151.15
2009-01-09,2351.55,8507.11,1903.13,154.17
2009-01-16,2263.95,8172.15,1816.99,148.03
2009-01-23,2172.94,7803.03,1763.43,141.75
2009-01-30,2315.20,8282.71,1879.43,151.33
2009-02-06,2418.99,8542.37,1973.30,158.90
2009-02-13,2377.16,8645.80,1998.89,155.19
2009-02-20,2128.05,7611.40,1748.36,138.31
2009-02-27,2123.31,7547.02,1694.04,138.07
2009-03-06,2116.57,7328.68,1692.20,137.83
2009-03-13,2260.97,7972.90,1811.65,147.29
2009-03-20,2347.22,8542.81,1928.51,152.58
2009-03-27,2484.87,9090.79,2042.08,161.66
2009-04-03,2572.96,9820.04,2149.14,167.11
2009-04-10,2668.66,10645.53,2244.10,172.01
2009-04-17,2655.39,10551.87,2257.86,171.33
2009-04-24,2713.62,10909.77,2311.16,174.13
2009-05-01,2740.71,10969.86,2325.97,176.00
2009-05-08,2824.99,11592.64,2450.06,181.04
2009-05-15,2781.29,11512.55,2405.43,177.80
2009-05-22,2805.54,11553.93,2461.09,179.01
2009-05-29,2791.96,11223.77,2392.25,178.70
2009-06-05,2782.62,11484.56,2377.22,177.77
2009-06-12,2852.53,11709.06,2412.01,182.69
2009-06-19,2762.17,11397.64,2318.16,176.63
2009-06-26,2792.39,11240.28,2287.00,179.28
2009-07-03,2845.68,11549.80,2312.74,182.92
2009-07-10,2864.18,11436.93,2279.44,184.56
2009-07-17,2893.41,11422.10,2288.95,187.16
2009-07-24,3015.04,12034.20,2394.45,195.13
2009-07-31,3128.70,12447.90,2450.46,202.96
2009-08-07,3162.98,12919.77,2489.01,204.95
2009-08-14,3192.96,13032.99,2525.32,206.46
2009-08-21,3175.73,12780.59,2445.42,206.26
2009-08-28,3231.86,12832.78,2509.61,209.74
2009-09-04,3231.39,12947.31,2460.82,209.81
2009-09-11,3319.17,13198.07,2534.70,215.81
2009-09-18,3416.21,13631.34,2588.54,222.34
2009-09-25,3398.39,13518.99,2546.04,221.82
2009-10-02,3308.15,13156.39,2452.21,215.94
2009-10-09,3309.49,13353.75,2495.67,215.57
2009-10-16,3303.20,13261.58,2474.00,214.91
2009-10-23,3297.87,13327.08,2466.80,214.73
2009-10-30,3176.28,12844.23,2337.31,206.81
2009-11-06,3168.72,12611.79,2332.94,206.53
2009-11-13,3172.70,12568.88,2336.77,206.84
2009-11-20,3270.63,12863.62,2403.22,213.76
2009-11-27,3072.26,12060.81,2224.53,200.73
2009-12-04,3283.08,12846.14,2391.78,214.50
2009-12-11,3347.61,13116.41,2439.13,218.77
2009-12-18,3327.03,13178.37,2441.87,216.68
2009-12-25,3395.13,13301.39,2470.86,221.67
2010-01-01,3397.28,13056.53,2496.14,221.86
2010-01-08,3420.93,13380.87,2508.99,222.66
2010-01-15,3433.23,13383.89,2497.97,223.21
2010-01-22,3390.47,13185.97,2475.86,220.68
2010-01-29,3223.82,12598.76,2316.77,210.34
2010-02-05,3143.16,12324.30,2263.34,205.06
2010-02-12,3197.21,12475.17,2294.68,208.74
2010-02-19,3194.71,12403.89,2295.43,208.70
2010-02-26,3192.56,12529.41,2342.05,208.36
2010-03-05,3275.31,12713.20,2397.11,214.05
2010-03-12,3324.74,13018.86,2449.07,217.35
2010-03-19,3373.30,13176.86,2487.30,220.48
2010-03-26,3400.39,13219.31,2495.23,222.25
2010-04-02,3457.49,13221.49,2488.58,226.69
2010-04-09,3459.65,13177.94,2473.86,226.81
2010-04-16,3472.29,13537.66,2464.98,227.69
2010-04-23,3475.84,13666.96,2469.47,227.36
2010-04-30,3485.97,13563.67,2461.18,227.95
2010-05-07,3296.19,12846.55,2320.84,215.09
2010-05-14,3397.35,13336.86,2415.87,221.08
2010-05-21,3202.52,12648.93,2255.54,208.78
2010-05-28,3251.76,12599.21,2269.53,212.10
2010-06-04,3339.54,12960.07,2335.15,218.03
2010-06-11,3360.63,13134.68,2376.21,219.22
2010-06-18,3431.65,13364.98,2440.49,223.77
2010-06-25,3458.25,13633.44,2480.09,225.63
2010-07-02,3334.70,13234.40,2412.43,217.01
2010-07-09,3442.66,13463.84,2465.92,224.44
2010-07-16,3473.12,13592.53,2555.47,226.34
2010-07-23,3509.08,13665.22,2569.45,229.50
2010-07-30,3506.92,13723.68,2563.05,229.25
2010-08-06,3545.82,13906.14,2604.03,232.35
2010-08-13,3469.81,13616.45,2574.68,227.01
2010-08-20,3528.48,13873.03,2643.34,231.17
2010-08-27,3440.46,13502.15,2588.89,225.52
2010-09-03,3534.12,13965.92,2719.67,231.04
2010-09-10,3575.67,14074.66,2751.25,233.93
2010-09-17,3627.41,14380.47,2750.18,237.64
2010-09-24,3659.90,14619.58,2780.22,239.80
2010-10-01,3716.64,15106.94,2827.62,243.49
2010-10-08,3757.57,15528.11,2862.46,246.51
2010-10-15,3769.97,15837.00,2881.38,246.56
2010-10-22,3763.95,15757.55,2867.44,245.84
2010-10-29,3731.06,15719.68,2849.09,242.98
2010-11-05,3846.67,16056.08,2910.36,251.22
2010-11-12,3789.41,15758.29,2855.29,248.35
2010-11-19,3862.93,15976.17,2905.16,253.04
2010-11-26,3790.99,15469.79,2818.63,249.31
2010-12-03,3904.77,15859.09,2898.29,257.65
2010-12-10,3966.90,16018.64,2937.19,261.74
2010-12-17,4046.80,16323.89,3009.46,267.67
2010-12-24,4051.09,16507.50,2978.91,268.50
2010-12-31,4097.47,16586.90,3038.33,271.19
2011-01-07,4180.88,16990.06,3114.66,275.61
2011-01-14,4228.06,17242.18,3181.22,278.17
2011-01-21,4141.30,16901.01,3084.79,272.67
2011-01-28,4220.78,16946.75,3142.15,278.45
2011-02-04,4149.12,16737.22,3078.91,273.45
2011-02-11,3962.03,16201.25,2958.12,260.40
2011-02-18,4039.23,16189.25,2991.88,265.80
2011-02-25,3940.58,15838.49,2914.88,259.28
2011-03-04,4038.26,16180.08,2953.47,265.42
2011-03-11,3918.77,16030.61,2898.18,256.83
2011-03-18,3971.79,15898.26,2899.97,262.39
2011-03-25,4113.54,16431.67,3036.07,271.66
2011-04-01,4254.22,16985.33,3152.55,280.73
2011-04-08,4261.16,17125.18,3202.90,281.05
2011-04-15,4294.05,17174.05,3209.20,282.80
